event_count,scenario,replicate,test_events,clock_bits_per_event,clock_mdl_net_bits,direction_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,clock_mdl_accept,direction_mdl_accept,joint_mdl_accept
800,continuous_low_noise,28,183,0.3519152722947006,-23.65620862198925,105.13961555497976,5,contrarian,0.9180327868852459,False,True,False
800,continuous_low_noise,29,195,0.2945781516781304,-30.34477807830315,81.53064622218348,5,contrarian,0.8666666666666667,False,True,False
800,continuous_low_noise,30,218,0.431980646341311,6.915465144777116,136.20236732134856,5,contrarian,0.9311926605504587,True,True,True
800,continuous_low_noise,31,191,0.37484606283844896,-16.282236967966412,83.0230800380172,5,contrarian,0.8736842105263158,False,True,False
800,continuous_low_noise,32,192,0.4399515128677465,-3.3846209071067364,106.13601273345135,5,contrarian,0.9114583333333334,False,True,False
800,continuous_low_noise,33,187,0.40045911642902293,-13.081706232835131,67.6095430716938,5,contrarian,0.8449197860962567,False,True,False
800,continuous_low_noise,34,195,0.3839644717923405,-12.914445656032186,76.25514347960555,5,contrarian,0.8564102564102564,False,True,False
800,continuous_low_noise,35,214,0.4736649698407576,14.014113428910761,108.74636065863709,5,contrarian,0.897196261682243,True,True,True
800,continuous_low_noise,36,220,0.44652651076100086,11.026696012278308,137.99764235731905,5,contrarian,0.9318181818181818,True,True,True
800,continuous_low_noise,37,189,0.39901279559845765,-12.509353045169448,85.03465241511805,5,contrarian,0.8783068783068783,False,True,False
800,continuous_low_noise,38,204,0.45825609713199744,5.902142870536949,113.16741912987035,5,contrarian,0.9117647058823529,True,True,True
800,continuous_low_noise,39,211,0.34086030187082517,-15.498652631645257,103.15270028749104,5,contrarian,0.8909952606635071,False,True,False
800,continuous_low_noise,40,210,0.25704732544499237,-33.46348752691903,140.6406020745308,5,contrarian,0.9428571428571428,False,True,False
800,continuous_low_noise,41,190,0.3792186645305691,-15.848775347469228,101.10362225184241,5,contrarian,0.9052631578947369,False,True,False
800,continuous_low_noise,42,214,0.44033959664528227,6.882483565079042,93.1723523164039,5,contrarian,0.8732394366197183,True,True,True
800,continuous_low_noise,43,189,0.3866683774567941,-14.842448073943856,82.21844719008463,5,contrarian,0.873015873015873,False,True,False
800,continuous_low_noise,44,192,0.35389461906139075,-19.907544517927036,99.5885059981195,5,contrarian,0.9010416666666666,False,True,False
800,continuous_low_noise,45,192,0.4058901111796813,-9.924410031215245,102.81801816517837,5,contrarian,0.90625,False,True,False
800,continuous_low_noise,46,192,0.3042087136249014,-29.447238361732992,102.81801816517837,5,contrarian,0.90625,False,True,False
800,continuous_low_noise,47,219,0.4183910720254006,4.394898416219704,100.87727481175092,5,contrarian,0.8812785388127854,True,True,True
800,continuous_low_noise,48,222,0.5031370710930575,24.53463579890233,106.28029084755076,5,contrarian,0.8873873873873874,True,True,True
800,continuous_low_noise,49,212,0.4406029797574244,6.01094443262852,100.15643519907977,5,contrarian,0.8862559241706162,True,True,True
800,continuous_low_noise,50,195,0.5077522842791244,11.224177778890677,92.04194203447858,5,contrarian,0.8865979381443299,True,True,True
800,continuous_low_noise,51,199,0.3675712888318873,-14.549914739210692,111.34636308755324,5,contrarian,0.9141414141414141,False,True,False
800,continuous_low_noise,52,195,0.3685405156136322,-15.922117110880293,87.0624688816222,5,contrarian,0.8769230769230769,False,True,False
800,continuous_low_noise,53,204,0.38759317645471525,-8.513092947628621,116.5813625380587,5,contrarian,0.9166666666666666,False,True,False
800,continuous_low_noise,54,173,0.3601698525289816,-25.967671024105563,99.86067541786562,5,contrarian,0.9190751445086706,False,True,False
800,continuous_low_noise,55,205,0.328709010983782,-20.173738401180103,114.03449362633324,5,contrarian,0.9121951219512195,False,True,False
800,continuous_low_noise,56,208,0.2858752818982356,-28.027748338642013,113.28297955986366,5,contrarian,0.9086538461538461,False,True,False
800,continuous_low_noise,57,207,0.3373385143371481,-17.68386633039738,112.42152666846366,5,contrarian,0.9082125603864735,False,True,False
800,continuous_low_noise,58,200,0.3895834908412251,-9.757079391465851,112.21719332923233,5,contrarian,0.914572864321608,False,True,False
800,continuous_low_noise,59,188,0.38576002857187885,-15.42229913406696,83.41118974768894,5,contrarian,0.8770053475935828,False,True,False
800,continuous_low_noise,60,217,0.39810552165144714,-0.8909464970406873,114.46517788448271,5,contrarian,0.9032258064516129,False,True,False
800,continuous_low_noise,61,199,0.3569863654623348,-16.656314489751637,76.7896085139228,5,contrarian,0.8542713567839196,False,True,False
800,continuous_low_noise,62,193,0.439541343158135,-3.0012714799089224,79.94584132209559,5,contrarian,0.8652849740932642,False,True,False
800,continuous_low_noise,63,216,0.3179184101336414,-18.632956720493624,123.6155603344151,5,contrarian,0.9166666666666666,False,True,False
800,continuous_low_noise,64,193,0.4454613222580703,-1.8587155136214193,113.93970145340703,5,contrarian,0.9222797927461139,False,True,False
800,continuous_low_noise,65,190,0.38223342266691734,-15.275971301563075,94.76245545827646,5,contrarian,0.8947368421052632,False,True,False
800,continuous_low_noise,66,187,0.3548278096648689,-21.614760597731944,92.24791474192591,5,contrarian,0.893048128342246,False,True,False
800,continuous_low_noise,67,204,0.34601824438650763,-16.994379089542974,90.71376426779617,5,contrarian,0.8768472906403941,False,True,False
800,continuous_low_noise,68,189,0.44245161066551514,-4.299416997495584,93.92336845165367,5,contrarian,0.8941798941798942,False,True,False
800,continuous_low_noise,69,189,0.40178852017352856,-11.984741100481045,79.47111532395108,5,contrarian,0.8677248677248677,False,True,False
800,continuous_low_noise,70,199,0.4637836737673569,4.596349862947761,112.21719332923233,5,contrarian,0.914572864321608,True,True,True
800,continuous_low_noise,71,194,0.35569684658659706,-18.804964605193206,125.14744737797452,5,contrarian,0.9378238341968912,False,True,False
800,continuous_low_noise,72,214,0.4340037193023192,5.526605813684938,115.14771819220458,5,contrarian,0.9065420560747663,True,True,True
800,continuous_low_noise,73,185,0.2989436508389501,-32.70762929694695,92.81838819149736,5,contrarian,0.8967391304347826,False,True,False
800,continuous_low_noise,74,190,0.34018206944491813,-23.26572841374292,83.0230800380172,5,contrarian,0.8736842105263158,False,True,False
800,continuous_low_noise,75,210,0.4368038479914331,4.285382207833521,101.48740525050061,5,contrarian,0.8899521531100478,True,True,True
800,continuous_low_noise,76,211,0.42470578808577303,2.1927449597087474,91.56543365568797,5,contrarian,0.8720379146919431,True,True,True
800,continuous_low_noise,77,186,0.49082053734162856,3.30271891452621,126.79570696294417,5,contrarian,0.946236559139785,True,True,True
800,continuous_low_noise,78,200,0.3842710556876586,-10.81956642217915,103.20088128214378,5,contrarian,0.9,False,True,False
