clock_bucket,trades,buy_rate,win_rate,mean_pnl
00:00-07:59,52,0.5384615384615384,0.8846153846153846,3.105384615384615
08:00-12:59,211,0.5071090047393365,0.8815165876777251,3.6764928909952608
13:00-16:59,106,0.4339622641509434,0.839622641509434,3.192264150943396
17:00-21:59,49,0.5918367346938775,0.8367346938775511,3.253265306122449
22:00-23:59,5,0.8,1.0,3.242
