scenario,replicate,planted_events,observed_events,test_events,clock_test_bits,clock_test_bits_per_event,clock_mdl_net_bits,selected_direction_horizon,selected_direction_polarity,direction_test_accuracy,direction_test_n,direction_mdl_net_bits,clock_family_recovered,clock_mdl_recovered,contrarian_family_recovered,exact_horizon_recovered
censored_execution_noise,43,420,420,122,52.743523374299144,0.4323239620844192,-25.33857757009139,5,contrarian,0.8688524590163934,122,50.60961300102698,True,False,True,True
censored_execution_noise,44,420,420,125,44.81206399386092,0.35849651195088733,-33.13136187650652,5,contrarian,0.824,125,38.09401432713115,True,False,True,True
censored_execution_noise,45,420,420,112,42.07079284295449,0.3756320789549508,-36.463679293647075,5,contrarian,0.9107142857142857,112,60.3829145595145,True,False,True,True
censored_execution_noise,46,420,420,129,42.70907935251352,0.3310781345156087,-35.047236405115164,5,contrarian,0.875968992248062,129,56.23190680331644,True,False,True,True
censored_execution_noise,47,420,420,105,32.43977785721093,0.3089502653067707,-46.40269831746822,5,contrarian,0.8476190476190476,105,37.344496001066524,True,False,True,True
censored_execution_noise,48,420,420,112,41.455460251606866,0.3701380379607756,-37.0790118849947,5,contrarian,0.8303571428571429,112,35.42864091802339,True,False,True,True
censored_execution_noise,49,420,420,98,41.623669467326124,0.42473132109516454,-37.52004087476274,5,contrarian,0.7959183673469388,98,23.45837024571221,True,False,True,True
censored_execution_noise,50,420,420,75,23.330861456668828,0.31107815275558437,-56.75843778415373,5,contrarian,0.8133333333333334,75,19.91654471295146,True,False,True,True
censored_execution_noise,51,420,420,110,40.3261609831467,0.3666014634831518,-38.29702086695857,5,contrarian,0.8818181818181818,110,49.34769354027302,True,False,True,True
censored_execution_noise,52,420,420,88,30.547870274982817,0.3471348894884411,-49.015004322812985,5,contrarian,0.8409090909090909,88,29.372535525266592,True,False,True,True
censored_execution_noise,53,420,420,97,27.873964117537952,0.2873604548199789,-51.31224425205433,5,contrarian,0.9072164948453608,97,50.76776176091158,True,False,True,True
censored_execution_noise,54,420,420,92,17.643106394008917,0.19177289558705346,-61.753637649862874,5,contrarian,0.8260869565217391,92,27.67479106446731,True,False,True,True
censored_execution_noise,55,420,420,114,48.53156519042199,0.4257154841265087,-29.913619315158194,5,contrarian,0.8947368421052632,114,55.657473274965874,True,False,True,True
censored_execution_noise,56,420,420,101,27.770761727322157,0.27495803690417975,-51.24465810344411,5,contrarian,0.83,100,31.229522125578036,True,False,True,True
