feature,percentile,threshold,direction,precision,recall,lift,TP,FP,FN
ema_50,80,4700.526265475745,above,0.0014413339794485476,0.2755344418045712,1.377657197846653,116,80365,305
ema_9,80,4700.624012374764,above,0.0014413339794485476,0.2755344418045712,1.377657197846653,116,80365,305
bollinger_upper_20,70,4564.297596387893,above,0.0014331276146294872,0.4109263657947484,1.3697487046736796,173,120542,248
ema_200,70,4558.1684212525415,above,0.0014330563862128259,0.4109263657947484,1.369745300906291,173,120548,248
sma_100,80,4700.529390000001,above,0.0014292638669665871,0.2731591448924628,1.3657842345621447,115,80346,306
macd_hist,20,-0.35944489723352024,below,0.001428908686522267,0.2731591448924628,1.3657808426928026,115,80366,306
ema_100,80,4700.295970890827,above,0.001428908686522267,0.2731591448924628,1.3657808426928026,115,80366,306
candle_body,20,-1.019999999999527,below,0.0014263742806112146,0.2731591448924628,1.363358404454746,115,80509,306
sma_20,70,4557.818329999999,above,0.0014248436399784499,0.40855106888264003,1.3618310821033117,172,120543,249
sma_200,70,4558.1567085,above,0.001425481307133196,0.40855106888264003,1.3618310806660365,172,120489,249
ema_20,70,4557.9498371653835,above,0.0014247728232867401,0.40855106888264003,1.361827698010879,172,120549,249
sma_50,70,4557.96054,above,0.001416665285901269,0.4061757719705317,1.3539134592949151,171,120535,250
sma_100,70,4558.1373379999995,above,0.001416841355196316,0.4061757719705317,1.3539134588980906,171,120520,250
ema_100,70,4557.941122669734,above,0.0014164892603606546,0.4061757719705317,1.353910095115467,171,120550,250
ema_20,80,4700.637700585066,above,0.0014164833935959864,0.27078384798035443,1.353904487538952,114,80367,307
macd_hist,10,-0.6307971258800493,below,0.0014164657935935635,0.13539192399017722,1.3538876650881075,57,40184,364
sma_9,70,4557.853933333333,above,0.0014082406931857602,0.4038004750584233,1.3459991820248192,170,120548,251
ema_9,70,4557.820101601158,above,0.001408205697434569,0.4038004750584233,1.345992492220055,170,120551,251
ema_50,70,4558.083204948832,above,0.001408205697434569,0.4038004750584233,1.345992492220055,170,120551,251
return_3,80,0.00042267916543310414,above,0.0014040755467196644,0.26840855106824607,1.3420348024151525,113,80367,308
bollinger_lower_20,70,4551.8271413900175,above,0.0013999917160253373,0.4014251781463149,1.3380782143922072,169,120546,252
candle_body_abs,50,0.7799999999997453,above,0.0013918125758438725,0.6674584323024526,1.3303236033458476,281,201614,140
return_1,20,-0.00023687060238437583,below,0.0013916500994035613,0.2660332541561377,1.330164999386217,112,80368,309
return_5,20,-0.0005265984408511226,below,0.0013916500994035613,0.2660332541561377,1.3301517770827578,112,80368,309
bollinger_upper_20,60,4442.946602219185,above,0.0013668586481767886,0.5225653206638419,1.3064104296784587,220,160733,201
candle_body,30,-0.5700000000001637,below,0.0013580768307123994,0.38954869358577304,1.298078271751795,164,120595,257
bollinger_lower_20,60,4431.206712547884,above,0.0013544326604660905,0.5178147268396252,1.2945339712268362,218,160735,203
sma_20,60,4436.8839800000005,above,0.0013544326604660905,0.5178147268396252,1.2945339712268362,218,160735,203
sma_50,60,4436.969047999999,above,0.001354533648976946,0.5178147268396252,1.2945339711991446,218,160723,203
ema_50,60,4436.765127170827,above,0.001354365343157651,0.5178147268396252,1.2945307542316196,218,160743,203
return_3,20,-0.00040903534532861214,below,0.0013543737574552516,0.2589073634198126,1.2945291456924923,109,80371,312
return_3,30,-0.00023279859958259542,below,0.0013502319416832226,0.3871733966736647,1.290570340965609,163,120557,258
sma_9,60,4437.021288888889,above,0.0013481861615213919,0.5154394299275168,1.2885989443465142,217,160740,204
sma_100,60,4436.79462,above,0.0013484877672895314,0.5154394299275168,1.2885957419274798,217,160704,204
ema_200,60,4437.44491697511,above,0.0013481526580972948,0.5154394299275168,1.2885925397626674,217,160744,204
ema_9,60,4436.977526202463,above,0.0013481526580972948,0.5154394299275168,1.2885925397626674,217,160744,204
ema_20,60,4436.767934561164,above,0.0013481526580972948,0.5154394299275168,1.2885925397626674,217,160744,204
ema_100,60,4436.086024763651,above,0.0013481526580972948,0.5154394299275168,1.2885925397626674,217,160744,204
sma_200,60,4436.489269999999,above,0.001342607268726566,0.5130641330154084,1.2826575126103217,216,160665,205
return_15,10,-0.001586850900241965,below,0.0013419816595839525,0.1282660332538521,1.2826463561862511,54,40185,367
bollinger_z_20,90,1.6822879549055945,above,0.0013419816595839525,0.1282660332538521,1.2826336057910557,54,40185,367
return_10,10,-0.001299797027244587,below,0.0013419483101391317,0.1282660332538521,1.2826304188747235,54,40186,367
distance_ema_9,20,-0.00030261771741588915,below,0.0013295063431120223,0.25415676959559586,1.270770001461999,107,80374,314
candle_body_abs,40,0.5799999999999272,above,0.001329002381473206,0.7648456056988959,1.2702883043750965,322,241965,99
return_1,70,0.00013938942674842633,above,0.0013170974155069474,0.3776722090252312,1.258906160133389,159,120561,262
return_5,30,-0.00030170112573446595,below,0.001317108325947023,0.3776722090252312,1.2589040744651174,159,120560,262
distance_ema_50,10,-0.0013652659075352512,below,0.0013170646852712082,0.12589073634174372,1.2588780043801702,53,40188,368
distance_ema_9,10,-0.0005389970695619658,below,0.0013170646852712082,0.12589073634174372,1.2588780043801702,53,40188,368
candle_body,70,0.5900000000001455,above,0.0013166393401897838,0.3776722090252312,1.2584714506449857,159,120603,262
sma_200,50,4332.24208,above,0.0013028279322330506,0.6223277909723935,1.244654392868198,262,200839,159
bollinger_lower_20,50,4326.759494214308,above,0.0013022451302493587,0.6223277909723935,1.2446543923360422,262,200929,159
ema_100,50,4331.840144125647,above,0.0013021804066580122,0.6223277909723935,1.2446512992177277,262,200939,159
ema_200,50,4332.3732455635845,above,0.0013021804066580122,0.6223277909723935,1.2446512992177277,262,200939,159
sma_100,50,4331.9729050000005,above,0.0012975326993154334,0.6199524940602852,1.239903803287928,261,200890,160
ema_9,50,4331.6547559563905,above,0.0012972102524341266,0.6199524940602852,1.2399007217397973,261,200940,160
ema_20,50,4331.682173920689,above,0.0012972102524341266,0.6199524940602852,1.2399007217397973,261,200940,160
sma_9,50,4331.607222222222,above,0.0012972231472323358,0.6199524940602852,1.2398883965839664,261,200938,160
sma_50,50,4331.734399999999,above,0.0012924006839782017,0.6175771971481768,1.235153213856607,260,200916,161
sma_20,50,4331.7189,above,0.0012923043277283711,0.6175771971481768,1.2351532137685914,260,200931,161
ema_50,50,4331.813586063649,above,0.0012922400982102412,0.6175771971481768,1.235150144261867,260,200941,161
macd,10,-1.989663607233524,below,0.0012922144081906194,0.12351543942963536,1.2351255892031858,52,40189,369
return_1,30,-0.00013522146043980497,below,0.0012839628893306719,0.3681710213767977,1.2272355649099076,155,120565,266
bollinger_upper_20,50,4336.22898167302,above,0.0012823635252073838,0.61282660332396,1.2256520352011409,258,200933,163
distance_ema_9,80,0.00032298061352519734,above,0.0012798051714069,0.24465558194716233,1.223264580846597,103,80378,318
return_10,20,-0.0007383188589779044,below,0.001279836976105552,0.24465558194716233,1.2232645805734712,103,80376,318
ema_200,40,4195.5144276410565,above,0.001267390376945087,0.7268408551051619,1.2113982603449136,306,241135,115
macd_hist,30,-0.20515813436363128,below,0.001267385127691112,0.36342042755258097,1.2113932429980494,153,120568,268
distance_ema_9,90,0.0005548602815956864,above,0.0012673641311100304,0.12114014251752699,1.2113731740262013,51,40190,370
sma_200,40,4195.734834999999,above,0.0012638767450822712,0.7244655581930536,1.2074424441563272,305,241016,116
sma_50,40,4195.508032,above,0.0012634055614698532,0.7244655581930536,1.2074424433530557,305,241106,116
bollinger_lower_20,40,4190.7862034077425,above,0.0012633113669028937,0.7244655581930536,1.2074424431924349,305,241124,116
sma_20,40,4195.4428,above,0.0012633113669028937,0.7244655581930536,1.2074424431924349,305,241124,116
ema_20,40,4195.3357862261155,above,0.0012632485783276193,0.7244655581930536,1.2074394425006492,305,241136,116
ema_50,40,4195.411123748524,above,0.0012632485783276193,0.7244655581930536,1.2074394425006492,305,241136,116
sma_100,40,4195.496252,above,0.0012594197554902779,0.7220902612809452,1.2034836159367797,304,241077,117
atr_14,40,1.7012523120161749,above,0.001259148500826311,0.7220902612809452,1.2034816215770427,304,241129,117
sma_9,40,4195.406555555554,above,0.0012591328550837437,0.7220902612809452,1.2034816215751374,304,241132,117
ema_100,40,4195.562673537479,above,0.0012591067797101518,0.7220902612809452,1.2034806246563847,304,241137,117
ema_9,40,4195.380809264288,above,0.0012591067797101518,0.7220902612809452,1.2034806246563847,304,241137,117
bollinger_upper_20,40,4199.71399516969,above,0.0012508853534579473,0.7173396674567284,1.1955659601446404,302,241127,119
candle_body_abs,30,0.4099999999998545,above,0.0012498849256088276,0.8384798099742554,1.194666183408672,353,282073,68
bollinger_lower_20,30,4074.287234218157,above,0.001242602079760848,0.8313539192379303,1.1876490075290895,350,281317,71
macd_signal,10,-1.8743572148905399,below,0.0012425138540294416,0.11876484560541861,1.187620758849217,50,40191,371
ema_9_20_diff,10,-1.794226453617739,below,0.0012425138540294416,0.11876484560541861,1.187620758849217,50,40191,371
distance_ema_20,10,-0.0008510005416649535,below,0.0012425138540294416,0.11876484560541861,1.187620758849217,50,40191,371
bollinger_upper_20,30,4084.625693922474,above,0.0012390517881043885,0.828978622325822,1.184255724650435,349,281318,72
sma_20,30,4079.45665,above,0.0012390517881043885,0.828978622325822,1.184255724650435,349,281318,72
ema_20,30,4079.267760637827,above,0.0012389902052321554,0.828978622325822,1.1842527815466057,349,281332,72
sma_100,30,4079.139769,above,0.0012357471831711076,0.8266033254137135,1.1808624423296454,348,281263,73
sma_9,30,4079.369,above,0.0012354664063193353,0.8266033254137135,1.1808611840089833,348,281327,73
ema_200,30,4078.6975776780155,above,0.0012354400900309172,0.8266033254137135,1.1808595071009136,348,281333,73
ema_9,30,4079.3140936624627,above,0.0012354400900309172,0.8266033254137135,1.1808595071009136,348,281333,73
distance_ema_9,30,-0.00017072076188990454,below,0.0012342508759867691,0.3539192399041475,1.179722831416401,149,120572,272
sma_50,30,4079.469386,above,0.0012320430611476776,0.8242280285016051,1.1774691591017086,347,281299,74
ema_50,30,4079.1729010011863,above,0.001231889974829679,0.8242280285016051,1.1774662326552212,347,281334,74
ema_100,30,4078.9239531511994,above,0.001231889974829679,0.8242280285016051,1.1774662326552212,347,281334,74
bollinger_z_20,20,-1.2155096644109802,below,0.001230165140350644,0.23515439429872886,1.1757620817080163,99,80378,322
macd,80,1.2046207612670514,above,0.0012301039997017777,0.23515439429872886,1.1757591602311954,99,80382,322
distance_ema_20,20,-0.0004749966672074541,below,0.0012301039997017777,0.23515439429872886,1.1757591602311954,99,80382,322
sma_200,30,4078.711184,above,0.0012289506679311318,0.8218527315894968,1.1740758772626392,346,281195,75
atr_14,50,1.9355977811988252,above,0.0012276708052923982,0.5866983372907679,1.173395553063439,247,200947,174
atr_14,20,1.2485354300630107,above,0.0012270510391103066,0.9382422802828071,1.1728031867068633,395,321515,26
atr_14,30,1.4791710513363623,above,0.0012248332274177988,0.8194774346773884,1.170683424335467,345,281326,76
bollinger_upper_20,20,4006.1877458323497,above,0.0012239635917429016,0.9358669833706986,1.169834791572991,394,321511,27
sma_200,20,4000.738263,above,0.0012214034640618309,0.9334916864585903,1.1668656692087664,393,321368,28
sma_100,20,4000.9195000000004,above,0.001221099859868689,0.9334916864585903,1.1668656683907395,393,321448,28
sma_20,20,4000.83892,above,0.0012208570851648742,0.9334916864585903,1.1668656677365115,393,321512,28
bollinger_lower_20,20,3995.7055357621516,above,0.0012208570851648742,0.9334916864585903,1.1668656677365115,393,321512,28
sma_9,20,4000.9665555555557,above,0.0012208229527140753,0.9334916864585903,1.1668649426916629,393,321521,28
ema_100,20,4000.8624997559223,above,0.001220796406571795,0.9334916864585903,1.1668627678245898,393,321528,28
ema_200,20,4001.368763358282,above,0.001220796406571795,0.9334916864585903,1.1668627678245898,393,321528,28
ema_20,20,4000.6711725227988,above,0.001220796406571795,0.9334916864585903,1.1668627678245898,393,321528,28
ema_9,20,4000.8708282548,above,0.001220796406571795,0.9334916864585903,1.1668627678245898,393,321528,28
sma_50,20,4000.6840479999996,above,0.0012178413761607513,0.9311163895464819,1.1638965441447229,392,321489,29
ema_50,20,4000.582900398933,above,0.001217690054392223,0.9311163895464819,1.1638936513670206,392,321529,29
atr_ratio,40,0.0003939480776036207,above,0.001217729142246498,0.6983372921598614,1.1638934103409557,294,241139,127
return_5,80,0.0005506322910597827,above,0.001217693836978116,0.23277909738662048,1.163882804947413,98,80382,323
distance_ema_20,90,0.0008790922889919824,above,0.0012176635769488527,0.11638954869331024,1.1638683436722326,49,40192,372
distance_ema_100,10,-0.001944645428542928,below,0.0012176635769488527,0.11638954869331024,1.1638683436722326,49,40192,372
return_10,90,0.0013325208993788529,above,0.0012176938369781011,0.11638954869331024,1.16386834305299,49,40191,372
return_3,70,0.00024565257381363713,above,0.0012094102054340523,0.34679334916782234,1.1559709802514047,146,120574,275
distance_ema_20,30,-0.00026486018634123396,below,0.0012094001872085122,0.34679334916782234,1.1559700227301648,146,120575,275
return_10,30,-0.00042274132652342367,below,0.0012094302423830646,0.34679334916782234,1.1559700225910463,146,120572,275
distance_ema_50,20,-0.0007678083591747511,below,0.0012052534138492165,0.23040380047451212,1.1520064499234943,97,80384,324
distance_ema_50,80,0.0008563021123241849,above,0.0012052534138492165,0.23040380047451212,1.1520064499234943,97,80384,324
candle_body,40,-0.25,below,0.0012022120702091775,0.4631828978611326,1.1490994699892338,195,162006,226
return_5,70,0.0003203454877455103,above,0.0012011365236623795,0.344418052255714,1.1480571748266795,145,120574,276
return_15,30,-0.0005109171473496321,below,0.0012011663739686436,0.344418052255714,1.1480571748066801,145,120571,276
return_30,70,0.0008183336495077853,above,0.0012012061766849924,0.344418052255714,1.1480524194202304,145,120567,276
atr_ratio,30,0.0003466737867232204,above,0.0011999815387455535,0.8028503562926298,1.1469304273199645,338,281333,83
return_3,40,-0.00010454159364523536,below,0.0011990631154517536,0.45843230403691587,1.14608108871928,193,160766,228
atr_ratio,20,0.00029935173909202375,above,0.0011959864558416912,0.9144893111617233,1.1431119667902339,385,321525,36
ema_9_20_diff,80,1.079134678245282,above,0.0011928281209229359,0.22802850356240373,1.1401300947696438,96,80385,325
ema_9_20_diff,20,-0.9864527400745828,below,0.0011928281209229359,0.22802850356240373,1.1401300947696438,96,80385,325
return_15,20,-0.0008997203481158067,below,0.0011928725862968613,0.22802850356240373,1.1401300943877928,96,80382,325
rsi_7,10,29.087665673097263,below,0.0011928429423458948,0.11401425178120186,1.140124427940867,48,40192,373
ema_20_50_diff,10,-3.1101285865042883,below,0.001192813299868264,0.11401425178120186,1.1401159284952482,48,40193,373
macd_hist,90,0.6312524645420944,above,0.001192813299868264,0.11401425178120186,1.1401159284952482,48,40193,373
return_60,10,-0.003119632329046995,below,0.0011929911768360584,0.11401425178120186,1.1401159248551431,48,40187,373
bollinger_bandwidth_20,40,0.0015753590280553648,above,0.0011887552862332148,0.6817102137751029,1.136183544905668,287,241142,134
atr_14,60,2.208483368886324,above,0.001186667080861103,0.4536817102126991,1.1342046008152415,191,160764,230
return_1,40,-6.088840597497923e-05,below,0.0011866302186878655,0.4536817102126991,1.1342031914409332,191,160769,230
distance_ema_9,40,-7.425736907829531e-05,below,0.0011866228465280337,0.4536817102126991,1.1341989635699052,191,160770,230
return_5,40,-0.0001361060519899926,below,0.0011866375909393002,0.4536817102126991,1.1341989635308423,191,160768,230
candle_body_abs,20,0.2600000000002183,above,0.001184716536409871,0.9073634204253982,1.1323768724424768,382,322058,39
bollinger_bandwidth_20,50,0.0018560642225530864,above,0.001182955499997509,0.5653206650817926,1.130640249526634,238,200953,183
atr_ratio,50,0.0004438039709989584,above,0.0011829378609700032,0.5653206650817926,1.1306402495105201,238,200956,183
macd,20,-1.0939470881785383,below,0.0011804028279966553,0.22565320665029537,1.1282537396157934,95,80386,326
bollinger_bandwidth_20,70,0.002644551802109548,above,0.001176324400447325,0.33729216151938884,1.124302404992269,142,120573,279
distance_ema_9,70,0.00019070292193485347,above,0.0011762659355041693,0.33729216151938884,1.1242996111485164,142,120579,279
bollinger_bandwidth_20,30,0.0013262838357989877,above,0.0011751465382881163,0.7862232779078713,1.1231766328346533,331,281336,90
rsi_7,80,64.71841662292744,above,0.0011680065607176883,0.22327790973818698,1.1163857072839032,94,80385,327
return_15,40,-0.000223479501342716,below,0.0011680283308999337,0.44655581947637396,1.1163843200476955,188,160767,233
stochastic_k_14,90,92.37079760378784,above,0.001168021074082329,0.11163895486909349,1.1163829328711274,47,40192,374
distance_ema_20,70,0.0003067913885159624,above,0.0011679823725780835,0.3349168646072805,1.1163820082531042,141,120580,280
distance_ema_50,70,0.0005172897482506963,above,0.0011679823725780835,0.3349168646072805,1.1163820082531042,141,120580,280
macd,70,0.7097246268822346,above,0.0011679823725780835,0.3349168646072805,1.1163820082531042,141,120580,280
rsi_14,10,35.790598313109335,below,0.001168021074082329,0.11163895486909349,1.1163801584795803,47,40192,374
ema_20_50_diff,20,-1.7265853505750783,below,0.0011679775350703747,0.22327790973818698,1.116377384461943,94,80387,327
distance_ema_200,20,-0.0015756809791706082,below,0.0011679775350703747,0.22327790973818698,1.116377384461943,94,80387,327
distance_ema_100,20,-0.0010898477906049516,below,0.0011679775350703747,0.22327790973818698,1.116377384461943,94,80387,327
macd_signal,20,-1.036882078936301,below,0.0011679775350703747,0.22327790973818698,1.116377384461943,94,80387,327
return_60,20,-0.0017830272670649183,below,0.0011681517105966127,0.22327790973818698,1.1163773829661736,94,80375,327
bollinger_z_20,10,-1.689516091210952,below,0.001168021074082329,0.11163895486909349,1.1163662865218449,47,40192,374
macd_signal,90,1.9696418404744258,above,0.0011679630227876751,0.11163895486909349,1.116363513318264,47,40194,374
candle_body,60,0.26999999999952706,above,0.0011665353280260042,0.44655581947637396,1.1149988927703627,188,160973,233
sma_200,10,3642.4902775000005,above,0.0011630444691848436,0.9999999999976247,1.1111125052337545,421,361560,0
sma_100,10,3642.369861,above,0.0011627553711841016,0.9999999999976247,1.111112504359439,421,361650,0
sma_50,10,3642.193692,above,0.0011626108760728574,0.9999999999976247,1.1111125039223948,421,361695,0
bollinger_upper_20,10,3644.2244745129933,above,0.0011625241962429174,0.9999999999976247,1.1111125036602048,421,361722,0
sma_20,10,3641.8920399999997,above,0.0011625241962429174,0.9999999999976247,1.1111125036602048,421,361722,0
bollinger_lower_20,10,3639.7101265433625,above,0.0011625241962429174,0.9999999999976247,1.1111125036602048,421,361722,0
sma_9,10,3641.8552,above,0.001162492095882124,0.9999999999976247,1.1111121967565925,421,361732,0
ema_200,10,3642.32426484258,above,0.001162466416869842,0.9999999999976247,1.1111097422878145,421,361740,0
ema_100,10,3642.383240292212,above,0.001162466416869842,0.9999999999976247,1.1111097422878145,421,361740,0
ema_9,10,3641.8456387033543,above,0.001162466416869842,0.9999999999976247,1.1111097422878145,421,361740,0
ema_50,10,3642.1156856149823,above,0.001162466416869842,0.9999999999976247,1.1111097422878145,421,361740,0
ema_20,10,3641.9046292468947,above,0.001162466416869842,0.9999999999976247,1.1111097422878145,421,361740,0
return_60,40,-0.00044423597292253536,below,0.0011619453575001327,0.4441805225642656,1.11044610523507,187,160750,234
ema_20_50_diff,30,-0.9599973766107723,below,0.0011596988096519978,0.3325415676951721,1.1084644053576922,140,120581,281
ema_9_20_diff,70,0.6304234509993876,above,0.0011596988096519978,0.3325415676951721,1.1084644053576922,140,120581,281
distance_ema_100,30,-0.0006166293818535483,below,0.0011596988096519978,0.3325415676951721,1.1084644053576922,140,120581,281
return_60,30,-0.0010209447361515522,below,0.001159871751323487,0.3325415676951721,1.108464404557164,140,120563,281
return_1,60,6.415611892620631e-05,above,0.0011555666003976073,0.44180522565215724,1.1045120084189193,186,160774,235
rsi_7,40,46.187916885855095,below,0.0011555809590079328,0.44180522565215724,1.1045092635894005,186,160772,235
rsi_7,20,36.24733850533941,below,0.0011555809590079256,0.22090261282607862,1.1045092635893936,93,80386,328
distance_ema_20,40,-0.00011203262741631041,below,0.0011555594212262527,0.44180522565215724,1.1045078912251434,186,160775,235
atr_14,70,2.566332125134487,above,0.0011514533992726696,0.33016627078306376,1.1005477139651723,139,120578,282
bollinger_bandwidth_20,20,0.0010882306311405664,above,0.0011494074338702378,0.8788598574800978,1.098575819497479,370,321535,51
bollinger_bandwidth_20,60,0.0021977089133768547,above,0.0011494038632395723,0.4394299287400489,1.0985724067750675,185,160768,236
macd_hist,40,-0.09565221784646993,below,0.0011493467361658966,0.4394299287400489,1.0985696767561912,185,160776,236
atr_14,10,0.9525988679018884,above,0.0011486984638919308,0.9881235154370829,1.0979145741113936,416,361733,5
atr_ratio,60,0.0005033983246479221,above,0.0011431766642850416,0.4370546318279405,1.0926368929319603,184,160771,237
distance_ema_20,80,0.0005152446571363072,above,0.0011431269492178135,0.21852731591397026,1.092624674154242,92,80389,329
macd_signal,80,1.142612574117705,above,0.0011431269492178135,0.21852731591397026,1.092624674154242,92,80389,329
return_60,90,0.00332907009389527,above,0.001143283211134556,0.10926365795698513,1.0926110946528456,46,40189,375
atr_ratio,10,0.00024247503605064554,above,0.001140414580738864,0.9809976247007578,1.0899969209327056,413,361736,8
bollinger_z_20,30,-0.8041599701059615,below,0.0011349045271921373,0.325415676958847,1.0847142921404285,137,120578,284
rsi_7,30,41.60746560128618,below,0.001126592554548608,0.32304038004673863,1.0768020216065557,136,120582,285
stochastic_k_14,40,41.228070175442326,below,0.0011245309277069441,0.4299287410916154,1.0748154832429673,181,160775,240
rsi_14,30,44.471808569544876,below,0.001118327313694944,0.32066508313463027,1.068883474277798,135,120581,286
return_60,50,6.257759342243041e-05,below,0.0011184514666626845,0.5344418052243838,1.0688799322905234,225,200946,196
distance_ema_50,30,-0.00043105828847577306,below,0.0011182809950215694,0.32066508313463027,1.0688763908806318,135,120586,286
distance_ema_200,30,-0.000872707353957242,below,0.0011182809950215694,0.32066508313463027,1.0688763908806318,135,120586,286
ema_9_20_diff,30,-0.5464957246349513,below,0.0011182809950215694,0.32066508313463027,1.0688763908806318,135,120586,286
return_10,70,0.0004589418778968568,above,0.0011183087857651625,0.32066508313463027,1.068876390751995,135,120583,286
rsi_14,20,40.8371080834312,below,0.0011183180496533074,0.2137767220897535,1.0688746198208878,90,80388,331
macd_hist,80,0.35521303837759993,above,0.0011182763633652525,0.2137767220897535,1.0688719638465412,90,80391,331
return_5,90,0.0009491522744810021,above,0.0011182902584492764,0.10688836104487676,1.0688719637272028,45,40195,376
return_30,80,0.0013775258721338002,above,0.0011183597390493803,0.2137767220897535,1.0688719631305403,90,80385,331
distance_ema_200,10,-0.002809139280114868,below,0.0011182624686264975,0.10688836104487676,1.0688586829642954,45,40196,376
return_15,50,2.1319628359606213e-05,below,0.001113358814670485,0.5320665083122754,1.0641319995443683,224,200969,197
stochastic_k_14,50,52.45605905402987,below,0.0011133532809129443,0.5320665083122754,1.0641319995393133,224,200970,197
return_30,60,0.00039640554134856565,above,0.001112153539319902,0.42517814726739867,1.0629403897228045,179,160770,242
rsi_21,30,45.594073569288604,below,0.0011100617989628285,0.3182897862225219,1.0609649400370318,134,120580,287
distance_ema_20,50,1.908095540010613e-05,below,0.0011083443919264761,0.5296912114001671,1.0593787775784476,223,200978,198
distance_ema_9,50,8.464532827254319e-06,below,0.0011083443919264761,0.5296912114001671,1.0593787775784476,223,200978,198
bollinger_bandwidth_20,10,0.0008267511065320046,above,0.0011072973935710448,0.9524940617554573,1.0583280616810977,401,361742,20
return_3,60,0.00011536928554014556,above,0.0011058716816083531,0.42280285035529025,1.0570074289742584,178,160781,243
bollinger_z_20,40,-0.387661976780594,below,0.001105912906252129,0.42280285035529025,1.0570048021943894,178,160775,243
stochastic_d_14,40,41.44194756554203,below,0.0011058991643627034,0.42280285035529025,1.0570021753643075,178,160777,243
stochastic_k_14,20,19.845211125642887,below,0.0011058922935460484,0.21140142517764512,1.05700086197374,89,80389,332
rsi_14,80,60.048365945143445,above,0.0011058922935460484,0.21140142517764512,1.0569982351562113,89,80389,332
bollinger_z_20,80,1.244435627474973,above,0.0011059060352647202,0.21140142517764512,1.056998235070843,89,80388,332
return_10,80,0.000779864263280583,above,0.0011058785521688749,0.21140142517764512,1.0569956084566887,89,80390,332
rsi_7,50,50.540098867281245,below,0.0011033961738992077,0.5273159144880586,1.0546308209569675,222,200975,199
rsi_14,50,50.47142799874218,below,0.0011034126266190787,0.5273159144880586,1.0546282000444032,222,200972,199
stochastic_d_14,70,72.79085950786649,below,0.0011005786913764295,0.7363420427535954,1.0519169454430974,310,281360,111
ema_9_20_diff,40,-0.22625061489998188,below,0.001099645255683047,0.4204275534431819,1.051063961004572,177,160784,244
distance_ema_200,40,-0.00034334937640566505,below,0.001099645255683047,0.4204275534431819,1.051063961004572,177,160784,244
candle_body_abs,10,0.12100000000009459,above,0.001098943578359092,0.9453681710191322,1.0503932831258183,398,361768,23
stochastic_k_14,60,63.40110905730166,below,0.0010976130023650408,0.6294536817087186,1.0490875977563037,265,241168,156
rsi_21,20,42.665848542996244,below,0.00109349371241114,0.20902612826553676,1.0451296424245344,88,80388,333
stochastic_d_14,60,62.95826462006736,below,0.0010934755956128388,0.6270783847966103,1.0451279108584994,264,241168,157
return_60,60,0.0005868924476435389,below,0.0010935978956525295,0.6270783847966103,1.0451279107765454,264,241141,157
distance_ema_200,60,0.0006017579538666914,above,0.0010934325706226907,0.41805225653107353,1.0451257465356196,176,160785,245
atr_14,80,3.0846951160668774,above,0.0010934665374387894,0.20902612826553676,1.0451244477942598,88,80390,333
stochastic_k_14,10,9.686451860362196,below,0.001093466537438776,0.10451306413276838,1.045124447794247,44,40195,377
atr_14,90,4.074145115402751,above,0.001093466537438776,0.10451306413276838,1.045124447794247,44,40195,377
macd_signal,30,-0.5733294750483146,below,0.0010934303062433122,0.31353919239830513,1.0451235821943954,132,120589,289
distance_ema_100,70,0.0007737757915842097,above,0.0010934303062433122,0.31353919239830513,1.0451235821943954,132,120589,289
macd,30,-0.6073865350554115,below,0.0010934303062433122,0.31353919239830513,1.0451235821943954,132,120589,289
return_30,20,-0.001266072563066989,below,0.0010935073004038384,0.20902612826553676,1.0451192528387505,88,80387,333
rsi_7,90,71.77554475224933,above,0.0010934393638170703,0.10451306413276838,1.0451140589457948,44,40196,377
bollinger_bandwidth_20,90,0.004572003326551098,above,0.001093466537438776,0.10451306413276838,1.0451088639778972,44,40195,377
return_5,50,6.251309869864663e-06,below,0.001088480004771414,0.5201900237517335,1.0403790531012553,219,200979,202
macd_hist,50,-0.003330882130024415,below,0.0010884637750309338,0.5201900237517335,1.0403764676667264,219,200982,202
return_5,60,0.00015080333178096872,above,0.001087233394839673,0.41567695961896517,1.0391875320308765,175,160784,246
stochastic_d_14,30,31.198074744075015,below,0.0010851916895854644,0.3111638954861968,1.0372102751701733,131,120585,290
atr_ratio,70,0.0005808501746247122,above,0.0010851827000339547,0.3111638954861968,1.0372068383412774,131,120586,290
rsi_21,80,58.1433768349301,above,0.0010810676474973771,0.20665083135342838,1.033253169215165,87,80389,334
rsi_14,40,47.574569986647006,below,0.001081047497747811,0.41330166270685675,1.0332518852948267,174,160781,247
return_10,40,-0.0001870707093473145,below,0.0010810340649987198,0.41330166270685675,1.033249317526541,174,160783,247
distance_ema_100,80,0.0012613719146211423,above,0.0010810004845864106,0.20665083135342838,1.0332428983849897,87,80394,334
ema_20_50_diff,80,1.9459487456815623,above,0.0010810004845864106,0.20665083135342838,1.0332428983849897,87,80394,334
return_15,80,0.0009569820442212329,above,0.0010810407813315306,0.20665083135342838,1.0332428980389372,87,80391,334
rsi_21,50,50.41448725168708,below,0.0010785824345146326,0.5154394299275168,1.0308778745732987,217,200973,204
rsi_7,60,54.84590146378604,below,0.0010768899418479388,0.6175771971481768,1.0292960500650945,260,241176,161
bollinger_z_20,60,0.4735608808204614,below,0.0010769211652286964,0.6175771971481768,1.0292951974755182,260,241169,161
