side,mean_mfe,mean_mae,mean_mfe_pips,mean_mae_pips,mean_ttmfe_min,mean_ttmae_min,mean_pnl,n
Buy,4.566697115384613,-2.4895240384615205,45.666971153846134,-24.895240384615207,8.779166666666667,4.437820512820513,3.42677570093458,214
Sell,6.871073170731712,-0.37491219512193996,68.71073170731712,-3.7491219512194,11.275772357723577,4.173333333333333,3.4348803827751198,209
