ticket,side,observed_price,mfe_price,mae_price,mfe_pips,mae_pips,time_to_mfe_minutes,time_to_mae_minutes,final_pnl,holding_minutes,bars_in_trade
37386001,Buy,3998.58,24.91899999999987,16.38500000000022,249.1899999999987,163.85000000000218,6.383333333333334,0.38333333333333336,9.65,11.15,11.0
37400976,Sell,3998.11,13.275000000000091,8.045000000000073,132.7500000000009,80.45000000000073,3.6333333333333333,1.6333333333333333,3.88,8.55,8.0
37442389,Buy,3969.56,-1.7849999999998545,-5.224999999999909,-17.849999999998545,-52.24999999999909,0.21666666666666667,6.216666666666667,5.37,6.8,7.0
37477144,Buy,4006.89,5.535000000000309,-2.7349999999996726,55.35000000000309,-27.349999999996726,2.2666666666666666,56.266666666666666,7.23,95.75,96.0
37507379,Sell,4013.03,9.585000000000036,-0.944999999999709,95.85000000000036,-9.44999999999709,13.933333333333334,59.93333333333333,7.19,84.28333333333333,84.0
37542639,Sell,4082.62,8.815000000000055,4.224999999999909,88.15000000000055,42.24999999999909,14.716666666666667,8.716666666666667,0.64,16.6,16.0
37542995,Buy,4082.44,-4.095000000000255,-6.595000000000255,-40.95000000000255,-65.95000000000255,4.733333333333333,3.7333333333333334,-5.33,4.85,5.0
37543683,Buy,4076.89,7.235000000000127,-0.16499999999996362,72.35000000000127,-1.6499999999996362,12.15,0.15,11.96,12.933333333333334,13.0
37610153,Buy,4121.1,3.125,-7.9350000000004,31.25,-79.350000000004,9.966666666666667,26.966666666666665,9.18,47.75,47.0
37701576,Sell,4180.12,12.265000000000327,-6.7150000000001455,122.65000000000327,-67.15000000000146,51.9,25.9,11.72,70.86666666666666,70.0
37748984,Buy,4074.19,-2.5149999999998727,-16.425000000000182,-25.149999999998727,-164.25000000000182,20.55,7.55,7.16,25.05,25.0
37791981,Sell,4014.84,1.3650000000002365,-10.144999999999982,13.650000000002365,-101.44999999999982,17.933333333333334,5.933333333333334,8.85,23.683333333333334,23.0
37836776,Sell,4110.56,25.095000000000255,20.095000000000255,250.95000000000255,200.95000000000255,3.7333333333333334,0.7333333333333333,-5.43,5.0,5.0
37874673,Sell,4076.1,11.914999999999964,2.2649999999998727,119.14999999999964,22.649999999998727,28.833333333333332,10.833333333333334,14.9,30.733333333333334,30.0
37928869,Sell,4041.78,9.725000000000364,-1.4049999999997453,97.25000000000364,-14.049999999997453,15.816666666666666,4.816666666666666,7.85,36.15,36.0
37964561,Buy,4063.89,13.125,1.8650000000002365,131.25,18.650000000002365,1.9333333333333333,36.93333333333333,6.3,44.583333333333336,44.0
38045554,Buy,4153.89,2.4749999999994543,-7.454999999999927,24.749999999994543,-74.54999999999927,61.2,1.2,11.02,61.31666666666667,62.0
38119105,Sell,4150.92,0.5050000000001091,-3.6149999999997817,5.050000000001091,-36.14999999999782,8.883333333333333,3.8833333333333333,-4.83,14.083333333333334,14.0
38122859,Sell,4160.74,0.5050000000001091,-3.855000000000473,5.050000000001091,-38.55000000000473,1.5666666666666667,24.566666666666666,7.41,24.883333333333333,25.0
38185142,Sell,4260.23,15.024999999999636,8.764999999999418,150.24999999999636,87.64999999999418,34.833333333333336,14.833333333333334,12.08,36.75,36.0
38220734,Sell,4192.78,2.384999999999309,-23.655000000000655,23.849999999993088,-236.55000000000655,60.833333333333336,7.833333333333333,6.06,61.03333333333333,61.0
38258178,Buy,4201.92,8.204999999999927,2.744999999999891,82.04999999999927,27.44999999999891,35.15,1.15,5.08,36.833333333333336,37.0
38293895,Sell,4202.96,6.555000000000291,0.9250000000001819,65.55000000000291,9.250000000001819,39.983333333333334,49.983333333333334,9.8,50.11666666666667,50.0
38327555,Buy,4221.93,7.364999999999782,1.9849999999996726,73.64999999999782,19.849999999996726,11.466666666666667,14.466666666666667,12.08,17.633333333333333,18.0
38381092,Sell,4205.31,29.312000000000808,-6.294999999999163,293.1200000000081,-62.94999999999163,77.08333333333333,26.083333333333332,16.3,205.78333333333333,206.0
38394143,Buy,4185.67,-2.755000000000109,-6.734999999999673,-27.55000000000109,-67.34999999999673,18.3,11.3,4.76,20.05,20.0
38422656,Buy,4204.34,4.244999999999891,-3.255000000000109,42.44999999999891,-32.55000000000109,13.916666666666666,27.916666666666668,6.64,32.06666666666667,32.0
38441014,Buy,4189.26,7.824999999999818,-1.735000000000582,78.24999999999818,-17.35000000000582,0.75,59.75,7.08,65.0,65.0
38443239,Sell,4200.58,7.085000000000036,3.8649999999997817,70.85000000000036,38.64999999999782,13.5,19.5,3.25,23.133333333333333,23.0
38448404,Buy,4204.15,-4.324999999999818,-11.295000000000073,-43.24999999999818,-112.95000000000073,7.2,2.2,-4.86,8.8,9.0
38449900,Sell,4198.23,1.875,-0.8150000000005093,18.75,-8.150000000005093,5.883333333333334,2.8833333333333333,2.91,7.483333333333333,7.0
38487563,Buy,4211.49,3.755000000000109,0.6149999999997817,37.55000000000109,6.149999999997817,0.5,8.5,5.6,13.7,14.0
38492680,Buy,4217.4,6.055000000000291,-5.854999999999563,60.55000000000291,-58.549999999995634,2.55,21.55,-4.86,60.95,61.0
38528027,Sell,4317.51,24.534999999999854,16.765000000000327,245.34999999999854,167.65000000000327,0.9833333333333333,15.983333333333333,6.41,16.65,16.0
38568721,Sell,4347.89,10.385000000000218,-1.9849999999996726,103.85000000000218,-19.849999999996726,67.7,2.7,4.8,79.68333333333334,79.0
38570537,Sell,4345.38,3.042000000000371,-0.13500000000021828,30.42000000000371,-1.3500000000021828,8.766666666666667,1.7666666666666666,5.46,8.95,9.0
38612361,Sell,4291.03,15.804999999999382,-0.9650000000001455,158.04999999999382,-9.650000000001455,168.25,64.25,9.02,180.7,181.0
38648802,Buy,4333.67,6.385000000000218,-3.3850000000002183,63.85000000000218,-33.85000000000218,24.316666666666666,7.316666666666666,-3.99,24.783333333333335,25.0
38650723,Sell,4322.06,2.7950000000000728,-8.384999999999309,27.950000000000728,-83.84999999999309,45.9,10.9,5.6,52.06666666666667,52.0
38683859,Buy,4330.83,6.385000000000218,1.3950000000004366,63.85000000000218,13.950000000004366,9.25,0.25,3.31,11.483333333333333,12.0
38686016,Sell,4330.21,5.625,-7.385000000000218,56.25,-73.85000000000218,62.45,30.45,5.46,94.03333333333333,94.0
38720385,Buy,4329.57,-2.9849999999996726,-8.75500000000011,-29.849999999996726,-87.55000000000109,0.11666666666666667,20.116666666666667,-3.16,34.9,35.0
38723027,Sell,4328.49,2.6849999999994907,-0.8350000000000364,26.849999999994907,-8.350000000000364,1.2666666666666666,8.266666666666667,4.65,10.5,11.0
38755615,Buy,4404.62,2.0380000000004657,-6.3149999999996,20.380000000004657,-63.149999999996,13.15,0.15,-3.47,13.633333333333333,14.0
38759834,Sell,4415.72,9.965000000000146,0.16499999999996362,99.65000000000146,1.6499999999996362,114.1,59.1,6.72,153.98333333333332,154.0
38786971,Buy,4479.23,11.605000000000473,-1.2849999999998545,116.05000000000473,-12.849999999998545,6.983333333333333,59.983333333333334,8.66,90.23333333333333,90.0
38800885,Buy,4450.12,11.055000000000291,-2.7049999999999272,110.55000000000291,-27.049999999999272,0.6,4.6,5.21,14.633333333333333,15.0
81950224,Buy,4509.78,10.395000000000437,1.9549999999999272,103.95000000000437,19.549999999999272,23.716666666666665,16.716666666666665,4.94,39.88333333333333,40.0
81979298,Sell,4365.43,4.045000000000073,3.055000000000291,40.45000000000073,30.55000000000291,1.2666666666666666,1.2666666666666666,-4.41,1.6166666666666667,2.0
81983513,Buy,4373.1,3.144999999999527,-2.1450000000004366,31.44999999999527,-21.450000000004366,4.233333333333333,3.2333333333333334,5.33,6.816666666666666,7.0
82028698,Buy,4372.8,6.014999999999418,0.16499999999996362,60.14999999999418,1.6499999999996362,0.16666666666666666,13.166666666666666,4.05,15.55,16.0
82061725,Buy,4427.34,2.574999999999818,-4.192000000000007,25.74999999999818,-41.92000000000007,4.616666666666666,1.6166666666666667,3.7,25.55,25.0
82095097,Buy,4463.54,-5.375,-14.341999999999643,-53.75,-143.41999999999643,18.166666666666668,4.166666666666667,5.09,24.0,24.0
82147110,Sell,4453.3,25.795000000000073,6.6850000000004,257.9500000000007,66.850000000004,5.716666666666667,0.7166666666666667,2.51,14.55,14.0
82169230,Buy,4432.78,-10.724999999999454,-17.36499999999978,-107.24999999999454,-173.64999999999782,4.65,0.65,4.61,6.6,6.0
82199073,Sell,4475.16,9.345000000000255,-1.9650000000001455,93.45000000000255,-19.650000000001455,10.033333333333333,44.03333333333333,3.82,53.71666666666667,54.0
82241706,Buy,4571.8,-1.985000000000582,-8.681999999999789,-19.85000000000582,-86.81999999999789,0.38333333333333336,4.383333333333334,4.38,10.55,11.0
82462486,Buy,4598.3,-13.965000000000146,-17.225000000000364,-139.65000000000146,-172.25000000000364,1.05,2.05,-2.24,5.733333333333333,6.0
82465593,Sell,4585.01,1.2750000000005457,-8.784999999999854,12.750000000005457,-87.84999999999854,13.7,6.7,1.82,14.583333333333334,14.0
82494965,Sell,4587.85,0.6020000000007713,-2.884999999999309,6.0200000000077125,-28.849999999993088,3.9,0.9,1.89,7.866666666666666,7.0
82523311,Buy,4625.78,-2.6149999999997817,-11.045000000000073,-26.149999999997817,-110.45000000000073,7.766666666666667,0.7666666666666667,3.35,8.683333333333334,8.0
82564751,Sell,4613.11,12.99499999999989,3.2049999999999272,129.9499999999989,32.04999999999927,14.166666666666666,0.16666666666666666,4.51,15.6,16.0
82596177,Buy,4599.92,9.335000000000036,-6.055000000000291,93.35000000000036,-60.55000000000291,68.06666666666666,45.06666666666667,6.46,69.28333333333333,70.0
82600157,Sell,4605.35,-7.144999999999527,-9.0049999999992,-71.44999999999527,-90.049999999992,0.016666666666666666,1.0166666666666666,4.52,3.7,4.0
82667342,Buy,4713.8,8.204999999999927,-8.445000000000618,82.04999999999927,-84.45000000000618,85.48333333333333,39.483333333333334,6.68,91.8,92.0
82775023,Buy,4831.387,-2.1920000000000073,-6.621999999999389,-21.920000000000073,-66.21999999999389,0.9,4.9,5.73,6.5,6.0
82824133,Buy,4953.2,9.835000000000036,3.4650000000001455,98.35000000000036,34.650000000001455,2.65,3.65,3.4,7.566666666666666,7.0
82913535,Buy,5085.8,11.724999999999454,3.7249999999994543,117.24999999999454,37.24999999999454,16.333333333333332,9.333333333333334,4.8,24.683333333333334,25.0
83084849,Buy,5262.98,-0.9249999999992724,-8.424999999999272,-9.249999999992724,-84.24999999999272,0.1,3.1,4.38,3.65,4.0
83314376,Buy,5220.23,-36.01499999999942,-59.79499999999916,-360.1499999999942,-597.9499999999916,0.1,1.1,4.47,1.6666666666666667,2.0
83511633,Buy,4661.87,-12.414999999999964,-22.595000000000255,-124.14999999999964,-225.95000000000255,0.4166666666666667,3.4166666666666665,2.43,3.566666666666667,4.0
83541051,Buy,4919.67,-7.351999999999862,-30.204999999999927,-73.51999999999862,-302.0499999999993,5.566666666666666,1.5666666666666667,9.98,9.55,9.0
83699779,Sell,4910.32,66.15499999999975,7.824999999999818,661.5499999999975,78.24999999999818,5.116666666666666,1.1166666666666667,7.05,10.966666666666667,11.0
83821484,Buy,4823.0,14.725000000000364,1.2150000000001455,147.25000000000364,12.150000000001455,0.8,2.8,-4.17,3.0833333333333335,3.0
83897665,Sell,4846.36,22.38499999999931,14.914999999999964,223.8499999999931,149.14999999999964,1.45,0.45,7.43,1.5666666666666667,2.0
83915642,Sell,4848.32,-8.068000000000211,-20.177999999999884,-80.68000000000211,-201.77999999999884,3.3,0.3,1.17,4.583333333333333,5.0
83923769,Sell,4925.29,42.215000000000146,40.225000000000364,422.15000000000146,402.25000000000364,0.9,0.9,2.07,1.7,1.0
83980760,Buy,5006.26,29.625,15.13799999999992,296.25,151.3799999999992,1.4666666666666666,10.466666666666667,7.87,11.083333333333334,11.0
84397864,Buy,5044.28,1.2950000000000728,-8.74499999999989,12.950000000000728,-87.44999999999891,0.16666666666666666,0.16666666666666666,2.61,3.2666666666666666,4.0
84448544,Buy,5072.67,-15.81500000000051,-17.274999999999636,-158.1500000000051,-172.74999999999636,0.45,2.45,4.53,3.5166666666666666,4.0
84480811,Sell,5071.89,4.895000000000437,-1.2379999999993743,48.950000000004366,-12.379999999993743,9.016666666666667,5.016666666666667,-2.98,9.7,10.0
84496990,Buy,5063.48,5.385000000000218,-0.29499999999916326,53.85000000000218,-2.9499999999916326,0.15,3.15,0.7,4.666666666666667,5.0
84665776,Buy,4969.37,-13.805000000000291,-17.582000000000335,-138.0500000000029,-175.82000000000335,2.566666666666667,0.5666666666666667,0.7,2.8,3.0
84675020,Sell,4951.87,-14.177999999999884,-25.784999999999854,-141.77999999999884,-257.84999999999854,6.866666666666666,0.8666666666666667,2.67,7.616666666666666,7.0
84803733,Sell,4935.63,28.275000000000546,-3.3350000000000364,282.75000000000546,-33.350000000000364,92.45,50.45,5.63,99.08333333333333,99.0
84858142,Sell,4920.56,20.275000000000546,14.462000000000444,202.75000000000546,144.62000000000444,1.3333333333333333,4.333333333333333,1.77,5.616666666666666,6.0
84960053,Buy,4990.98,-0.964999999999236,-3.9749999999994543,-9.64999999999236,-39.74999999999454,1.4166666666666667,0.4166666666666667,3.06,6.633333333333334,7.0
84971230,Sell,4993.25,0.4250000000001819,-3.324999999999818,4.250000000001819,-33.24999999999818,1.1166666666666667,3.1166666666666667,3.1,4.5,5.0
85066329,Sell,5136.32,-16.49499999999989,-20.00500000000011,-164.9499999999989,-200.0500000000011,1.25,1.25,1.41,1.9833333333333334,2.0
85084978,Buy,5145.47,-8.515000000000327,-23.652000000000044,-85.15000000000327,-236.52000000000044,0.6666666666666666,9.666666666666666,1.34,11.766666666666667,12.0
85182793,Sell,5161.69,11.394999999999527,8.324999999999818,113.94999999999527,83.24999999999818,3.316666666666667,1.3166666666666667,2.2,3.6166666666666667,4.0
85342738,Buy,5175.12,-2.2950000000000728,-8.404999999999745,-22.950000000000728,-84.04999999999745,0.3,0.3,-0.66,0.5666666666666667,1.0
85385479,Sell,5160.14,-4.63799999999992,-8.144999999999527,-46.3799999999992,-81.44999999999527,1.3333333333333333,1.3333333333333333,0.21,2.683333333333333,3.0
85396743,Buy,5153.03,8.847999999999956,4.375,88.47999999999956,43.75,2.1666666666666665,0.16666666666666666,3.86,3.6666666666666665,4.0
85640223,Sell,5201.11,18.711999999999534,16.80499999999938,187.11999999999534,168.04999999999382,0.95,1.95,2.24,2.65,2.0
85668110,Sell,5189.86,-0.20499999999992724,-7.164999999999964,-2.0499999999992724,-71.64999999999964,11.383333333333333,2.3833333333333333,-1.2,13.683333333333334,14.0
85668988,Buy,5190.62,-7.444999999999709,-11.354999999999563,-74.44999999999709,-113.54999999999563,1.35,0.35,-2.1,1.7166666666666666,2.0
85704475,Sell,,,,,,,,2.27,0.5833333333333334,
85787460,Buy,5194.35,5.094999999999345,-2.255000000000109,50.94999999999345,-22.55000000000109,7.416666666666667,0.4166666666666667,2.87,8.783333333333333,9.0
85827276,Buy,5181.39,-4.145000000000437,-11.095000000000255,-41.450000000004366,-110.95000000000255,0.4166666666666667,2.4166666666666665,1.06,2.6666666666666665,3.0
85833216,Buy,5173.27,8.764999999999418,2.9549999999999272,87.64999999999418,29.549999999999272,0.8166666666666667,2.816666666666667,-1.73,2.9,3.0
85865765,Sell,5166.12,-16.414999999999964,-19.275000000000546,-164.14999999999964,-192.75000000000546,0.7,0.7,2.23,1.6666666666666667,1.0
85935017,Sell,5184.0,0.805000000000291,-6.2150000000001455,8.05000000000291,-62.150000000001455,5.016666666666667,1.0166666666666666,1.84,5.5,6.0
85942844,Sell,5180.05,-4.595000000000255,-6.367999999999483,-45.95000000000255,-63.679999999994834,0.7666666666666667,0.7666666666666667,-0.9,0.8333333333333334,1.0
85948772,Buy,5176.14,3.5549999999993815,-4.115000000000691,35.549999999993815,-41.15000000000691,0.5666666666666667,4.566666666666666,0.91,6.583333333333333,7.0
86000608,Sell,5227.62,6.434999999999491,-2.4149999999999636,64.3499999999949,-24.149999999999636,6.333333333333333,1.3333333333333333,-3.08,7.1,7.0
86011644,Sell,5226.94,0.8949999999995271,-2.2450000000008004,8.94999999999527,-22.450000000008004,0.05,1.05,1.46,1.5333333333333334,2.0
86014472,Buy,,,,,,,,0.58,0.16666666666666666,
86155613,Buy,5408.63,-28.645000000000437,-30.74499999999989,-286.45000000000437,-307.4499999999989,0.8166666666666667,0.8166666666666667,0.3,1.2166666666666666,1.0
86161488,Sell,5412.01,6.855000000000473,2.6450000000004366,68.55000000000473,26.450000000004366,0.7166666666666667,0.7166666666666667,1.62,1.45,1.0
86192606,Sell,5396.47,18.49499999999989,9.625,184.9499999999989,96.25,0.8,1.8,2.82,4.533333333333333,4.0
86558318,Buy,5313.09,52.80500000000029,50.29500000000007,528.0500000000029,502.9500000000007,0.7666666666666667,0.7666666666666667,3.34,1.5333333333333334,1.0
86624724,Buy,5257.55,6.244999999999891,2.3350000000000364,62.44999999999891,23.350000000000364,0.5666666666666667,0.5666666666666667,-2.93,1.5166666666666666,1.0
86716303,Buy,,,,,,,,3.74,0.06666666666666667,
86773790,Buy,5170.2,-19.144999999999527,-22.322000000000116,-191.44999999999527,-223.22000000000116,0.8333333333333334,0.8333333333333334,2.28,1.55,1.0
86784552,Buy,5193.8,4.837999999999738,-2.5520000000005894,48.37999999999738,-25.520000000005894,2.4,0.4,1.39,2.45,3.0
86894280,Sell,5171.81,19.605000000000473,16.7450000000008,196.05000000000473,167.450000000008,1.5166666666666666,1.5166666666666666,0.31,2.4166666666666665,2.0
87000308,Sell,5069.24,3.0649999999996,-6.074999999999818,30.649999999995998,-60.74999999999818,0.9833333333333333,1.9833333333333334,1.09,2.8333333333333335,2.0
87025580,Buy,5124.63,6.914999999999964,2.6549999999997453,69.14999999999964,26.549999999997453,0.06666666666666667,3.066666666666667,2.78,3.6333333333333333,4.0
87031092,Buy,5113.18,3.9749999999994543,0.4849999999996726,39.74999999999454,4.849999999996726,0.6666666666666666,0.6666666666666666,0.38,1.5166666666666666,1.0
87193343,Buy,5126.92,6.824999999999818,-2.694999999999709,68.24999999999818,-26.94999999999709,2.0166666666666666,11.016666666666667,0.59,13.6,14.0
87220510,Buy,5095.55,7.984999999999673,1.574999999999818,79.84999999999673,15.749999999998181,4.45,0.45,4.36,4.516666666666667,5.0
87303856,Buy,5085.0,1.2250000000003638,-3.1450000000004366,12.250000000003638,-31.450000000004366,1.1833333333333333,0.18333333333333332,-0.47,1.7666666666666666,2.0
87433721,Sell,5177.12,3.244999999999891,0.555000000000291,32.44999999999891,5.55000000000291,1.3166666666666667,0.31666666666666665,2.13,1.4,2.0
87436917,Sell,5175.96,0.04500000000007276,-2.5450000000000728,0.4500000000007276,-25.450000000000728,0.23333333333333334,1.2333333333333334,-2.6,1.65,2.0
87455839,Sell,5181.42,6.2849999999998545,0.6450000000004366,62.849999999998545,6.450000000004366,7.066666666666666,6.066666666666666,1.58,10.95,11.0
87634841,Sell,5199.84,4.545000000000073,0.025000000000545697,45.45000000000073,0.25000000000545697,8.8,6.8,2.84,19.616666666666667,19.0
87640068,Buy,,,,,,,,1.11,0.31666666666666665,
87715345,Buy,5166.74,2.105000000000473,0.8280000000004293,21.05000000000473,8.280000000004293,0.1,0.1,1.86,0.38333333333333336,1.0
87725200,Buy,5184.43,-0.13500000000021828,-2.175000000000182,-1.3500000000021828,-21.75000000000182,0.26666666666666666,0.26666666666666666,-1.27,0.5,1.0
87728679,Buy,5180.83,-0.5050000000001091,-2.505000000000109,-5.050000000001091,-25.05000000000109,0.11666666666666667,1.1166666666666667,-1.53,1.5666666666666667,2.0
87728889,Buy,5179.35,4.344999999999345,-0.4250000000001819,43.44999999999345,-4.250000000001819,7.566666666666666,16.566666666666666,1.79,16.95,17.0
87764166,Buy,5128.93,2.9049999999997453,-0.7049999999999272,29.049999999997453,-7.049999999999272,0.6166666666666667,0.6166666666666667,0.76,0.85,1.0
87966615,Sell,5108.89,3.6850000000004,0.9549999999999272,36.850000000004,9.549999999999272,0.13333333333333333,1.1333333333333333,1.02,1.6166666666666667,2.0
88014898,Buy,5092.79,2.0150000000003274,0.19499999999970896,20.150000000003274,1.9499999999970896,0.8333333333333334,0.8333333333333334,1.37,1.6333333333333333,1.0
88015942,Sell,5084.43,1.2449999999998909,-0.8249999999998181,12.449999999998909,-8.249999999998181,0.15,0.15,-0.69,0.48333333333333334,1.0
