state_code,state_name,bars_in_state,pct_of_history,trades_initiated,trades_matched,recall_pct,precision_pct
0,S_OUTSIDE_HOURS,191341,47.57939182048534,0,0,0.0,0.0
1,S_FLAT_SCANNING,126730,31.513038634741676,8453,171,40.42553191489361,2.0229504317993614
2,S_IN_POSITION,67342,16.74545133544365,0,0,0.0,0.0
3,S_COOLDOWN,16738,4.162118209329332,0,0,0.0,0.0
