trade_idx,trade_dt,nn_1_dist,nn_5_dist,nn_10_dist,mean_nn_dist,std_nn_dist,min_nn_dist,is_isolated_outlier
38,2025-10-21 10:56:00,0.9493939697803319,1.1389572967866801,1.300376405519668,1.1499416602851635,0.1267029632310967,0.9493939697803319,False
39,2025-10-22 07:02:00,0.9235562570283466,1.1055701781092384,1.1757024963282467,1.1028571244084149,0.08155806610522885,0.9235562570283466,False
40,2025-10-23 05:30:00,0.5397815274128791,0.7559601474766047,0.8284816653161887,0.7401727895670122,0.08425802014121216,0.5397815274128791,False
41,2025-10-24 16:34:00,0.963436278886072,1.5261810162112281,1.744581314060743,1.5283925814027437,0.2120354036922081,0.963436278886072,False
42,2025-10-27 06:13:00,0.4463214339396706,0.5120278884930081,0.5321854178526826,0.5011522246119868,0.030621500267743247,0.4463214339396706,False
43,2025-10-28 10:52:00,0.39835738780829943,0.5772727316989912,0.6339036779803271,0.5634607363938688,0.07433447783451419,0.39835738780829943,False
44,2025-10-30 07:44:00,1.027446877904759,1.418550171109521,1.6037892501931776,1.4062724569377008,0.1615395559822213,1.027446877904759,False
45,2025-11-03 16:38:00,0.38255959607327444,0.5126592730148841,0.5878155584196197,0.5090632435579591,0.06357268538264706,0.38255959607327444,False
46,2025-11-04 08:09:00,0.33594456934891215,0.4969170467719907,0.5446948326896145,0.48952779986379025,0.05818476123108107,0.33594456934891215,False
47,2025-11-05 07:55:00,0.3934904691211459,0.5451642465978325,0.5596957702669338,0.5202586207911525,0.0522239031169625,0.3934904691211459,False
48,2025-11-06 10:42:00,0.5099789630274059,0.5968613452479652,0.6453062682545523,0.5891248922076768,0.05256627604101981,0.5099789630274059,False
49,2025-11-07 09:18:00,0.24291214301212455,0.3305823936058489,0.3478293829261458,0.3152939871781234,0.03826625197353092,0.24291214301212455,False
50,2025-11-10 08:42:00,0.3327850273879723,0.48719793126175515,0.521859200697351,0.4706780884461157,0.058265736451866584,0.3327850273879723,False
51,2025-11-10 09:00:00,0.4500560210972996,0.5849376930506974,0.5993144785239639,0.5650350489165171,0.04741779192798063,0.4500560210972996,False
52,2025-11-10 09:22:00,0.29737970805684144,0.4608640803174276,0.4779120962458391,0.42751097085089695,0.06304159950292679,0.29737970805684144,False
53,2025-11-12 08:19:00,0.3041191291641569,0.37860584180556756,0.41074162449068474,0.3598924443152153,0.040559815153595725,0.3041191291641569,False
54,2025-11-14 09:12:00,0.3741710227886625,0.4924933976213932,0.5167393754366791,0.47177143804057475,0.04918297567262165,0.3741710227886625,False
55,2025-11-17 07:17:00,0.4097406323241623,0.48548914281233707,0.5300486486965231,0.48565992129628954,0.04276965501178692,0.4097406323241623,False
56,2025-11-18 06:48:00,0.5482019180460423,0.6269851126752934,0.712063781015389,0.6288174026766067,0.05372972676476308,0.5482019180460423,False
57,2025-11-19 10:12:00,0.31495888219868046,0.4069390406568238,0.48139238261823997,0.41662060715413496,0.048758031427962,0.31495888219868046,False
58,2025-11-20 06:09:00,0.5957636848916137,1.020291491508955,1.0505357452253778,0.9513542243524021,0.1439143514421063,0.5957636848916137,False
59,2025-11-21 11:14:00,0.4233353900461466,0.5281955713043539,0.5654374814183283,0.5131138378699156,0.043709783381972775,0.4233353900461466,False
60,2025-11-24 11:01:00,0.5993992953328829,0.7667086336088168,0.8195700760010641,0.7490768206136046,0.06773644906611423,0.5993992953328829,False
61,2025-11-26 07:36:00,0.24900883207548483,0.33582989074489694,0.3695587522218741,0.33127481000352926,0.03715265814819596,0.24900883207548483,False
62,2025-11-27 06:09:00,0.3415276128877992,0.4473477837656309,0.4840074311846594,0.42316250598436805,0.04890253710849119,0.3415276128877992,False
63,2025-11-27 09:02:00,0.389844516236524,0.3993153115412041,0.44624922294502467,0.41606203242385964,0.022820428805087833,0.389844516236524,False
64,2025-12-01 10:14:00,0.2887039050084872,0.37234804936278504,0.40024387641265424,0.35795383154685484,0.041224848115403286,0.2887039050084872,False
65,2025-12-02 09:32:00,0.6015778867949997,0.800489883478133,0.9186034013519181,0.8053912632679643,0.09786703225433065,0.6015778867949997,False
66,2025-12-03 07:33:00,0.36218583966913775,0.42679358197644146,0.4627162115828637,0.417845912001237,0.03316791854176865,0.36218583966913775,False
67,2025-12-04 11:18:00,0.34098424848105047,0.37042652375490615,0.46360312436557183,0.398926311992844,0.04178886759996914,0.34098424848105047,False
68,2025-12-05 13:06:00,0.24820366815903477,0.34690264095207185,0.3722648257571885,0.3374336338947918,0.03469434714285615,0.24820366815903477,False
69,2025-12-08 14:57:00,0.3950222356145005,0.44520884768144325,0.5054972100207518,0.45702002824898075,0.03998161461212434,0.3950222356145005,False
70,2025-12-09 08:35:00,0.3846633284360349,0.4284253705846375,0.48527052629625445,0.443391230767165,0.03302216482777953,0.3846633284360349,False
71,2025-12-09 18:33:00,0.31628130431421436,0.6097543963411975,0.7424849905999316,0.6116821327946248,0.1247851444521978,0.31628130431421436,False
72,2025-12-10 10:33:00,0.20051294246917278,0.3893382266510067,0.4089019003436034,0.3687248432190069,0.060459020568644564,0.20051294246917278,False
73,2025-12-10 12:17:00,0.49443813782032653,0.5613176240080575,0.5927180657416183,0.5567786498695267,0.03305287906505004,0.49443813782032653,False
74,2025-12-10 14:17:00,0.21784523831577005,0.28914464543997664,0.3104839465846507,0.28459777374229933,0.029653873594687036,0.21784523831577005,False
75,2025-12-10 14:31:00,0.2533186682402906,0.339277557313288,0.38172194590903874,0.3363527592710739,0.04329490254742392,0.2533186682402906,False
76,2025-12-11 07:32:00,0.3613299160097743,0.3727532706387496,0.41228966573124404,0.386335215736705,0.019931226222676176,0.3613299160097743,False
77,2025-12-11 11:09:00,0.27892310854846114,0.3974024053883175,0.4131019643250156,0.3727405415176967,0.04537559243032539,0.27892310854846114,False
78,2025-12-12 09:25:00,0.23972200912724037,0.3021893002622463,0.3462391107371984,0.3060159604531749,0.03709945493995505,0.23972200912724037,False
79,2025-12-15 10:29:00,0.24287179110689985,0.30389528159712226,0.32701641929168307,0.2980245529925812,0.02288243671120165,0.24287179110689985,False
80,2025-12-15 13:00:00,0.35569362512142766,0.45005126563006354,0.4896781660694309,0.4445161986113774,0.0438771289504158,0.35569362512142766,False
81,2025-12-16 06:41:00,0.386905905400939,0.4688170896650175,0.5119987031555918,0.46419605390120805,0.03737026911254514,0.386905905400939,False
82,2025-12-17 06:21:00,0.3449336418313415,0.3750925990881427,0.4013023525984822,0.37676354385491895,0.019907521514556378,0.3449336418313415,False
83,2025-12-17 07:38:00,0.454010449927755,0.49909560886416876,0.6034930985659652,0.5207378145454089,0.048950913989932836,0.454010449927755,False
84,2025-12-18 06:05:00,0.31418366996852065,0.3632336183817634,0.403675668089106,0.36856704840959403,0.02802518257177387,0.31418366996852065,False
85,2025-12-18 08:02:00,0.4272920945408706,0.5118124163501182,0.5357576499279225,0.49683143119805295,0.03461515018985023,0.4272920945408706,False
86,2025-12-19 08:43:00,0.23524026180054186,0.3563328126599773,0.4126652962254914,0.34611080032912606,0.051513053581647046,0.23524026180054186,False
87,2025-12-19 12:42:00,0.24484186119390625,0.4788784524750915,0.5167254377246487,0.4534834317683706,0.07768438374293574,0.24484186119390625,False
88,2025-12-22 06:17:00,0.410138530122273,0.44771140599390924,0.5031261853864964,0.4589200135480628,0.029193409625847735,0.410138530122273,False
89,2025-12-22 10:07:00,0.5224035603494606,0.6718794915345822,0.7302588710702553,0.6519393758596731,0.07634168535589134,0.5224035603494606,False
90,2025-12-23 09:53:00,0.3102371091253929,0.4368619750206046,0.4742935179039709,0.4226377949194823,0.05224112057930393,0.3102371091253929,False
91,2025-12-23 15:38:00,0.2997780000472832,0.3160618894823109,0.3985193787193455,0.3376227854882348,0.03779359650772689,0.2997780000472832,False
92,2025-12-29 04:11:00,0.45039027004062115,0.6466155288343547,0.6743006873899426,0.6176967992844176,0.07696149368836348,0.45039027004062115,False
93,2025-12-30 05:20:00,0.5833725797922008,0.6662537901064026,0.7658635920750505,0.6793844542910585,0.05790807967194179,0.5833725797922008,False
94,2025-12-30 10:12:00,0.4071665410139975,0.5250476847876736,0.5518149271629721,0.5099807821384343,0.04902934657573798,0.4071665410139975,False
95,2026-01-02 07:31:00,0.3969907302376689,0.4663046055523721,0.4915142670201792,0.46111861981946267,0.029031759561852666,0.3969907302376689,False
96,2026-01-05 09:12:00,0.4432912017924543,0.5097311436696413,0.5457625927886519,0.5038596903361989,0.03791410018933896,0.4432912017924543,False
97,2026-01-06 06:52:00,0.2891153787830536,0.34908128988640513,0.3795247914293529,0.3475720914632604,0.024570652969491905,0.2891153787830536,False
98,2026-01-07 14:04:00,0.29009503511498724,0.3543894565780324,0.3888423057879771,0.34899256093290726,0.035982020748042826,0.29009503511498724,False
99,2026-01-08 07:05:00,0.3099197362716763,0.34011554656868326,0.4142661360868896,0.3619085776479406,0.0375859767576493,0.3099197362716763,False
100,2026-01-09 07:03:00,0.21825558560344566,0.31952149577653405,0.343954474236588,0.29961375280907354,0.05028802040613728,0.21825558560344566,False
101,2026-01-12 05:30:00,0.4181851548546777,0.5744673374463516,0.646657343686351,0.5637474818440593,0.07123650461874631,0.4181851548546777,False
102,2026-01-12 09:25:00,0.41560623739913266,0.5846133773115836,0.6273161317926974,0.5715850632120636,0.06833081609507523,0.41560623739913266,False
103,2026-01-12 12:11:00,0.29721610068097415,0.5250099256914157,0.5554198455181278,0.49683788668630974,0.07992037363566987,0.29721610068097415,False
104,2026-01-13 10:44:00,0.3075419886389003,0.46128561225261155,0.5046366468607426,0.4507309824983035,0.05477327203406265,0.3075419886389003,False
105,2026-01-14 04:29:00,0.34434010093583234,0.4745304550595069,0.5142691349235226,0.45962504534384474,0.0505846673086649,0.34434010093583234,False
106,2026-01-15 07:19:00,0.3842628170173753,0.4393255062105374,0.48361080453738153,0.443454874667391,0.03533967140441592,0.3842628170173753,False
107,2026-01-16 07:03:00,0.37108161122925903,0.437545021727177,0.46780403904369666,0.4295646912463035,0.03228785475514686,0.37108161122925903,False
108,2026-01-16 12:48:00,0.3334423544617421,0.39177196672311654,0.43910179838344726,0.39675652456382904,0.03238881960888274,0.3334423544617421,False
109,2026-01-20 07:00:00,0.32703273753532036,0.3783982195501782,0.44505493234417626,0.3928681938168212,0.03932165509963532,0.32703273753532036,False
110,2026-01-22 07:25:00,0.492553357970185,0.6749725765161093,0.7686800734988862,0.6790568577409338,0.09180108777469247,0.492553357970185,False
111,2026-01-23 07:00:00,0.4176102153188315,0.4866235396799297,0.5339963319996403,0.49381489170116444,0.032991212780955424,0.4176102153188315,False
112,2026-01-26 09:00:00,0.6400620750983573,0.7000679310615284,0.724554888225971,0.6942265100394744,0.031972233193531485,0.6400620750983573,False
113,2026-01-28 07:01:00,0.5704530582034262,0.6661838884843942,0.7166159745949832,0.6614179680988321,0.04580824377257876,0.5704530582034262,False
114,2026-01-30 04:37:00,1.8787602341477545,2.2712866870768367,2.351212541486106,2.2095532229508215,0.142156845338708,1.8787602341477545,False
115,2026-02-02 20:25:00,2.637799289318,3.6176884904226383,4.042539016856961,3.6388699026942293,0.40826577119618856,2.637799289318,False
116,2026-02-03 12:00:00,1.181547107268593,1.678337837342209,2.08661134785706,1.6973499325773473,0.29675778685771587,1.181547107268593,False
117,2026-02-04 17:42:00,2.136720906919135,2.784628251366822,3.0659261191974383,2.725858157058835,0.308751058314184,2.136720906919135,False
118,2026-02-05 15:27:00,1.6871289431163574,3.249166752552651,3.425609212190977,3.0558165084033604,0.49155788808693984,1.6871289431163574,False
119,2026-02-06 05:30:00,1.9666853924218046,3.271867246379008,3.4387515003755387,3.0669198025620243,0.4725228570002527,1.9666853924218046,False
120,2026-02-06 07:16:00,0.9701830016265551,1.1421495914533348,1.2553430747014043,1.1368624581883708,0.08581577609406833,0.9701830016265551,False
121,2026-02-06 13:34:00,1.0443146075867744,1.2140330833920967,1.3940328801445312,1.2356894052707155,0.09883644672026179,1.0443146075867744,False
122,2026-02-09 10:04:00,0.4733563218569442,0.6046303006784363,0.6249241867837578,0.5802160286936949,0.046401055570440934,0.4733563218569442,False
123,2026-02-11 15:40:00,0.599756510117622,0.7621096200787417,0.8477085264856794,0.7521529260295223,0.07081720998631494,0.599756510117622,False
124,2026-02-12 05:06:00,0.6422096104154036,0.7894354115657177,0.8287909695107688,0.7750038061361053,0.05435071371329124,0.6422096104154036,False
125,2026-02-12 09:04:00,0.517645693118711,0.702130336614044,0.7791116020490934,0.6975182030268023,0.0810258196536032,0.517645693118711,False
126,2026-02-12 11:12:00,0.3467716004175621,0.5239212357168133,0.5529510341192974,0.5076345755794499,0.055329778506508304,0.3467716004175621,False
127,2026-02-13 07:18:00,0.7627510974803675,0.9296983436491197,1.0664492967496475,0.940912546264898,0.09155032321164837,0.7627510974803675,False
128,2026-02-13 11:12:00,0.4166744011160758,0.5643207736154411,0.5900256326604933,0.5461265718610983,0.049000736031506155,0.4166744011160758,False
129,2026-02-17 10:21:00,0.7495435993146488,0.912692234539098,0.9818407616313343,0.892969960346066,0.07162609881525517,0.7495435993146488,False
130,2026-02-18 03:30:00,0.5167253453109236,0.5862423259352164,0.6492046706956099,0.5841824290874957,0.04739396384588151,0.5167253453109236,False
131,2026-02-19 20:18:00,0.36396724488917037,0.551506601518719,0.5765885639985109,0.5210559574368785,0.06398988958677701,0.36396724488917037,False
132,2026-02-20 03:54:00,0.386586579029361,0.48536622937393487,0.5157535920478165,0.481525196331955,0.03906170628509759,0.386586579029361,False
133,2026-02-23 07:30:00,0.39887332416746274,0.4849760999926114,0.5773326196978352,0.49587878426427945,0.059329672490616485,0.39887332416746274,False
134,2026-02-23 09:21:00,0.3654679610143224,0.4861848289989414,0.5317398048001026,0.4784101554038708,0.04350170800987368,0.3654679610143224,False
135,2026-02-23 13:02:00,0.3498003977889477,0.4382783241273834,0.5106446651926702,0.447758008157062,0.04598079324434459,0.3498003977889477,False
136,2026-02-24 08:04:00,0.3895206909325739,0.47995951423625594,0.5305418134730004,0.4702593243978244,0.04041468606256271,0.3895206909325739,False
137,2026-02-24 13:11:00,0.23540640846706976,0.35555774327450285,0.3812402119058151,0.34773276748801824,0.04026223324988701,0.23540640846706976,False
138,2026-02-24 13:21:00,0.2863096715662753,0.44279833428846954,0.4756505035267615,0.4279192507099602,0.05852654366591981,0.2863096715662753,False
139,2026-02-25 05:59:00,0.33498764225420796,0.4773869458758363,0.5416517429663961,0.4665888785992841,0.0757745924822952,0.33498764225420796,False
140,2026-02-25 09:35:00,0.38597227814970225,0.4308191191180123,0.4737783101929579,0.42698094853665725,0.028290653958410187,0.38597227814970225,False
141,2026-02-25 10:03:00,0.3185139445589221,0.4853931444301492,0.5163880104319549,0.4586641569071627,0.0711661834793857,0.3185139445589221,False
142,2026-02-25 14:23:00,0.5309687876358395,0.5604912950890668,0.6095622844923693,0.5716113375842398,0.02822279951716836,0.5309687876358395,False
143,2026-02-26 06:05:00,0.4745990852524556,0.5262324148470776,0.5562546118550448,0.5266981682768566,0.023245187898817795,0.4745990852524556,False
144,2026-02-26 09:31:00,0.30185952804581523,0.33970300428140365,0.3736417381456769,0.3445850476587082,0.02357658499520273,0.30185952804581523,False
145,2026-02-26 11:27:00,0.4994861823030246,0.6089121342294137,0.6821912815683837,0.6233808689047458,0.057883508381916,0.4994861823030246,False
146,2026-02-26 13:59:00,0.4343754794783033,0.4799091049995706,0.5374564053617231,0.48476646318097094,0.03933724021232504,0.4343754794783033,False
147,2026-02-27 04:54:00,0.3514582241148504,0.594028771948624,0.6194688528814871,0.5542882250746249,0.08012127479074228,0.3514582241148504,False
148,2026-02-27 07:56:00,0.32961881458824144,0.44770863411938017,0.5153923500431101,0.4427038983523907,0.05354213636935293,0.32961881458824144,False
149,2026-02-27 10:46:00,0.3491450795312438,0.5670816129082614,0.5830855242364392,0.5355949490100687,0.0679850501833022,0.3491450795312438,False
150,2026-02-27 15:00:00,0.33652286960310385,0.44232540685016536,0.5040091654387961,0.44226243717678965,0.05470243857972265,0.33652286960310385,False
151,2026-02-27 15:18:00,0.2842442725425726,0.37147285784110934,0.4095923482128041,0.3691091758376139,0.037546896830064964,0.2842442725425726,False
152,2026-02-27 15:27:00,0.21665219640033512,0.3133982910037844,0.3836122348536602,0.3095624494429837,0.04970289376428733,0.21665219640033512,False
153,2026-03-02 07:32:00,0.42406205915156114,0.4725490280984307,0.5461144840012592,0.4830527447228067,0.035124280132996406,0.42406205915156114,False
154,2026-03-02 08:37:00,0.2963400933339996,0.4827303152806394,0.5445878232810801,0.46575259212019765,0.08429383408344009,0.2963400933339996,False
155,2026-03-02 12:46:00,0.45460736433803195,0.5326489315023557,0.5989607334208077,0.5356400256620291,0.047773837347577,0.45460736433803195,False
156,2026-03-03 05:57:00,0.49869043546248876,0.5256453264663097,0.5852145242287682,0.5426190691453171,0.03255101526746388,0.49869043546248876,False
157,2026-03-03 10:45:00,0.38590727711364803,0.5452091044473553,0.5809896460450558,0.5339638727731751,0.05329523549175465,0.38590727711364803,False
158,2026-03-03 14:46:00,3.880119921036625,5.025370332894273,5.603419228909734,4.897215970620926,0.5368748865833882,3.880119921036625,True
159,2026-03-04 07:45:00,0.6904356602478733,1.0278084738773903,1.0840459532305216,0.9899475336134607,0.11193707006856742,0.6904356602478733,False
160,2026-03-04 11:12:00,0.6855586449698392,0.8588944417764357,0.9558806061512481,0.8640131498650584,0.08584652024843424,0.6855586449698392,False
161,2026-03-05 07:02:00,0.36179388028124304,0.4511040028671011,0.474459789379129,0.44260963325916425,0.03131955802217476,0.36179388028124304,False
162,2026-03-05 19:20:00,0.5781879697321807,0.7125991946771386,0.7722685407436811,0.6971017891076927,0.05841337904724831,0.5781879697321807,False
163,2026-03-06 05:23:00,0.6323703155878236,0.9066710222415526,0.9569928377586804,0.8819635887026805,0.09275508141246071,0.6323703155878236,False
164,2026-03-06 08:19:00,0.3869174292101657,0.5582672599417415,0.6332610335687421,0.5631472705363192,0.06679985109095737,0.3869174292101657,False
165,2026-03-09 07:09:00,0.6234798955611262,0.6883495205832445,0.7675887744883299,0.6957366377398483,0.053633721694908265,0.6234798955611262,False
166,2026-03-09 08:55:00,1.5683986867885897,1.8734438505088757,2.0970939799800896,1.8995107468045134,0.1514630414240446,1.5683986867885897,False
167,2026-03-09 12:32:00,0.5369335272085172,1.0353485308419614,1.121903365829062,0.9618049012671837,0.18461817038588108,0.5369335272085172,False
168,2026-03-10 07:45:00,0.30593634740467746,0.37255211048600273,0.41723637664075947,0.369003233433459,0.03362311421433718,0.30593634740467746,False
169,2026-03-10 08:43:00,0.3261837675169902,0.36127916144846534,0.42771887133222475,0.38081090298210307,0.03592447920789582,0.3261837675169902,False
170,2026-03-10 09:14:00,0.39277902018681593,0.48912447678598525,0.5294324141984807,0.483042370669901,0.04439109672633503,0.39277902018681593,False
171,2026-03-11 08:08:00,0.36694834844006874,0.4249148661005866,0.4830470326469346,0.431163474611117,0.04290250254015855,0.36694834844006874,False
172,2026-03-11 10:39:00,0.3801388747210336,0.4276035299244694,0.4660155595282062,0.42922532442255534,0.027074321856360703,0.3801388747210336,False
173,2026-03-12 07:41:00,0.35096242177364845,0.43991596152362983,0.4602442882088647,0.4277286837611373,0.0361994396990925,0.35096242177364845,False
174,2026-03-12 09:02:00,0.331521008284123,0.375803591422967,0.4192919905944719,0.3792949303093562,0.02569862819650956,0.331521008284123,False
175,2026-03-12 11:51:00,0.3435583143654068,0.47252661691205644,0.499247763783515,0.4443247661080516,0.054484949382841874,0.3435583143654068,False
176,2026-03-12 11:54:00,0.28284019881215505,0.34222240966536516,0.3725872921139819,0.33557574786692046,0.027063041414294366,0.28284019881215505,False
177,2026-03-12 16:26:00,0.5064228536635139,0.6033069212943952,0.6566208313651414,0.6021074100106214,0.04323605440335807,0.5064228536635139,False
178,2026-03-13 06:37:00,0.3638286905838226,0.44929594348978624,0.4788042395776676,0.44264057320734185,0.035283803070489825,0.3638286905838226,False
179,2026-03-13 11:14:00,0.6204106896667939,0.693464853661282,0.776429317768529,0.7011532411179806,0.044710366852708766,0.6204106896667939,False
180,2026-03-13 11:36:00,0.761028343356039,0.8200995677396784,0.8389561635842008,0.8119526926539526,0.025390934325210578,0.761028343356039,False
181,2026-03-16 05:46:00,0.5468003834748819,0.6442456550663396,0.6882614394625848,0.6391880947968817,0.0467472795517803,0.5468003834748819,False
182,2026-03-16 09:07:00,0.4433167954538464,0.5147787204268334,0.5625342218831555,0.518125497436262,0.041887134922664215,0.4433167954538464,False
183,2026-03-16 12:10:00,0.34228616296807757,0.6468978532312223,0.7215418203938353,0.6226035698686756,0.10232481747767115,0.34228616296807757,False
184,2026-03-16 12:42:00,0.3930327001232597,0.48955717761121803,0.531912640258707,0.48089475483654864,0.04853679648520243,0.3930327001232597,False
185,2026-03-17 09:20:00,0.6973890238980041,0.7599854101218659,0.8268202259466652,0.7651934278851555,0.049532482251088236,0.6973890238980041,False
186,2026-03-17 14:10:00,0.32253591932903825,0.41984737576313014,0.47922414338487873,0.42658146579875195,0.042944957366979696,0.32253591932903825,False
187,2026-03-18 10:31:00,0.26931567868018513,0.2999107910844399,0.3233003732907277,0.3013985619793488,0.016838275750490888,0.26931567868018513,False
188,2026-03-18 14:30:00,0.7563639865463427,1.2384728659438273,1.366097189997056,1.227146686646911,0.1674889341852981,0.7563639865463427,False
189,2026-03-23 06:13:00,1.6901389037311958,2.3476940304378924,2.582742593501525,2.2770989534011385,0.31758124816610156,1.6901389037311958,False
190,2026-03-23 08:06:00,1.2661558480997044,1.5634529798222856,1.660324868952015,1.5105402664963348,0.14476252579985344,1.2661558480997044,False
191,2026-03-23 14:23:00,4.106494184262588,8.615900762521258,9.899175628242789,8.321449527248648,1.7242019801534059,4.106494184262588,True
192,2026-03-24 09:47:00,1.4438563754853504,1.5608650994905293,1.6059803043397471,1.548842255414815,0.05138527724399232,1.4438563754853504,False
193,2026-03-24 10:52:00,1.3659046750376485,2.0366135699506347,2.2452276773931135,1.9293487440949426,0.3344012083329175,1.3659046750376485,False
194,2026-03-24 13:58:00,0.9822224195471748,1.1893852154586668,1.3741189057258787,1.200305399959777,0.10623970742744632,0.9822224195471748,False
