family_name,trades_captured,unexplained_trades,counterfactual_fps,total_bars_triggered,recall_pct,precision_pct,false_positive_rate_pct,odds_ratio
1. Trend Continuation (EMA8 > EMA21 + Time),253,167,123743,123996,60.238095238095234,0.20403883996257943,30.802452387293982,3.3999112994266123
2. Momentum Breakout (|Return1| > 2 sigma + ATR + Time),111,309,43480,43591,26.42857142857143,0.2546397192080934,10.8231627631425,2.9682993837933664
3. Mean Reversion (RSI > 70 or < 30 + Time),71,349,38961,39032,16.904761904761905,0.18190202910432465,9.698280690312671,1.90482532580446
4. Volatility Expansion (ATR > 0.40% + Time),206,214,86790,86996,49.047619047619044,0.23679249620672216,21.604008652556065,3.493417252693902
5. Bollinger Band Breakout (%B > 1.0 or < 0.0 + Time),39,381,18225,18264,9.285714285714286,0.21353482260183967,4.536617786528796,2.1786919605856627
6. Candlestick Reversal (Wick Ratio > 0.6 + Time),56,364,31593,31649,13.333333333333334,0.1769408196151537,7.864217598343171,1.8160066524076
7. Micro-Impulse Scalp (|Return_1| > 2.0 bps + Time),187,233,79420,79607,44.52380952380952,0.23490396573165678,19.769447715013282,3.2587989791739136
8. Pure Time Window (07:00-16:00 EET Only),343,77,175248,175591,81.66666666666667,0.1953403078745494,43.623220513229,5.728056556003839
