timestamp_utc,epoch_id,is_case,partition,feat_raw_jump_z,feat_raw_disp30,feat_raw_tick_rate_30,feat_raw_tick_rate_ratio,feat_raw_spread_now,feat_raw_spread_ratio,feat_raw_ret5,feat_raw_n_ticks_300,feat_raw_tick_coverage,feat_raw_utc_hour,feat_raw_raw_abs_move_30,feat_raw_raw_mean_spread_300,feat_raw_utc_minute,feat_raw_day_of_week,feat_raw_is_monday,feat_raw_is_friday,eta,R1
2025-10-02 05:08:00+00:00,-1,False,discovery,1.325159717068567,2.769500000001244,2.3666666666666667,1.513859275053305,0.9370000000003529,1.296227412960464,0.10800000000017462,469.0,0.9996366666666666,5,1.16150000000016,0.83164818763328,8,3,0,0,1.7254427332982032,1
2025-10-06 14:01:00+00:00,-1,False,discovery,2.1172494596529448,25.071500000001834,12.033333333333333,4.972451790633609,0.5470000000000255,0.7824367376634273,0.0534999999995307,726.0,0.19997333333333334,14,3.4534999999996217,0.5922548209366577,1,0,1,0,1.5719825284897042,1
2025-10-07 05:04:00+00:00,-1,False,discovery,2.760987098842519,4.360000000002401,2.933333333333333,1.9864559819413092,0.569999999999709,0.788526814713777,-1.4549999999999272,443.0,0.7996833333333333,5,2.4200000000000728,0.577221218961631,4,1,0,0,1.9716805213049793,1
2025-10-07 05:13:00+00:00,-1,False,discovery,2.399320606969349,28.307000000004336,10.9,2.2154471544715446,0.6870000000003529,0.9503823187875783,1.5565000000001419,1476.0,0.9997133333333333,5,2.1030000000000655,0.6389288617886353,13,1,0,0,1.610354702820044,1
2025-10-15 09:22:00+00:00,-1,False,discovery,11.937767718179515,58.44449999997869,12.633333333333333,1.30374957000344,0.7700000000004366,1.160890407723459,1.3535000000001673,2907.0,0.9999633333333333,9,10.921499999999469,0.7955514275885976,22,2,0,0,2.299244829418634,1
2025-10-15 14:01:00+00:00,-1,False,discovery,2.680050966518706,25.67449999999917,10.366666666666667,5.1490066225165565,0.7169999999996435,1.025607204578377,0.7214999999996508,604.0,0.19982333333333333,14,4.371499999999287,0.7258609271523512,1,2,0,0,1.6632674262770435,1
2025-10-16 05:10:00+00:00,-1,False,discovery,3.148894377192449,10.843999999997322,5.566666666666666,1.6150870406189555,0.680000000000291,0.9406986561506518,0.024999999999636202,1034.0,0.9976266666666667,5,2.7600000000002183,0.6338800773694458,10,3,0,0,1.891041230371497,1
2025-10-16 05:21:00+00:00,-1,False,discovery,2.949236219219136,11.626999999993131,5.8,1.2831858407079646,0.6300000000001091,0.8715296373158231,0.024999999999636202,1356.0,0.9988066666666666,5,2.585000000000946,0.657234513274339,21,3,0,0,1.5428750696325197,1
2025-10-16 05:24:00+00:00,-1,False,discovery,4.689114452993397,10.980000000003201,6.066666666666666,1.1607142857142856,0.6300000000001091,0.8715296373158231,0.4899999999997817,1568.0,0.9978866666666667,5,4.110000000000582,0.6398903061224426,24,3,0,0,1.902330218494983,1
2025-10-16 05:31:00+00:00,-1,False,discovery,6.32631134838079,31.14899999998852,12.666666666666666,2.700781805259417,0.6970000000001164,0.9642161225541666,0.266500000000633,1407.0,0.9996466666666667,5,5.545000000000073,0.641274342572867,31,3,0,0,2.8274100271950875,1
2025-10-16 05:32:00+00:00,-1,False,discovery,3.8847773022966083,30.528000000004795,11.366666666666667,1.8313641245972072,0.6970000000001164,0.9642161225541666,-1.718499999999949,1862.0,0.9996633333333333,5,3.4049999999997453,0.6629199785177268,32,3,0,0,1.852264698268627,1
2025-10-17 05:01:00+00:00,-1,False,discovery,1.0039953086690636,10.632000000005064,6.066666666666666,4.439024390243902,0.5900000000001455,0.8161944222482117,-0.30349999999998545,410.0,0.19966666666666666,5,0.8799999999991996,0.6391439024390154,1,4,0,1,1.6946378655614909,1
2025-10-17 05:02:00+00:00,-1,False,discovery,5.8226023384061305,26.76149999998688,10.7,3.5313531353135312,0.8270000000002256,1.1440555715242182,1.1414999999997235,909.0,0.39966666666666667,5,5.103500000000167,0.6614444444444432,2,4,0,1,3.105663424455199,1
