trade_ticket,trade_time,trade_direction,control_time,clock_event,state_similarity,state_difference,market_difference,event_difference,candidate_hidden_condition
37045628,2025-10-22 10:02:29,Sell,2025-10-22 08:32:00,M30 phase 2,0.41502935450155276,m1_range Δz=0.88; m1_return_5 Δz=0.86; h1_price_ema20 Δz=0.57; m15_price_ema20 Δz=0.31,m1_return_5 Δ=-0.000947877; m1_ema20_dist Δ=0.378,"event_count, clock_h1_post120","event_count, clock_h1_post120"
37082195,2025-10-23 08:30:44,Buy,2025-10-23 08:00:00,M30 phase 0,0.28315558992332424,m1_return_5 Δz=0.91; m1_range Δz=0.29; m1_ema20_dist Δz=0.21; m1_atr_ratio Δz=0.10,m1_return_5 Δ=0.000998614; m1_ema20_dist Δ=0.289,clock_h1_post120,clock_h1_post120
37145681,2025-10-24 19:34:45,Sell,2025-10-24 19:04:00,M30 phase 4,0.20276232648975406,m1_return_5 Δz=0.63; m1_atr_ratio Δz=0.25; m1_range Δz=0.15; m15_price_ema20 Δz=0.11,m1_return_5 Δ=-0.000693031; m1_ema20_dist Δ=-0.015,"event_any, event_count","event_any, event_count"
37162697,2025-10-27 08:13:05,Buy,2025-10-27 07:43:00,M30 phase 13,0.8821403633481913,m1_ema20_dist Δz=2.57; m1_return_5 Δz=1.54; m15_price_ema20 Δz=0.54; m1_atr_ratio Δz=0.19,m1_return_5 Δ=0.00170106; m1_ema20_dist Δ=3.48,"event_any, event_count","event_any, event_count"
37217619,2025-10-28 12:52:18,Sell,2025-10-28 10:52:00,M30 phase 22,0.4229460316709308,m1_return_5 Δz=1.01; h1_price_ema20 Δz=0.76; m15_price_ema20 Δz=0.66; m1_range Δz=0.29,m1_return_5 Δ=-0.00111382; m1_ema20_dist Δ=0.0588,same measured event flags,no isolated measured clock/event condition
37296835,2025-10-30 09:44:53,Buy,2025-10-30 08:44:00,M30 phase 14,0.3709872612326145,m1_range Δz=0.99; m15_price_ema20 Δz=0.55; m1_return_5 Δz=0.40; m1_ema20_dist Δz=0.36,m1_return_5 Δ=-0.000441677; m1_ema20_dist Δ=-0.489,same measured event flags,no isolated measured clock/event condition
37386001,2025-11-03 18:38:37,Buy,2025-11-03 18:08:00,M30 phase 8,0.5428097900485863,m1_ema20_dist Δz=1.21; m15_price_ema20 Δz=1.11; m1_range Δz=0.88; m1_atr_ratio Δz=0.23,m1_return_5 Δ=8.37789e-06; m1_ema20_dist Δ=-1.64,same measured event flags,no isolated measured clock/event condition
37400976,2025-11-04 10:09:22,Sell,2025-11-04 07:09:00,M30 phase 9,0.34134827818417846,m1_ema20_dist Δz=1.07; m1_return_5 Δz=0.25; m1_atr_ratio Δz=0.23; m15_price_ema20 Δz=0.21,m1_return_5 Δ=0.000271743; m1_ema20_dist Δ=1.45,"event_any, event_count","event_any, event_count"
37442389,2025-11-05 09:55:47,Buy,2025-11-05 08:55:00,M30 phase 25,0.20513802337712267,m1_ema20_dist Δz=0.48; m1_return_5 Δz=0.41; h1_price_ema20 Δz=0.27; m15_price_ema20 Δz=0.18,m1_return_5 Δ=-0.000446088; m1_ema20_dist Δ=0.653,same measured event flags,no isolated measured clock/event condition
37477144,2025-11-06 12:42:44,Buy,2025-11-06 11:12:00,M30 phase 12,0.19461457338879287,h1_price_ema20 Δz=0.36; m1_ema20_dist Δz=0.36; m15_price_ema20 Δz=0.34; m1_atr_ratio Δz=0.26,m1_return_5 Δ=-2.47191e-05; m1_ema20_dist Δ=-0.482,same measured event flags,no isolated measured clock/event condition
37507379,2025-11-07 11:18:04,Sell,2025-11-07 10:18:00,M30 phase 18,0.25470649376150145,m1_ema20_dist Δz=0.65; m1_return_5 Δz=0.56; m15_price_ema20 Δz=0.17; m1_range Δz=0.07,m1_return_5 Δ=-0.000611343; m1_ema20_dist Δ=-0.887,same measured event flags,no isolated measured clock/event condition
37542639,2025-11-10 10:42:17,Sell,2025-11-10 07:42:00,M30 phase 12,0.2630473450639712,h1_price_ema20 Δz=0.62; m1_ema20_dist Δz=0.52; m1_return_5 Δz=0.25; m1_atr_ratio Δz=0.23,m1_return_5 Δ=-0.000272271; m1_ema20_dist Δ=-0.7,"event_any, event_count","event_any, event_count"
37542995,2025-11-10 11:00:16,Buy,2025-11-10 12:00:00,M30 phase 0,1.7978336094899792,trades_session_before Δz=3.99; trades_prev_hour Δz=3.57; cooldown_log_seconds Δz=2.28; trades_today_before Δz=2.05,m1_return_5 Δ=-0.000343301; m1_ema20_dist Δ=-0.979,same measured event flags,no isolated measured clock/event condition
37543683,2025-11-10 11:22:51,Buy,2025-11-10 11:52:00,M30 phase 22,0.6724284018832927,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_return_5 Δz=0.39; m15_price_ema20 Δz=0.35,m1_return_5 Δ=0.000434377; m1_ema20_dist Δ=0.401,"event_any, event_count","event_any, event_count"
37610153,2025-11-12 10:19:02,Buy,2025-11-12 09:49:00,M30 phase 19,0.5578943373933977,m1_ema20_dist Δz=1.30; h1_price_ema20 Δz=0.81; m15_price_ema20 Δz=0.76; m1_return_5 Δz=0.71,m1_return_5 Δ=0.000777125; m1_ema20_dist Δ=1.76,"event_any, event_count","event_any, event_count"
37701576,2025-11-14 11:12:06,Sell,2025-11-14 09:12:00,M30 phase 12,0.13595850569538534,m1_range Δz=0.33; h1_price_ema20 Δz=0.21; m15_price_ema20 Δz=0.18; m1_atr_ratio Δz=0.15,m1_return_5 Δ=-2.57487e-05; m1_ema20_dist Δ=-0.0699,"event_any, event_count","event_any, event_count"
37748984,2025-11-17 09:17:27,Buy,2025-11-17 08:47:00,M30 phase 17,0.3771181923529104,m1_return_5 Δz=1.00; m1_ema20_dist Δz=0.50; h1_price_ema20 Δz=0.49; m15_price_ema20 Δz=0.43,m1_return_5 Δ=-0.00109647; m1_ema20_dist Δ=-0.678,"event_any, event_count","event_any, event_count"
37791981,2025-11-18 08:48:04,Sell,2025-11-18 08:18:00,M30 phase 18,0.40419126995431454,m15_price_ema20 Δz=0.95; m1_return_5 Δz=0.92; m1_ema20_dist Δz=0.42; m1_range Δz=0.20,m1_return_5 Δ=-0.00100941; m1_ema20_dist Δ=-0.568,"event_any, event_count","event_any, event_count"
37836776,2025-11-19 12:12:16,Sell,2025-11-19 10:42:00,M30 phase 12,0.26672004751380923,m15_price_ema20 Δz=0.65; h1_price_ema20 Δz=0.42; m1_return_5 Δz=0.32; m1_atr_ratio Δz=0.26,m1_return_5 Δ=0.00035747; m1_ema20_dist Δ=-0.0219,event_count,event_count
37874673,2025-11-20 08:09:10,Sell,2025-11-20 07:39:00,M30 phase 9,0.2914932483019062,m1_ema20_dist Δz=0.88; m1_range Δz=0.30; m1_return_5 Δz=0.28; m1_atr_ratio Δz=0.19,m1_return_5 Δ=0.000311191; m1_ema20_dist Δ=-1.19,same measured event flags,no isolated measured clock/event condition
37928869,2025-11-21 13:14:11,Sell,2025-11-21 16:14:00,M30 phase 14,1.1993721405246696,trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.85; m1_range Δz=1.59; seconds_since_last_entry Δz=1.34,m1_return_5 Δ=-0.00113356; m1_ema20_dist Δ=-1.72,"event_any, event_count","event_any, event_count"
37964561,2025-11-24 13:01:04,Buy,2025-11-24 17:01:00,M30 phase 1,1.3865665530385294,seconds_since_last_entry Δz=3.47; cooldown_log_seconds Δz=2.30; trades_session_before Δz=1.99; trades_today_before Δz=1.03,m1_return_5 Δ=-0.000242519; m1_ema20_dist Δ=0.903,same measured event flags,no isolated measured clock/event condition
38045554,2025-11-26 09:36:48,Buy,2025-11-26 08:36:00,M30 phase 6,0.393377886095599,m15_price_ema20 Δz=1.19; m1_ema20_dist Δz=0.64; m1_range Δz=0.16; seconds_since_last_entry Δz=0.05,m1_return_5 Δ=-4.78339e-05; m1_ema20_dist Δ=-0.863,"event_any, event_count","event_any, event_count"
38119105,2025-11-27 08:09:07,Sell,2025-11-27 07:09:00,M30 phase 9,0.5201057028213517,m1_ema20_dist Δz=1.53; m15_price_ema20 Δz=0.71; m1_range Δz=0.49; h1_price_ema20 Δz=0.24,m1_return_5 Δ=0.000205741; m1_ema20_dist Δ=2.08,"event_any, event_count","event_any, event_count"
38122859,2025-11-27 11:02:26,Sell,2025-11-27 10:02:00,M30 phase 2,0.361373602222067,m1_range Δz=0.80; m1_ema20_dist Δz=0.69; m1_return_5 Δz=0.54; cooldown_log_seconds Δz=0.35,m1_return_5 Δ=0.00059794; m1_ema20_dist Δ=0.93,"event_any, event_count","event_any, event_count"
38185142,2025-12-01 12:14:10,Sell,2025-12-01 10:44:00,M30 phase 14,0.2063171299510847,m1_ema20_dist Δz=0.64; m1_return_5 Δz=0.25; h1_price_ema20 Δz=0.12; m1_atr_ratio Δz=0.08,m1_return_5 Δ=0.000275541; m1_ema20_dist Δ=0.869,same measured event flags,no isolated measured clock/event condition
38220734,2025-12-02 11:32:10,Sell,2025-12-02 08:02:00,M30 phase 2,0.10769257996423404,m1_atr_ratio Δz=0.24; seconds_since_last_entry Δz=0.18; cooldown_log_seconds Δz=0.12; h1_price_ema20 Δz=0.12,m1_return_5 Δ=-6.64944e-05; m1_ema20_dist Δ=0.129,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
38258178,2025-12-03 09:33:51,Buy,2025-12-03 09:03:00,M30 phase 3,0.2982177092054382,m1_ema20_dist Δz=0.76; m1_range Δz=0.48; m15_price_ema20 Δz=0.34; m1_return_5 Δz=0.31,m1_return_5 Δ=-0.000345229; m1_ema20_dist Δ=-1.03,"event_any, event_count","event_any, event_count"
38293895,2025-12-04 13:18:01,Sell,2025-12-04 17:18:00,M30 phase 18,0.9539591317600536,trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.60; m1_ema20_dist Δz=1.23; seconds_since_last_entry Δz=1.22,m1_return_5 Δ=-0.000378432; m1_ema20_dist Δ=-1.67,same measured event flags,no isolated measured clock/event condition
38327555,2025-12-05 15:06:32,Buy,2025-12-05 13:06:00,M30 phase 6,0.7924149673413091,m1_ema20_dist Δz=2.43; m1_return_5 Δz=1.11; m1_range Δz=0.58; m15_price_ema20 Δz=0.12,m1_return_5 Δ=0.0012265; m1_ema20_dist Δ=3.3,"event_any, event_count","event_any, event_count"
38381092,2025-12-08 16:57:55,Sell,2025-12-08 16:27:00,M30 phase 27,0.39354200169776216,m15_price_ema20 Δz=0.93; m1_return_5 Δz=0.74; m1_range Δz=0.66; m1_ema20_dist Δz=0.13,m1_return_5 Δ=0.000810235; m1_ema20_dist Δ=-0.178,"event_any, event_count","event_any, event_count"
38394143,2025-12-09 10:35:42,Buy,2025-12-09 08:05:00,M30 phase 5,0.3506773925068734,m1_ema20_dist Δz=1.07; m1_return_5 Δz=0.42; m1_atr_ratio Δz=0.30; cooldown_log_seconds Δz=0.14,m1_return_5 Δ=0.000463865; m1_ema20_dist Δ=1.45,same measured event flags,no isolated measured clock/event condition
38422656,2025-12-09 20:33:05,Buy,2025-12-09 20:03:00,M30 phase 3,0.16574146836915535,m15_price_ema20 Δz=0.46; m1_return_5 Δz=0.29; m1_atr_ratio Δz=0.17; m1_range Δz=0.06,m1_return_5 Δ=0.000315748; m1_ema20_dist Δ=0.0256,same measured event flags,no isolated measured clock/event condition
38441014,2025-12-10 12:33:15,Buy,2025-12-10 11:03:00,M30 phase 3,0.14312101168226277,h1_price_ema20 Δz=0.33; m1_ema20_dist Δz=0.24; m15_price_ema20 Δz=0.24; seconds_since_last_entry Δz=0.08,m1_return_5 Δ=-3.57188e-05; m1_ema20_dist Δ=-0.33,same measured event flags,no isolated measured clock/event condition
38443239,2025-12-10 14:17:30,Sell,2025-12-10 13:47:00,M30 phase 17,0.42618304621575476,cooldown_log_seconds Δz=1.11; m1_ema20_dist Δz=0.73; m1_range Δz=0.43; m15_price_ema20 Δz=0.34,m1_return_5 Δ=0.00036248; m1_ema20_dist Δ=0.991,"event_any, event_count","event_any, event_count"
38448404,2025-12-10 16:17:48,Buy,2025-12-10 15:47:00,M30 phase 17,0.4746172834258525,m1_ema20_dist Δz=1.27; m1_range Δz=0.60; m1_return_5 Δz=0.58; m1_atr_ratio Δz=0.44,m1_return_5 Δ=0.000638615; m1_ema20_dist Δ=1.73,same measured event flags,no isolated measured clock/event condition
38449900,2025-12-10 16:31:07,Sell,2025-12-10 15:01:00,M30 phase 1,0.9280412823355885,trades_session_before Δz=1.99; m1_ema20_dist Δz=1.75; cooldown_log_seconds Δz=1.14; trades_today_before Δz=1.03,m1_return_5 Δ=-0.00072839; m1_ema20_dist Δ=-2.37,"event_count, clock_h1_post120","event_count, clock_h1_post120"
38487563,2025-12-11 09:32:30,Buy,2025-12-11 08:02:00,M30 phase 2,0.3787173605185529,m1_ema20_dist Δz=1.16; m15_price_ema20 Δz=0.49; h1_price_ema20 Δz=0.30; m1_atr_ratio Δz=0.15,m1_return_5 Δ=0.000154245; m1_ema20_dist Δ=1.57,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
38492680,2025-12-11 13:09:27,Buy,2025-12-11 17:09:00,M30 phase 9,0.7509555801106689,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_ema20_dist Δz=0.92; m1_return_5 Δz=0.74,m1_return_5 Δ=-0.000813772; m1_ema20_dist Δ=1.24,same measured event flags,no isolated measured clock/event condition
38528027,2025-12-12 11:25:01,Sell,2025-12-12 10:25:00,M30 phase 25,0.29755090042800175,m1_ema20_dist Δz=0.67; m1_return_5 Δz=0.50; m15_price_ema20 Δz=0.42; m1_range Δz=0.32,m1_return_5 Δ=0.000554042; m1_ema20_dist Δ=0.911,same measured event flags,no isolated measured clock/event condition
38568721,2025-12-15 12:29:18,Sell,2025-12-15 10:29:00,M30 phase 29,0.11307665035847346,m1_return_5 Δz=0.28; m1_ema20_dist Δz=0.20; m1_range Δz=0.13; seconds_since_last_entry Δz=0.10,m1_return_5 Δ=0.000308349; m1_ema20_dist Δ=-0.274,same measured event flags,no isolated measured clock/event condition
38570537,2025-12-15 15:00:14,Sell,2025-12-15 14:30:00,M30 phase 0,0.20142404591832133,cooldown_log_seconds Δz=0.41; m1_range Δz=0.39; m15_price_ema20 Δz=0.26; m1_ema20_dist Δz=0.26,m1_return_5 Δ=-9.90983e-05; m1_ema20_dist Δ=-0.35,clock_h1_post120,clock_h1_post120
38612361,2025-12-16 08:41:45,Sell,2025-12-16 07:11:00,M30 phase 11,0.26489900085884593,m15_price_ema20 Δz=0.58; m1_atr_ratio Δz=0.55; m1_return_5 Δz=0.28; m1_ema20_dist Δz=0.25,m1_return_5 Δ=0.000309357; m1_ema20_dist Δ=-0.333,same measured event flags,no isolated measured clock/event condition
38648802,2025-12-17 08:21:41,Buy,2025-12-17 07:51:00,M30 phase 21,0.1751783987848172,m1_return_5 Δz=0.46; m1_ema20_dist Δz=0.24; h1_price_ema20 Δz=0.22; m1_range Δz=0.17,m1_return_5 Δ=0.000505661; m1_ema20_dist Δ=-0.323,same measured event flags,no isolated measured clock/event condition
38650723,2025-12-17 09:38:06,Sell,2025-12-17 12:38:00,M30 phase 8,0.789257204454467,trades_session_before Δz=1.99; trades_today_before Δz=1.03; h1_price_ema20 Δz=0.87; m15_price_ema20 Δz=0.69,m1_return_5 Δ=0.0007305; m1_ema20_dist Δ=-0.0629,same measured event flags,no isolated measured clock/event condition
38683859,2025-12-18 08:05:45,Buy,2025-12-18 07:35:00,M30 phase 5,0.2889244206677376,m1_ema20_dist Δz=0.89; m1_range Δz=0.29; m15_price_ema20 Δz=0.27; m1_return_5 Δz=0.22,m1_return_5 Δ=0.00024236; m1_ema20_dist Δ=1.2,event_count,event_count
38686016,2025-12-18 10:02:33,Sell,2025-12-18 09:32:00,M30 phase 2,0.41838937913764956,m1_ema20_dist Δz=1.32; m1_return_5 Δz=0.48; cooldown_log_seconds Δz=0.25; m1_range Δz=0.23,m1_return_5 Δ=-0.000523918; m1_ema20_dist Δ=-1.78,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
38720385,2025-12-19 10:43:53,Buy,2025-12-19 08:13:00,M30 phase 13,0.20924831045867695,m1_ema20_dist Δz=0.49; m15_price_ema20 Δz=0.39; h1_price_ema20 Δz=0.21; m1_range Δz=0.20,m1_return_5 Δ=-0.000138123; m1_ema20_dist Δ=0.661,"event_any, event_count","event_any, event_count"
38723027,2025-12-19 14:42:44,Sell,2025-12-19 13:42:00,M30 phase 12,0.1534781264197204,m1_atr_ratio Δz=0.28; m1_range Δz=0.27; cooldown_log_seconds Δz=0.26; m1_return_5 Δz=0.20,m1_return_5 Δ=-0.000221354; m1_ema20_dist Δ=0.0623,"event_any, event_count","event_any, event_count"
38755615,2025-12-22 08:17:51,Buy,2025-12-22 07:17:00,M30 phase 17,0.2556963415277503,m1_ema20_dist Δz=0.72; m1_range Δz=0.42; m15_price_ema20 Δz=0.23; m1_return_5 Δz=0.15,m1_return_5 Δ=-0.000160848; m1_ema20_dist Δ=-0.97,"event_any, event_count","event_any, event_count"
38759834,2025-12-22 12:07:54,Sell,2025-12-22 09:37:00,M30 phase 7,0.4249318980202852,cooldown_log_seconds Δz=0.89; m15_price_ema20 Δz=0.81; m1_ema20_dist Δz=0.55; m1_range Δz=0.39,m1_return_5 Δ=0.00038255; m1_ema20_dist Δ=0.741,same measured event flags,no isolated measured clock/event condition
38786971,2025-12-23 11:53:01,Buy,2025-12-23 11:23:00,M30 phase 23,0.25026338071579685,m1_ema20_dist Δz=0.73; m1_return_5 Δz=0.33; m15_price_ema20 Δz=0.29; m1_range Δz=0.13,m1_return_5 Δ=-0.000365147; m1_ema20_dist Δ=-0.992,"event_any, event_count","event_any, event_count"
38800885,2025-12-23 17:38:24,Buy,2025-12-23 16:38:00,M30 phase 8,0.876375716757988,m15_price_ema20 Δz=1.97; m1_range Δz=1.59; m1_atr_ratio Δz=1.18; m1_return_5 Δz=1.02,m1_return_5 Δ=0.00112744; m1_ema20_dist Δ=0.0098,same measured event flags,no isolated measured clock/event condition
81950224,2025-12-29 06:11:17,Buy,2025-12-29 05:41:00,M30 phase 11,0.3039462419640657,m1_range Δz=0.69; h1_price_ema20 Δz=0.55; m1_ema20_dist Δz=0.43; m1_return_5 Δz=0.34,m1_return_5 Δ=0.00037657; m1_ema20_dist Δ=0.579,"event_any, event_count","event_any, event_count"
81979298,2025-12-30 07:20:44,Sell,2025-12-30 10:20:00,M30 phase 20,0.9068621426561322,trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.57; seconds_since_last_entry Δz=1.13; trades_today_before Δz=1.03,m1_return_5 Δ=-0.00032002; m1_ema20_dist Δ=-1.06,event_count,event_count
81983513,2025-12-30 12:12:46,Buy,2025-12-30 10:42:00,M30 phase 12,0.26506127140116775,m1_range Δz=0.69; m1_ema20_dist Δz=0.40; m15_price_ema20 Δz=0.34; cooldown_log_seconds Δz=0.28,m1_return_5 Δ=8.29097e-05; m1_ema20_dist Δ=0.542,"event_any, event_count","event_any, event_count"
82028698,2026-01-02 09:31:50,Buy,2026-01-02 08:31:00,M30 phase 1,0.17098706430098257,m1_range Δz=0.46; m15_price_ema20 Δz=0.31; h1_price_ema20 Δz=0.18; m1_return_5 Δz=0.05,m1_return_5 Δ=5.94065e-05; m1_ema20_dist Δ=-0.0433,same measured event flags,no isolated measured clock/event condition
82061725,2026-01-05 11:12:23,Buy,2026-01-05 08:42:00,M30 phase 12,0.20035865377662374,m1_range Δz=0.38; m15_price_ema20 Δz=0.34; h1_price_ema20 Δz=0.30; m1_return_5 Δz=0.29,m1_return_5 Δ=0.000323248; m1_ema20_dist Δ=-0.0158,same measured event flags,no isolated measured clock/event condition
82095097,2026-01-06 08:52:50,Buy,2026-01-06 07:22:00,M30 phase 22,0.7746688552667734,m1_ema20_dist Δz=2.11; m1_return_5 Δz=0.96; m1_range Δz=0.94; m15_price_ema20 Δz=0.75,m1_return_5 Δ=-0.00105281; m1_ema20_dist Δ=-2.86,"event_any, event_count","event_any, event_count"
82147110,2026-01-07 16:04:17,Sell,2026-01-07 15:04:00,M30 phase 4,0.31667110440403656,m1_ema20_dist Δz=1.00; m1_return_5 Δz=0.37; m15_price_ema20 Δz=0.22; m1_atr_ratio Δz=0.10,m1_return_5 Δ=0.000406986; m1_ema20_dist Δ=1.36,"event_any, event_count","event_any, event_count"
82169230,2026-01-08 09:05:21,Buy,2026-01-08 08:35:00,M30 phase 5,0.42772318564673895,m1_return_5 Δz=0.90; m1_range Δz=0.81; m1_ema20_dist Δz=0.61; m15_price_ema20 Δz=0.48,m1_return_5 Δ=-0.000994305; m1_ema20_dist Δ=-0.827,event_count,event_count
82199073,2026-01-09 09:03:58,Sell,2026-01-09 08:03:00,M30 phase 3,0.2564710080680519,m1_return_5 Δz=0.52; m1_ema20_dist Δz=0.46; m15_price_ema20 Δz=0.41; m1_atr_ratio Δz=0.33,m1_return_5 Δ=0.000567942; m1_ema20_dist Δ=-0.629,same measured event flags,no isolated measured clock/event condition
82241706,2026-01-12 07:30:37,Buy,2026-01-12 07:00:00,M30 phase 0,0.24906102612548267,m1_range Δz=0.71; m1_return_5 Δz=0.35; m1_atr_ratio Δz=0.22; m15_price_ema20 Δz=0.20,m1_return_5 Δ=0.00038688; m1_ema20_dist Δ=0.26,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
82462486,2026-01-12 11:25:57,Buy,2026-01-12 09:25:00,M30 phase 25,0.29847489684339734,cooldown_log_seconds Δz=0.57; m1_return_5 Δz=0.54; m1_ema20_dist Δz=0.40; m15_price_ema20 Δz=0.40,m1_return_5 Δ=-0.000593885; m1_ema20_dist Δ=-0.543,same measured event flags,no isolated measured clock/event condition
82465593,2026-01-12 14:11:18,Sell,2026-01-12 13:11:00,M30 phase 11,0.31261594995077824,m1_range Δz=0.63; m1_ema20_dist Δz=0.57; m1_return_5 Δz=0.43; cooldown_log_seconds Δz=0.35,m1_return_5 Δ=0.000470505; m1_ema20_dist Δ=0.774,event_count,event_count
82494965,2026-01-13 12:44:06,Sell,2026-01-13 12:14:00,M30 phase 14,0.20084891257373116,m1_ema20_dist Δz=0.46; m15_price_ema20 Δz=0.43; m1_range Δz=0.29; m1_return_5 Δz=0.07,m1_return_5 Δ=7.62039e-05; m1_ema20_dist Δ=-0.621,"event_any, event_count","event_any, event_count"
82523311,2026-01-14 06:29:14,Buy,2026-01-14 05:59:00,M30 phase 29,0.5184570671200833,m1_ema20_dist Δz=1.49; m1_return_5 Δz=0.80; m15_price_ema20 Δz=0.51; m1_range Δz=0.32,m1_return_5 Δ=-0.000879671; m1_ema20_dist Δ=-2.02,event_count,event_count
82564751,2026-01-15 09:19:50,Sell,2026-01-15 08:49:00,M30 phase 19,0.454114283217043,m15_price_ema20 Δz=1.14; m1_return_5 Δz=0.80; m1_ema20_dist Δz=0.62; m1_atr_ratio Δz=0.26,m1_return_5 Δ=-0.000876545; m1_ema20_dist Δ=0.841,"event_any, event_count","event_any, event_count"
82596177,2026-01-16 09:03:56,Buy,2026-01-16 08:33:00,M30 phase 3,0.4154557182795179,m15_price_ema20 Δz=1.06; m1_ema20_dist Δz=0.69; h1_price_ema20 Δz=0.50; m1_range Δz=0.38,m1_return_5 Δ=0.000172897; m1_ema20_dist Δ=0.939,event_count,event_count
82600157,2026-01-16 14:48:59,Sell,2026-01-16 13:48:00,M30 phase 18,0.2904694706321361,m15_price_ema20 Δz=0.74; m1_range Δz=0.56; m1_atr_ratio Δz=0.30; cooldown_log_seconds Δz=0.18,m1_return_5 Δ=-0.000171514; m1_ema20_dist Δ=-0.00823,"event_any, event_count","event_any, event_count"
82667342,2026-01-20 09:00:31,Buy,2026-01-20 08:00:00,M30 phase 0,0.3740727429307218,m15_price_ema20 Δz=0.84; h1_price_ema20 Δz=0.67; m1_return_5 Δz=0.48; m1_ema20_dist Δz=0.46,m1_return_5 Δ=0.000525753; m1_ema20_dist Δ=0.628,same measured event flags,no isolated measured clock/event condition
82775023,2026-01-22 09:25:06,Buy,2026-01-22 08:55:00,M30 phase 25,0.5827855776900392,m1_ema20_dist Δz=1.35; m1_return_5 Δz=1.05; m15_price_ema20 Δz=0.90; h1_price_ema20 Δz=0.56,m1_return_5 Δ=-0.00115755; m1_ema20_dist Δ=-1.83,event_count,event_count
82824133,2026-01-23 09:00:21,Buy,2026-01-23 08:00:00,M30 phase 0,0.3339421015020172,m1_ema20_dist Δz=0.90; m1_range Δz=0.56; m1_return_5 Δz=0.33; m1_atr_ratio Δz=0.27,m1_return_5 Δ=-0.000360209; m1_ema20_dist Δ=-1.22,"event_any, event_count","event_any, event_count"
82913535,2026-01-26 11:00:40,Buy,2026-01-26 07:30:00,M30 phase 0,0.20246717719765714,h1_price_ema20 Δz=0.45; m1_return_5 Δz=0.44; m1_range Δz=0.19; seconds_since_last_entry Δz=0.18,m1_return_5 Δ=-0.000484659; m1_ema20_dist Δ=-0.122,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
83084849,2026-01-28 09:01:54,Buy,2026-01-28 07:01:00,M30 phase 1,0.294373311863345,m1_return_5 Δz=0.89; m1_ema20_dist Δz=0.28; m1_range Δz=0.26; h1_price_ema20 Δz=0.24,m1_return_5 Δ=0.000982342; m1_ema20_dist Δ=0.383,same measured event flags,no isolated measured clock/event condition
83314376,2026-01-30 06:37:54,Buy,2026-01-30 06:07:00,M30 phase 7,1.0062869899549298,m1_return_5 Δz=2.25; m1_range Δz=2.06; m1_atr_ratio Δz=1.35; m1_ema20_dist Δz=1.00,m1_return_5 Δ=0.0024826; m1_ema20_dist Δ=1.36,"event_any, event_count","event_any, event_count"
83511633,2026-02-02 22:25:35,Buy,2026-02-02 19:55:00,M30 phase 25,0.6290235112589403,m1_atr_ratio Δz=1.60; m1_return_5 Δz=1.30; m1_ema20_dist Δz=0.48; m1_range Δz=0.36,m1_return_5 Δ=0.00142894; m1_ema20_dist Δ=0.656,"event_any, event_count","event_any, event_count"
83541051,2026-02-03 14:00:26,Buy,2026-02-03 13:30:00,M30 phase 0,0.817469388127959,m1_return_5 Δz=2.28; m1_ema20_dist Δz=1.57; m15_price_ema20 Δz=0.48; m1_range Δz=0.26,m1_return_5 Δ=-0.00250601; m1_ema20_dist Δ=-2.13,clock_h1_post120,clock_h1_post120
83699779,2026-02-04 19:42:53,Sell,2026-02-04 18:12:00,M30 phase 12,0.6672427663163957,m1_return_5 Δz=1.36; m1_atr_ratio Δz=1.25; m1_range Δz=1.01; h1_price_ema20 Δz=0.70,m1_return_5 Δ=-0.00149206; m1_ema20_dist Δ=-0.868,"event_any, event_count","event_any, event_count"
83821484,2026-02-05 17:27:12,Buy,2026-02-05 16:27:00,M30 phase 27,0.5943652319363658,m1_return_5 Δz=1.98; m1_atr_ratio Δz=0.41; m1_ema20_dist Δz=0.30; m1_range Δz=0.22,m1_return_5 Δ=0.00217541; m1_ema20_dist Δ=-0.406,event_count,event_count
83897665,2026-02-06 07:30:33,Sell,2026-02-06 07:00:00,M30 phase 0,0.5862763072919958,m1_return_5 Δz=1.97; m1_atr_ratio Δz=0.35; m1_ema20_dist Δz=0.33; cooldown_log_seconds Δz=0.03,m1_return_5 Δ=0.00217098; m1_ema20_dist Δ=0.449,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
83915642,2026-02-06 09:16:42,Sell,2026-02-06 08:46:00,M30 phase 16,0.6689956097181423,m1_ema20_dist Δz=1.80; h1_price_ema20 Δz=0.88; m1_return_5 Δz=0.80; m1_range Δz=0.59,m1_return_5 Δ=-0.000877474; m1_ema20_dist Δ=-2.44,same measured event flags,no isolated measured clock/event condition
