trade_ticket,trade_time,trade_direction,control_time,clock_event,state_similarity,state_difference,market_difference,event_difference,candidate_hidden_condition
83923769,2026-02-06 15:34:06,Sell,2026-02-06 13:04:00,M30 phase 4,0.4114890776905084,m1_ema20_dist Δz=0.85; m1_range Δz=0.79; m1_return_5 Δz=0.62; cooldown_log_seconds Δz=0.38,m1_return_5 Δ=0.000687708; m1_ema20_dist Δ=-1.16,"event_any, event_count","event_any, event_count"
83980760,2026-02-09 12:04:32,Buy,2026-02-09 09:04:00,M30 phase 4,0.2753543770132949,m15_price_ema20 Δz=0.56; m1_range Δz=0.42; h1_price_ema20 Δz=0.38; m1_atr_ratio Δz=0.36,m1_return_5 Δ=0.000121669; m1_ema20_dist Δ=0.445,event_count,event_count
84397864,2026-02-11 17:40:50,Buy,2026-02-11 15:10:00,M30 phase 10,1.3716309287526232,m1_return_5 Δz=3.25; m15_price_ema20 Δz=2.52; m1_atr_ratio Δz=1.52; h1_price_ema20 Δz=1.41,m1_return_5 Δ=-0.00357459; m1_ema20_dist Δ=-0.769,event_count,event_count
84448544,2026-02-12 07:06:33,Buy,2026-02-12 10:36:00,M30 phase 6,0.7460784998253157,trades_session_before Δz=1.99; trades_today_before Δz=1.03; cooldown_log_seconds Δz=1.01; seconds_since_last_entry Δz=0.51,m1_return_5 Δ=0.00052903; m1_ema20_dist Δ=-0.103,"event_any, event_count","event_any, event_count"
84480811,2026-02-12 11:04:59,Sell,2026-02-12 10:34:00,M30 phase 4,0.4585865703048489,m1_ema20_dist Δz=1.47; m1_return_5 Δz=0.57; m15_price_ema20 Δz=0.14; h1_price_ema20 Δz=0.11,m1_return_5 Δ=0.000628109; m1_ema20_dist Δ=1.99,same measured event flags,no isolated measured clock/event condition
84496990,2026-02-12 13:12:51,Buy,2026-02-12 15:12:00,M30 phase 12,0.8254157702009636,trades_session_before Δz=1.99; m1_ema20_dist Δz=1.17; trades_today_before Δz=1.03; m1_return_5 Δz=0.88,m1_return_5 Δ=-0.000968654; m1_ema20_dist Δ=-1.58,"event_any, event_count","event_any, event_count"
84665776,2026-02-13 09:18:26,Buy,2026-02-13 08:18:00,M30 phase 18,0.5909091804191435,m1_ema20_dist Δz=1.28; m1_atr_ratio Δz=0.87; m15_price_ema20 Δz=0.83; m1_return_5 Δz=0.69,m1_return_5 Δ=0.000763545; m1_ema20_dist Δ=1.73,"event_any, event_count","event_any, event_count"
84675020,2026-02-13 13:12:08,Sell,2026-02-13 17:12:00,M30 phase 12,0.814536818691875,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m15_price_ema20 Δz=1.00; m1_atr_ratio Δz=0.90,m1_return_5 Δ=0.000685256; m1_ema20_dist Δ=0.768,"event_any, event_count","event_any, event_count"
84803733,2026-02-17 12:21:33,Sell,2026-02-17 11:21:00,M30 phase 21,0.2194013114219346,m1_return_5 Δz=0.54; m1_range Δz=0.30; m1_ema20_dist Δz=0.26; m15_price_ema20 Δz=0.25,m1_return_5 Δ=0.000594288; m1_ema20_dist Δ=-0.346,"event_any, event_count","event_any, event_count"
84858142,2026-02-18 05:30:40,Sell,2026-02-18 05:00:00,M30 phase 0,0.32373525066029807,m1_return_5 Δz=0.78; m1_range Δz=0.65; m15_price_ema20 Δz=0.45; m1_ema20_dist Δz=0.13,m1_return_5 Δ=-0.000862184; m1_ema20_dist Δ=-0.181,clock_h1_post120,clock_h1_post120
84960053,2026-02-19 22:18:35,Buy,2026-02-19 20:48:00,M30 phase 18,0.25983657182139897,m1_ema20_dist Δz=0.43; m1_range Δz=0.43; h1_price_ema20 Δz=0.42; m1_atr_ratio Δz=0.37,m1_return_5 Δ=-0.000376898; m1_ema20_dist Δ=0.588,"event_any, event_count","event_any, event_count"
84971230,2026-02-20 05:54:53,Sell,2026-02-20 05:24:00,M30 phase 24,0.23523428462998788,m1_ema20_dist Δz=0.68; m1_atr_ratio Δz=0.30; m1_range Δz=0.25; m15_price_ema20 Δz=0.20,m1_return_5 Δ=0.000132106; m1_ema20_dist Δ=-0.918,same measured event flags,no isolated measured clock/event condition
85066329,2026-02-23 09:30:45,Sell,2026-02-23 07:30:00,M30 phase 0,0.7553082650488012,m1_ema20_dist Δz=1.87; m1_range Δz=1.50; m15_price_ema20 Δz=0.66; m1_return_5 Δz=0.65,m1_return_5 Δ=-0.000717631; m1_ema20_dist Δ=-2.54,"event_any, event_count","event_any, event_count"
85084978,2026-02-23 11:21:20,Buy,2026-02-23 10:51:00,M30 phase 21,0.1807113713867804,m1_atr_ratio Δz=0.36; h1_price_ema20 Δz=0.36; cooldown_log_seconds Δz=0.24; m15_price_ema20 Δz=0.21,m1_return_5 Δ=5.84674e-05; m1_ema20_dist Δ=0.104,same measured event flags,no isolated measured clock/event condition
85182793,2026-02-23 15:02:41,Sell,2026-02-23 14:02:00,M30 phase 2,0.4477320130998157,m15_price_ema20 Δz=1.07; m1_ema20_dist Δz=0.93; h1_price_ema20 Δz=0.49; m1_return_5 Δz=0.29,m1_return_5 Δ=0.000321451; m1_ema20_dist Δ=-1.25,same measured event flags,no isolated measured clock/event condition
85342738,2026-02-24 10:04:42,Buy,2026-02-24 09:04:00,M30 phase 4,0.1473036705817081,m15_price_ema20 Δz=0.41; h1_price_ema20 Δz=0.23; m1_ema20_dist Δz=0.17; m1_atr_ratio Δz=0.08,m1_return_5 Δ=4.51285e-05; m1_ema20_dist Δ=-0.234,"event_any, event_count","event_any, event_count"
85385479,2026-02-24 15:11:40,Sell,2026-02-24 13:41:00,M30 phase 11,0.2518202760151414,m1_range Δz=0.54; m1_atr_ratio Δz=0.49; cooldown_log_seconds Δz=0.26; m15_price_ema20 Δz=0.25,m1_return_5 Δ=-0.000186835; m1_ema20_dist Δ=-0.336,"event_any, event_count","event_any, event_count"
85396743,2026-02-24 15:21:50,Buy,2026-02-24 16:21:00,M30 phase 21,1.2139231563216077,m1_ema20_dist Δz=2.30; m1_return_5 Δz=2.06; trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.58,m1_return_5 Δ=-0.00226825; m1_ema20_dist Δ=-3.11,same measured event flags,no isolated measured clock/event condition
85640223,2026-02-25 07:59:03,Sell,2026-02-25 07:29:00,M30 phase 29,0.14772692629840212,m1_atr_ratio Δz=0.33; m1_ema20_dist Δz=0.29; m1_range Δz=0.16; m1_return_5 Δz=0.15,m1_return_5 Δ=-0.00016982; m1_ema20_dist Δ=-0.395,same measured event flags,no isolated measured clock/event condition
85668110,2026-02-25 11:35:37,Sell,2026-02-25 11:05:00,M30 phase 5,0.3969206634772995,m1_ema20_dist Δz=0.96; m15_price_ema20 Δz=0.67; m1_range Δz=0.64; m1_return_5 Δz=0.24,m1_return_5 Δ=-0.00026679; m1_ema20_dist Δ=1.3,event_count,event_count
85668988,2026-02-25 12:03:39,Buy,2026-02-25 10:03:00,M30 phase 3,1.3473357004486897,trades_prev_hour Δz=3.57; trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.62; trades_today_before Δz=1.03,m1_return_5 Δ=8.64883e-05; m1_ema20_dist Δ=-0.899,event_count,event_count
85704475,2026-02-25 16:23:24,Sell,2026-02-25 15:53:00,M30 phase 23,0.33757555018635943,m1_ema20_dist Δz=1.08; m1_return_5 Δz=0.32; m1_range Δz=0.24; m15_price_ema20 Δz=0.15,m1_return_5 Δ=0.00035312; m1_ema20_dist Δ=1.46,"event_any, event_count","event_any, event_count"
85787460,2026-02-26 08:05:35,Buy,2026-02-26 07:35:00,M30 phase 5,0.08017169030651185,m1_range Δz=0.21; m15_price_ema20 Δz=0.17; seconds_since_last_entry Δz=0.03; cooldown_log_seconds Δz=0.02,m1_return_5 Δ=7.74293e-06; m1_ema20_dist Δ=0.00058,"event_any, event_count","event_any, event_count"
85827276,2026-02-26 11:31:35,Buy,2026-02-26 11:01:00,M30 phase 1,0.4151613297031918,m1_return_5 Δz=0.84; m1_range Δz=0.75; m15_price_ema20 Δz=0.60; m1_ema20_dist Δz=0.49,m1_return_5 Δ=-0.000919811; m1_ema20_dist Δ=-0.669,"event_count, clock_h1_post120","event_count, clock_h1_post120"
85833216,2026-02-26 13:27:11,Buy,2026-02-26 15:57:00,M30 phase 27,0.7056420391517925,trades_session_before Δz=1.99; trades_today_before Δz=1.03; h1_price_ema20 Δz=0.65; m15_price_ema20 Δz=0.52,m1_return_5 Δ=0.000282322; m1_ema20_dist Δ=-0.28,"event_any, event_count","event_any, event_count"
85865765,2026-02-26 15:59:18,Sell,2026-02-26 14:29:00,M30 phase 29,0.45317696189137785,m15_price_ema20 Δz=1.24; cooldown_log_seconds Δz=0.69; m1_range Δz=0.45; m1_ema20_dist Δz=0.42,m1_return_5 Δ=3.29013e-05; m1_ema20_dist Δ=0.574,same measured event flags,no isolated measured clock/event condition
85935017,2026-02-27 06:54:59,Sell,2026-02-27 06:24:00,M30 phase 24,0.1612271129121069,m1_ema20_dist Δz=0.35; m15_price_ema20 Δz=0.30; m1_atr_ratio Δz=0.19; m1_return_5 Δz=0.18,m1_return_5 Δ=-0.000195068; m1_ema20_dist Δ=0.48,"event_any, event_count","event_any, event_count"
85942844,2026-02-27 09:56:14,Sell,2026-02-27 07:56:00,M30 phase 26,0.35244121862712346,cooldown_log_seconds Δz=0.86; m1_range Δz=0.52; h1_price_ema20 Δz=0.42; m1_atr_ratio Δz=0.39,m1_return_5 Δ=-0.000346408; m1_ema20_dist Δ=-0.115,"event_any, event_count","event_any, event_count"
85948772,2026-02-27 12:46:26,Buy,2026-02-27 11:46:00,M30 phase 16,0.15127002717889243,cooldown_log_seconds Δz=0.33; m15_price_ema20 Δz=0.21; m1_return_5 Δz=0.21; m1_ema20_dist Δz=0.18,m1_return_5 Δ=-0.000229738; m1_ema20_dist Δ=-0.243,"event_any, event_count","event_any, event_count"
86000608,2026-02-27 17:00:40,Sell,2026-02-27 16:00:00,M30 phase 0,0.7151426758666385,m1_atr_ratio Δz=1.43; m15_price_ema20 Δz=1.26; h1_price_ema20 Δz=1.12; m1_return_5 Δz=0.91,m1_return_5 Δ=0.000998387; m1_ema20_dist Δ=0.118,same measured event flags,no isolated measured clock/event condition
86011644,2026-02-27 17:18:57,Sell,2026-02-27 13:18:00,M30 phase 18,1.208432572595173,m15_price_ema20 Δz=2.63; trades_session_before Δz=1.99; h1_price_ema20 Δz=1.56; m1_range Δz=1.05,m1_return_5 Δ=-0.00106293; m1_ema20_dist Δ=-0.449,"event_any, event_count","event_any, event_count"
86014472,2026-02-27 17:27:11,Buy,2026-02-27 17:57:00,M30 phase 27,1.301231305643466,trades_prev_hour Δz=3.57; trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.13; trades_today_before Δz=1.03,m1_return_5 Δ=-0.000239166; m1_ema20_dist Δ=0.346,"event_any, event_count","event_any, event_count"
86155613,2026-03-02 09:32:11,Buy,2026-03-02 09:02:00,M30 phase 2,0.25518032562130594,m1_range Δz=0.57; m15_price_ema20 Δz=0.50; m1_return_5 Δz=0.39; m1_ema20_dist Δz=0.23,m1_return_5 Δ=0.000427868; m1_ema20_dist Δ=0.312,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
86161488,2026-03-02 10:37:17,Sell,2026-03-02 12:37:00,M30 phase 7,0.8378829504785321,trades_session_before Δz=1.99; m15_price_ema20 Δz=1.65; trades_today_before Δz=1.03; cooldown_log_seconds Δz=0.46,m1_return_5 Δ=0.000352057; m1_ema20_dist Δ=-0.618,"event_any, event_count","event_any, event_count"
86192606,2026-03-02 14:46:12,Sell,2026-03-02 16:16:00,M30 phase 16,1.3046389379675556,m1_range Δz=3.14; trades_session_before Δz=1.99; m1_ema20_dist Δz=1.78; m1_return_5 Δz=1.04,m1_return_5 Δ=-0.00114309; m1_ema20_dist Δ=-2.42,"event_any, event_count","event_any, event_count"
86558318,2026-03-03 07:57:14,Buy,2026-03-03 07:27:00,M30 phase 27,0.6101326465588208,m1_ema20_dist Δz=2.06; m1_range Δz=0.33; m15_price_ema20 Δz=0.31; m1_return_5 Δz=0.09,m1_return_5 Δ=-0.000101926; m1_ema20_dist Δ=-2.79,"event_any, event_count","event_any, event_count"
86624724,2026-03-03 12:45:26,Buy,2026-03-03 12:15:00,M30 phase 15,0.3500799119401736,m1_atr_ratio Δz=0.95; m1_return_5 Δz=0.51; m15_price_ema20 Δz=0.44; m1_range Δz=0.27,m1_return_5 Δ=-0.000561308; m1_ema20_dist Δ=-0.234,same measured event flags,no isolated measured clock/event condition
86716303,2026-03-03 16:46:45,Buy,2026-03-03 14:16:00,M30 phase 16,0.9729019764401501,m1_atr_ratio Δz=2.45; m1_range Δz=1.53; m15_price_ema20 Δz=1.11; m1_return_5 Δz=0.99,m1_return_5 Δ=-0.00109082; m1_ema20_dist Δ=-0.472,"event_any, event_count","event_any, event_count"
86773790,2026-03-04 09:45:10,Buy,2026-03-04 08:45:00,M30 phase 15,0.36749105583761293,m1_range Δz=0.97; m1_atr_ratio Δz=0.56; m1_ema20_dist Δz=0.42; m15_price_ema20 Δz=0.33,m1_return_5 Δ=0.000265541; m1_ema20_dist Δ=0.573,"event_any, event_count","event_any, event_count"
86784552,2026-03-04 13:12:36,Buy,2026-03-04 16:12:00,M30 phase 12,0.8541663519808217,trades_session_before Δz=1.99; m1_range Δz=1.42; m15_price_ema20 Δz=1.19; trades_today_before Δz=1.03,m1_return_5 Δ=-0.000302708; m1_ema20_dist Δ=-0.438,same measured event flags,no isolated measured clock/event condition
86894280,2026-03-05 09:02:29,Sell,2026-03-05 08:32:00,M30 phase 2,0.7908637369590055,m1_range Δz=1.81; m15_price_ema20 Δz=1.34; m1_ema20_dist Δz=0.92; m1_atr_ratio Δz=0.91,m1_return_5 Δ=-0.000764235; m1_ema20_dist Δ=-1.24,"event_count, clock_h1_post120","event_count, clock_h1_post120"
87000308,2026-03-05 21:20:01,Sell,2026-03-05 20:50:00,M30 phase 20,0.288921222839511,m1_return_5 Δz=0.70; m15_price_ema20 Δz=0.50; m1_ema20_dist Δz=0.34; m1_range Δz=0.29,m1_return_5 Δ=-0.000775931; m1_ema20_dist Δ=0.466,same measured event flags,no isolated measured clock/event condition
87025580,2026-03-06 07:23:56,Buy,2026-03-06 09:53:00,M30 phase 23,0.887735387196625,trades_session_before Δz=1.99; m1_range Δz=1.28; m15_price_ema20 Δz=1.10; cooldown_log_seconds Δz=1.05,m1_return_5 Δ=0.000268946; m1_ema20_dist Δ=-0.106,same measured event flags,no isolated measured clock/event condition
87031092,2026-03-06 10:19:20,Buy,2026-03-06 09:19:00,M30 phase 19,0.28493621227956223,m1_range Δz=0.69; m1_ema20_dist Δz=0.40; cooldown_log_seconds Δz=0.32; m15_price_ema20 Δz=0.29,m1_return_5 Δ=-0.00029686; m1_ema20_dist Δ=-0.538,same measured event flags,no isolated measured clock/event condition
87193343,2026-03-09 09:09:59,Buy,2026-03-09 08:39:00,M30 phase 9,0.5501103044797394,m1_return_5 Δz=1.25; m15_price_ema20 Δz=0.90; m1_range Δz=0.75; h1_price_ema20 Δz=0.61,m1_return_5 Δ=0.0013727; m1_ema20_dist Δ=-0.734,same measured event flags,no isolated measured clock/event condition
87220510,2026-03-09 10:55:33,Buy,2026-03-09 12:55:00,M30 phase 25,0.7134688613834625,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_return_5 Δz=0.85; m1_atr_ratio Δz=0.52,m1_return_5 Δ=-0.000935242; m1_ema20_dist Δ=-0.0644,same measured event flags,no isolated measured clock/event condition
87303856,2026-03-09 14:32:49,Buy,2026-03-09 14:02:00,M30 phase 2,0.1853970271009782,m1_return_5 Δz=0.61; m1_range Δz=0.12; cooldown_log_seconds Δz=0.11; m1_atr_ratio Δz=0.10,m1_return_5 Δ=0.000673441; m1_ema20_dist Δ=0.0299,clock_h1_post120,clock_h1_post120
87433721,2026-03-10 09:45:41,Sell,2026-03-10 07:45:00,M30 phase 15,0.24133354058884546,m1_ema20_dist Δz=0.48; m15_price_ema20 Δz=0.43; h1_price_ema20 Δz=0.38; m1_atr_ratio Δz=0.30,m1_return_5 Δ=-0.000120543; m1_ema20_dist Δ=0.654,"event_any, event_count","event_any, event_count"
87436917,2026-03-10 10:43:46,Sell,2026-03-10 10:13:00,M30 phase 13,0.5918601372390547,m1_ema20_dist Δz=1.67; m1_return_5 Δz=0.90; cooldown_log_seconds Δz=0.57; m15_price_ema20 Δz=0.52,m1_return_5 Δ=0.000988039; m1_ema20_dist Δ=2.27,same measured event flags,no isolated measured clock/event condition
87455839,2026-03-10 11:14:56,Sell,2026-03-10 11:44:00,M30 phase 14,0.6710948757101411,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_range Δz=0.47; cooldown_log_seconds Δz=0.34,m1_return_5 Δ=-6.48678e-05; m1_ema20_dist Δ=0.243,same measured event flags,no isolated measured clock/event condition
87634841,2026-03-11 10:08:12,Sell,2026-03-11 09:08:00,M30 phase 8,0.151192341919784,m1_range Δz=0.38; m1_return_5 Δz=0.24; m1_ema20_dist Δz=0.21; m1_atr_ratio Δz=0.10,m1_return_5 Δ=0.000264045; m1_ema20_dist Δ=-0.289,"event_any, event_count","event_any, event_count"
87640068,2026-03-11 12:39:31,Buy,2026-03-11 11:09:00,M30 phase 9,0.3827906981899538,m1_return_5 Δz=0.92; cooldown_log_seconds Δz=0.86; h1_price_ema20 Δz=0.23; m1_ema20_dist Δz=0.20,m1_return_5 Δ=-0.00101477; m1_ema20_dist Δ=0.273,same measured event flags,no isolated measured clock/event condition
87715345,2026-03-12 09:41:54,Buy,2026-03-12 08:41:00,M30 phase 11,0.4486029834757047,m15_price_ema20 Δz=1.05; m1_ema20_dist Δz=0.82; m1_range Δz=0.54; h1_price_ema20 Δz=0.42,m1_return_5 Δ=0.000324257; m1_ema20_dist Δ=1.12,event_count,event_count
87725200,2026-03-12 11:02:44,Buy,2026-03-12 12:32:00,M30 phase 2,0.7242766881531478,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_range Δz=0.79; m15_price_ema20 Δz=0.72,m1_return_5 Δ=0.000245727; m1_ema20_dist Δ=0.268,"event_count, clock_h1_post120","event_count, clock_h1_post120"
87728679,2026-03-12 13:51:53,Buy,2026-03-12 13:21:00,M30 phase 21,0.2953340590162808,m1_ema20_dist Δz=0.73; m15_price_ema20 Δz=0.60; m1_return_5 Δz=0.34; cooldown_log_seconds Δz=0.15,m1_return_5 Δ=-0.000371736; m1_ema20_dist Δ=0.987,same measured event flags,no isolated measured clock/event condition
87728889,2026-03-12 13:54:26,Buy,2026-03-12 14:54:00,M30 phase 24,1.1404886405169847,cooldown_log_seconds Δz=3.22; trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_ema20_dist Δz=0.33,m1_return_5 Δ=-0.000148475; m1_ema20_dist Δ=-0.453,"event_any, event_count","event_any, event_count"
87764166,2026-03-12 18:26:23,Buy,2026-03-12 22:26:00,M30 phase 26,0.7421464158362018,trades_session_before Δz=1.99; trades_today_before Δz=1.03; h1_price_ema20 Δz=0.92; m1_atr_ratio Δz=0.61,m1_return_5 Δ=-0.000631242; m1_ema20_dist Δ=0.0323,"event_any, event_count","event_any, event_count"
87966615,2026-03-13 08:37:52,Sell,2026-03-13 08:07:00,M30 phase 7,0.14451302298219107,m1_ema20_dist Δz=0.32; m1_atr_ratio Δz=0.22; m1_range Δz=0.21; m15_price_ema20 Δz=0.20,m1_return_5 Δ=-0.000141012; m1_ema20_dist Δ=-0.432,same measured event flags,no isolated measured clock/event condition
88014898,2026-03-13 13:14:10,Buy,2026-03-13 16:44:00,M30 phase 14,1.3854194745919128,trades_session_before Δz=3.99; trades_today_before Δz=2.05; h1_price_ema20 Δz=1.05; m1_ema20_dist Δz=0.74,m1_return_5 Δ=-5.32319e-05; m1_ema20_dist Δ=0.996,event_count,event_count
88015942,2026-03-13 13:36:51,Sell,2026-03-13 14:36:00,M30 phase 6,0.9121291475022804,trades_session_before Δz=1.99; m1_ema20_dist Δz=1.73; trades_today_before Δz=1.03; m1_return_5 Δz=1.02,m1_return_5 Δ=-0.00111867; m1_ema20_dist Δ=-2.34,"event_any, event_count","event_any, event_count"
88144292,2026-03-16 07:46:16,Sell,2026-03-16 07:16:00,M30 phase 16,0.8103349296015543,m1_ema20_dist Δz=2.71; m1_range Δz=0.45; m15_price_ema20 Δz=0.42; m1_return_5 Δz=0.38,m1_return_5 Δ=-0.000418248; m1_ema20_dist Δ=-3.67,"event_any, event_count","event_any, event_count"
88154082,2026-03-16 11:07:53,Sell,2026-03-16 10:37:00,M30 phase 7,0.2763595587791025,m1_ema20_dist Δz=0.70; h1_price_ema20 Δz=0.34; m1_return_5 Δz=0.33; m1_range Δz=0.27,m1_return_5 Δ=0.000362249; m1_ema20_dist Δ=0.947,"event_any, event_count","event_any, event_count"
88163179,2026-03-16 14:10:40,Sell,2026-03-16 13:10:00,M30 phase 10,0.6456987214995016,m15_price_ema20 Δz=1.72; m1_range Δz=0.95; h1_price_ema20 Δz=0.72; m1_return_5 Δz=0.49,m1_return_5 Δ=-0.000538966; m1_ema20_dist Δ=0.353,"event_any, event_count","event_any, event_count"
88172039,2026-03-16 14:42:45,Sell,2026-03-16 15:42:00,M30 phase 12,0.6872342907964464,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_atr_ratio Δz=0.51; cooldown_log_seconds Δz=0.45,m1_return_5 Δ=-2.44736e-05; m1_ema20_dist Δ=0.356,same measured event flags,no isolated measured clock/event condition
88320644,2026-03-17 11:20:44,Buy,2026-03-17 10:50:00,M30 phase 20,0.35266781595910096,m1_ema20_dist Δz=0.83; m1_return_5 Δz=0.75; h1_price_ema20 Δz=0.35; m1_range Δz=0.32,m1_return_5 Δ=0.000830381; m1_ema20_dist Δ=1.12,"event_any, event_count","event_any, event_count"
88335699,2026-03-17 16:10:39,Buy,2026-03-17 15:40:00,M30 phase 10,0.2693939038807189,m15_price_ema20 Δz=0.73; m1_range Δz=0.45; h1_price_ema20 Δz=0.30; m1_return_5 Δz=0.20,m1_return_5 Δ=0.000224546; m1_ema20_dist Δ=0.0352,"event_any, event_count","event_any, event_count"
88511817,2026-03-18 12:31:31,Buy,2026-03-18 12:01:00,M30 phase 1,0.2682575381502569,m15_price_ema20 Δz=0.55; m1_ema20_dist Δz=0.55; m1_range Δz=0.36; m1_atr_ratio Δz=0.33,m1_return_5 Δ=-0.000106083; m1_ema20_dist Δ=0.748,clock_h1_post120,clock_h1_post120
88577933,2026-03-18 16:30:56,Sell,2026-03-18 15:30:00,M30 phase 0,0.39847555432906456,h1_price_ema20 Δz=0.90; m1_ema20_dist Δz=0.76; m1_range Δz=0.54; m1_atr_ratio Δz=0.29,m1_return_5 Δ=0.000234346; m1_ema20_dist Δ=1.03,"event_any, event_count","event_any, event_count"
89517529,2026-03-23 08:13:59,Sell,2026-03-23 07:43:00,M30 phase 13,0.26231460726048594,m1_return_5 Δz=0.84; h1_price_ema20 Δz=0.28; m1_ema20_dist Δz=0.13; m1_atr_ratio Δz=0.12,m1_return_5 Δ=-0.000925154; m1_ema20_dist Δ=0.174,same measured event flags,no isolated measured clock/event condition
89770716,2026-03-23 10:06:57,Buy,2026-03-23 09:06:00,M30 phase 6,1.874272016360437,m1_atr_ratio Δz=4.45; trades_prev_hour Δz=3.57; m1_return_5 Δz=2.54; m1_ema20_dist Δz=1.30,m1_return_5 Δ=-0.0027937; m1_ema20_dist Δ=1.76,event_count,event_count
89797106,2026-03-23 16:23:44,Sell,2026-03-23 17:53:00,M30 phase 23,0.7965209711207776,trades_session_before Δz=1.99; cooldown_log_seconds Δz=1.08; trades_today_before Δz=1.03; m1_atr_ratio Δz=0.89,m1_return_5 Δ=-0.000336486; m1_ema20_dist Δ=-0.849,"event_any, event_count","event_any, event_count"
90052400,2026-03-24 11:47:16,Buy,2026-03-24 10:47:00,M30 phase 17,0.3115252655424573,m1_ema20_dist Δz=0.67; m1_range Δz=0.60; m15_price_ema20 Δz=0.50; m1_return_5 Δz=0.24,m1_return_5 Δ=0.0002609; m1_ema20_dist Δ=0.908,"event_any, event_count","event_any, event_count"
90054432,2026-03-24 12:52:17,Sell,2026-03-24 09:52:00,M30 phase 22,1.1347250728260179,cooldown_log_seconds Δz=2.10; trades_session_before Δz=1.99; m1_atr_ratio Δz=1.65; m1_range Δz=1.21,m1_return_5 Δ=-0.000904635; m1_ema20_dist Δ=-0.0793,event_count,event_count
90080406,2026-03-24 15:58:26,Buy,2026-03-24 14:28:00,M30 phase 28,0.4660725663588379,m15_price_ema20 Δz=1.37; cooldown_log_seconds Δz=0.49; h1_price_ema20 Δz=0.40; m1_ema20_dist Δz=0.36,m1_return_5 Δ=-0.000162677; m1_ema20_dist Δ=0.494,"event_any, event_count","event_any, event_count"
90081363,2026-03-24 16:11:15,Buy,2026-03-24 15:41:00,M30 phase 11,1.4917382986149081,trades_prev_hour Δz=3.57; cooldown_log_seconds Δz=2.03; trades_session_before Δz=1.99; m1_range Δz=1.67,m1_return_5 Δ=0.000948336; m1_ema20_dist Δ=1.26,same measured event flags,no isolated measured clock/event condition
90188256,2026-03-25 08:35:47,Buy,2026-03-25 07:35:00,M30 phase 5,0.47164253890285085,m15_price_ema20 Δz=1.15; m1_atr_ratio Δz=0.92; m1_ema20_dist Δz=0.63; m1_return_5 Δz=0.28,m1_return_5 Δ=0.000311101; m1_ema20_dist Δ=-0.854,"event_any, event_count","event_any, event_count"
90192607,2026-03-25 11:00:18,Sell,2026-03-25 10:00:00,M30 phase 0,0.31865467488380894,m1_ema20_dist Δz=0.69; m1_return_5 Δz=0.64; cooldown_log_seconds Δz=0.42; m15_price_ema20 Δz=0.25,m1_return_5 Δ=-0.000706686; m1_ema20_dist Δ=-0.93,"event_any, event_count","event_any, event_count"
90194077,2026-03-25 11:38:04,Buy,2026-03-25 12:38:00,M30 phase 8,0.7098310094761092,trades_session_before Δz=1.99; trades_today_before Δz=1.03; m1_return_5 Δz=0.71; m15_price_ema20 Δz=0.45,m1_return_5 Δ=-0.000785966; m1_ema20_dist Δ=0.199,"event_any, event_count","event_any, event_count"
90297337,2026-03-26 10:48:11,Buy,2026-03-26 10:18:00,M30 phase 18,0.45756967942163107,m1_range Δz=0.97; m1_ema20_dist Δz=0.76; m15_price_ema20 Δz=0.75; m1_return_5 Δz=0.65,m1_return_5 Δ=0.0007124; m1_ema20_dist Δ=1.03,same measured event flags,no isolated measured clock/event condition
90303019,2026-03-26 13:49:34,Buy,2026-03-26 13:19:00,M30 phase 19,0.5076088063714643,m1_range Δz=1.35; m1_return_5 Δz=0.75; m1_atr_ratio Δz=0.67; m1_ema20_dist Δz=0.41,m1_return_5 Δ=0.000825205; m1_ema20_dist Δ=-0.552,"event_any, event_count","event_any, event_count"
90367910,2026-03-27 10:43:56,Buy,2026-03-27 07:13:00,M30 phase 13,0.677804210932834,m1_return_5 Δz=1.53; m1_ema20_dist Δz=1.28; m1_range Δz=0.98; m15_price_ema20 Δz=0.57,m1_return_5 Δ=-0.00168448; m1_ema20_dist Δ=-1.74,"event_any, event_count","event_any, event_count"
90383944,2026-03-27 17:23:51,Buy,2026-03-27 16:53:00,M30 phase 23,0.5179609892017205,m15_price_ema20 Δz=1.36; m1_range Δz=0.85; m1_atr_ratio Δz=0.77; h1_price_ema20 Δz=0.16,m1_return_5 Δ=9.123e-06; m1_ema20_dist Δ=0.173,"event_any, event_count","event_any, event_count"
90446737,2026-03-30 10:30:21,Sell,2026-03-30 10:00:00,M30 phase 0,0.24011620546930357,m15_price_ema20 Δz=0.63; m1_return_5 Δz=0.40; m1_range Δz=0.34; m1_atr_ratio Δz=0.14,m1_return_5 Δ=-0.000438621; m1_ema20_dist Δ=-0.0501,"event_any, event_count, clock_h1_post120","event_any, event_count, clock_h1_post120"
