model,fold,rule_type,rule_or_feature,coefficient,threshold,oos_f1,oos_precision
E1 completed-bar events,3,L1 logistic feature,event_range_expansion_strength,0.05569964750598079,0.5690052711297107,0.002452483139178418,0.0012424932698281218
E1 completed-bar events,3,L1 logistic feature,event_body_ratio,-0.1029904892490843,0.5690052711297107,0.002452483139178418,0.0012424932698281218
E1 completed-bar events,3,L1 logistic feature,event_bar_direction,0.036723118897801436,0.5690052711297107,0.002452483139178418,0.0012424932698281218
E1 completed-bar events,4,L1 logistic feature,event_cross_prior_high_10,-0.30256672811239965,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_prior_low_10,-0.17795426297427308,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_prior_high_20,0.0504225431892734,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_prior_low_20,0.01432035334126658,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_session_high,-0.1217516044015088,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_session_low,-0.06100485268130378,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_vwap,0.00095750669960639,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_cross_ema20,0.03472025550965874,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_large_body_expansion,0.045162128423633666,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_compression_to_expansion,-0.004000519017629237,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_higher_low_break,0.37759921745317315,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_lower_high_break,0.3021428114771459,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_false_break_high,-0.003118727300349617,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_false_break_low,0.07204861647520296,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_impulse_pullback_cont_up,0.03284489498690249,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_impulse_pullback_cont_down,0.010504350168481847,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_immediate_reversal,-0.3270831970863892,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_range_expansion_strength,0.019534310065965444,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_body_ratio,-0.1277622436052518,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,4,L1 logistic feature,event_bar_direction,0.012839863747057216,0.6063649513194204,0.002036659877800407,0.0010454783063251437
E1 completed-bar events,5,L1 logistic feature,event_cross_prior_high_10,-0.31068099323212295,0.5533512412910051,0.002287166454891995,0.0011501597444089457
