entry_timestamp,tickets,near_miss_rank,near_miss_timestamp,state_distance,minutes_from_entry,entry_m1_body_abs,near_miss_m1_body_abs,entry_m1_body_ratio,near_miss_m1_body_ratio,entry_m1_range_expansion,near_miss_m1_range_expansion,entry_m1_atr_ratio,near_miss_m1_atr_ratio,entry_m1_velocity_5,near_miss_m1_velocity_5,entry_m1_ema9_20_spread,near_miss_m1_ema9_20_spread,entry_m1_vwap_dist,near_miss_m1_vwap_dist,entry_hour_sin,near_miss_hour_sin,entry_hour_cos,near_miss_hour_cos
2025-10-06 12:14:00,36414174,1,2025-10-06 13:04:00,0.47099086422127784,50.0,0.47,0.47,0.51086956,0.44761905,0.7829787,0.9051724,0.00034428,0.00031963567,-0.28728747,-0.07144259,0.20596331,0.22471991,14.998161,13.772932,-0.06104854,-0.27563736,-0.9981348,-0.9612617
2025-10-06 12:14:00,36414174,2,2025-10-06 12:56:00,0.6058574110405672,42.0,0.47,0.39,0.51086956,0.4642857,0.7829787,0.69622874,0.00034428,0.0003221076,-0.28728747,0.19696113,0.20596331,-0.0077324123,14.998161,13.284021,-0.06104854,-0.2419219,-0.9981348,-0.9702957
2025-10-06 12:14:00,36414174,3,2025-10-06 13:25:00,0.6900830781821962,71.0,0.47,0.607,0.51086956,0.48174602,0.7829787,0.9097473,0.00034428,0.00038029917,-0.28728747,-0.10478662,0.20596331,0.19357724,14.998161,10.300704,-0.06104854,-0.36243805,-0.9981348,-0.93200785
2025-10-06 14:10:00,36416362,1,2025-10-06 14:14:00,0.8164292917234807,4.0,1.71,2.337,0.8300971,0.88623434,1.8125825,2.0763779,0.0003517936,0.0003978666,-1.6746618,-1.385178,-0.69376737,-1.0177729,9.247045,7.802402,-0.53729963,-0.551937,-0.8433914,-0.83388585
2025-10-06 14:10:00,36416362,2,2025-10-06 12:47:00,0.9036719798066946,-83.0,1.71,1.78,0.8300971,0.9270833,1.8125825,1.443609,0.0003517936,0.00033189583,-1.6746618,-1.591935,-0.69376737,-0.88930887,9.247045,10.140233,-0.53729963,-0.20364176,-0.8433914,-0.97904545
2025-10-06 14:10:00,36416362,3,2025-10-06 14:52:00,0.9444888832778411,42.0,1.71,2.24,0.8300971,0.7044025,1.8125825,1.9313695,0.0003517936,0.00044350783,-1.6746618,-1.7833303,-0.69376737,-0.4643528,9.247045,3.664093,-0.53729963,-0.6819984,-0.8433914,-0.7313537
2025-10-07 08:47:00,36450406,1,2025-10-07 09:38:00,0.596331790041101,51.0,0.64,0.59,0.3575419,0.29994917,1.1699346,1.3518901,0.0004248545,0.00037258217,-0.029705038,-0.3793863,-0.5335467,-0.38128948,-2.6164687,-2.8437347,0.7460574,0.58070296,-0.6658817,-0.8141155
2025-10-07 08:47:00,36450406,2,2025-10-07 09:49:00,0.687866593710642,62.0,0.64,0.65,0.3575419,0.41401273,1.1699346,1.0161812,0.0004248545,0.0004238171,-0.029705038,0.5960981,-0.5335467,-0.61263746,-2.6164687,-4.457217,0.7460574,0.5409745,-0.6658817,-0.841039
2025-10-07 08:47:00,36450406,3,2025-10-07 08:50:00,0.7391217507255595,3.0,0.64,0.86,0.3575419,0.49142858,1.1699346,1.1784512,0.0004248545,0.00040735677,-0.029705038,0.6629298,-0.5335467,-0.37094256,-2.6164687,-2.4815385,0.7460574,0.7372773,-0.6658817,-0.6755902
2025-10-07 08:53:00,36450588,1,2025-10-07 09:08:00,0.490760136379892,15.0,0.48,0.3,0.27745664,0.19480519,1.0880504,0.941896,0.0004255362,0.00041654866,0.64044094,0.29079872,-0.2619294,-0.1684434,-1.9914271,-2.1018147,0.72837096,0.6819984,-0.685183,-0.7313537
2025-10-07 08:53:00,36450588,2,2025-10-07 08:57:00,0.7880779248442806,4.0,0.48,0.21,0.27745664,0.14893617,1.0880504,0.94949496,0.0004255362,0.00041860688,0.64044094,0.7292686,-0.2619294,0.09764105,-1.9914271,-1.5534096,0.72837096,0.7163019,-0.685183,-0.69779044
2025-10-07 08:53:00,36450588,3,2025-10-07 09:10:00,0.8292764248417425,17.0,0.48,0.2,0.27745664,0.13157895,1.0880504,0.9879753,0.0004255362,0.0004110867,0.64044094,1.3072975,-0.2619294,-0.030404279,-1.9914271,-1.6264539,0.72837096,0.6755902,-0.685183,-0.7372773
2025-10-07 09:17:00,36451248,1,2025-10-07 09:29:00,0.395560042701838,12.0,0.5,0.44,0.47619048,0.54320985,0.7368421,0.58483756,0.00036532615,0.0003613864,0.21410927,-0.041883826,0.098395586,0.08788608,-1.965847,-1.3836628,0.65275973,0.6122173,-0.75756496,-0.7906896
2025-10-07 09:17:00,36451248,2,2025-10-07 09:12:00,0.4674702966829114,-5.0,0.5,0.34,0.47619048,0.43589744,0.7368421,0.5131579,0.00036532615,0.0003871436,0.21410927,-0.05866228,0.098395586,-0.01167694,-1.965847,-2.0797262,0.65275973,0.6691306,-0.75756496,-0.7431448
2025-10-07 09:17:00,36451248,3,2025-10-07 09:16:00,0.48004623902190185,-1.0,0.5,0.64,0.47619048,0.43537414,0.7368421,1.0208334,0.00036532615,0.00037300034,0.21410927,0.3246614,0.098395586,0.116959855,-1.965847,-1.5875906,0.65275973,0.656059,-0.75756496,-0.7547096
2025-10-08 12:19:00,36508294,1,2025-10-08 12:03:00,0.4604765864062515,-16.0,0.16,0.1,0.21052632,0.14285715,0.6386555,0.50179213,0.00030626584,0.00037929587,-0.49352443,-0.659605,-0.39510348,-0.37567538,17.03702,14.82708,-0.082808204,-0.013089595,-0.9965655,-0.99991435
2025-10-08 12:19:00,36508294,2,2025-10-08 12:29:00,0.6215743895167307,10.0,0.16,0.05,0.21052632,0.09259259,0.6386555,0.58064514,0.00030626584,0.00026273227,-0.49352443,-0.2829137,-0.39510348,-0.23188938,17.03702,19.988333,-0.082808204,-0.12619896,-0.9965655,-0.99200493
2025-10-08 12:19:00,36508294,3,2025-10-08 12:27:00,0.6920039361352575,8.0,0.16,0.17,0.21052632,0.25,0.6386555,0.7010309,0.00030626584,0.00027547788,-0.49352443,0.27877814,-0.39510348,-0.19221991,17.03702,19.598156,-0.082808204,-0.117537394,-0.9965655,-0.99306846
2025-10-08 12:36:00,36508676,1,2025-10-08 11:03:00,0.9546679571177438,-93.0,1.6,2.36,0.754717,0.7919463,1.9449542,1.9866667,0.00035516033,0.0004225824,0.29307127,0.6160222,-0.60224545,-0.25605333,13.97976,12.507829,-0.15643446,0.2461533,-0.98768836,-0.9692309
2025-10-08 12:36:00,36508676,2,2025-10-08 13:24:00,1.193875411752751,48.0,1.6,1.79,0.754717,0.89814353,1.9449542,1.504151,0.00035516033,0.00038413654,0.29307127,0.6243996,-0.60224545,-0.18687706,13.97976,17.181078,-0.15643446,-0.35836795,-0.98768836,-0.9335804
2025-10-08 12:36:00,36508676,3,2025-10-08 12:02:00,1.2048679103247135,-34.0,1.6,2.66,0.754717,0.8986486,1.9449542,2.1218638,0.00035516033,0.00039514413,0.29307127,-0.84004146,-0.60224545,-0.39719826,13.97976,14.194654,-0.15643446,-0.008726535,-0.98768836,-0.9999619
2025-10-08 12:42:00,36508993,1,2025-10-08 11:06:00,1.0954960887135492,-96.0,2.27,2.25,0.91902834,0.98253274,1.9,1.4135803,0.0003841425,0.00044298611,2.1137486,1.9957538,0.40154287,0.11728329,15.63611,14.3818245,-0.18223552,0.23344536,-0.9832549,-0.9723699
2025-10-08 12:42:00,36508993,2,2025-10-08 11:20:00,1.4990897451349237,-82.0,2.27,1.49,0.91902834,0.8563218,1.9,1.1877133,0.0003841425,0.00038271127,2.1137486,1.0999724,0.40154287,0.23911855,15.63611,16.42742,-0.18223552,0.17364818,-0.9832549,-0.9848077
2025-10-08 12:42:00,36508993,3,2025-10-08 10:42:00,1.506171472806518,-120.0,2.27,2.72,0.91902834,0.964539,1.9,2.2834008,0.0003841425,0.00039449742,2.1137486,0.55879724,0.40154287,0.12336203,15.63611,16.354849,-0.18223552,0.33380687,-0.9832549,-0.9426415
2025-10-09 14:04:00,36561296,1,2025-10-09 14:06:00,0.7448784244463833,2.0,1.073,1.49,0.59944135,0.70616114,1.8144957,1.8672566,0.00031485385,0.00033246801,-1.870863,-2.4855182,0.5574584,0.3021584,11.199536,11.636966,-0.5150381,-0.52249855,-0.8571673,-0.85264015
2025-10-09 14:04:00,36561296,2,2025-10-09 15:02:00,1.0082422079347884,58.0,1.073,1.17,0.59944135,0.5763547,1.8144957,1.7058823,0.00031485385,0.0003459822,-1.870863,-2.3819244,0.5574584,0.024577834,11.199536,9.898008,-0.5150381,-0.71325046,-0.8571673,-0.70090926
2025-10-09 14:04:00,36561296,3,2025-10-09 12:08:00,1.2304427494724475,-116.0,1.073,1.16,0.59944135,0.6137566,1.8144957,2.0543478,0.00031485385,0.0003334322,-1.870863,-1.074703,0.5574584,0.079060614,11.199536,9.734853,-0.5150381,-0.034899496,-0.8571673,-0.99939084
2025-10-09 14:19:00,36562289,1,2025-10-09 14:22:00,0.8019290963961085,3.0,1.02,0.863,0.5340314,0.6795276,1.2111604,0.8912281,0.00036305154,0.00035110358,-1.5649451,-1.209195,-0.915104,-1.0444279,6.4754744,5.9562154,-0.5699968,-0.58070296,-0.8216469,-0.8141155
2025-10-09 14:19:00,36562289,2,2025-10-09 14:14:00,0.8107609177782797,-5.0,1.02,0.66,0.5340314,0.515625,1.2111604,0.8797251,0.00036305154,0.00033256784,-1.5649451,-1.2211818,-0.915104,-0.6084281,6.4754744,8.817202,-0.5699968,-0.551937,-0.8216469,-0.83388585
2025-10-09 14:19:00,36562289,3,2025-10-09 14:20:00,0.8513142485509665,1.0,1.02,0.49,0.5340314,0.40495867,1.2111604,0.8156387,0.00036305154,0.00035857796,-1.5649451,-1.7968253,-0.915104,-0.98271334,6.4754744,6.2137356,-0.5699968,-0.57357645,-0.8216469,-0.81915206
2025-10-09 14:42:00,36562770,1,2025-10-09 14:40:00,0.6157449335855145,-2.0,0.0,0.12,0.0,0.102564104,0.74311924,0.9957447,0.00031910857,0.0003335704,1.06218,1.3056446,1.0159264,0.8901876,11.880611,10.804024,-0.64944804,-0.64278764,-0.76040596,-0.76604444
