ticket,role,observed_timestamp,observed_entry_minute,control_timestamp,state_similarity,event_sequence_similarity,observed_event_cross_prior_high_10,control_event_cross_prior_high_10,observed_event_cross_prior_low_10,control_event_cross_prior_low_10,observed_event_cross_prior_high_20,control_event_cross_prior_high_20,observed_event_cross_prior_low_20,control_event_cross_prior_low_20,observed_event_cross_session_high,control_event_cross_session_high,observed_event_cross_session_low,control_event_cross_session_low,observed_event_cross_vwap,control_event_cross_vwap,observed_event_cross_ema20,control_event_cross_ema20,observed_event_large_body_expansion,control_event_large_body_expansion,observed_event_compression_to_expansion,control_event_compression_to_expansion,observed_event_higher_low_break,control_event_higher_low_break,observed_event_lower_high_break,control_event_lower_high_break,observed_event_false_break_high,control_event_false_break_high,observed_event_false_break_low,control_event_false_break_low,observed_event_impulse_pullback_cont_up,control_event_impulse_pullback_cont_up,observed_event_impulse_pullback_cont_down,control_event_impulse_pullback_cont_down,observed_event_immediate_reversal,control_event_immediate_reversal,observed_boundary_5,control_boundary_5,observed_boundary_15,control_boundary_15,observed_boundary_30,control_boundary_30,observed_boundary_60,control_boundary_60
38755615,after,2025-12-22 08:17:51,2025-12-22 08:17:00,2025-12-22 08:40:00,0.23622225635303049,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38759834,before,2025-12-22 12:07:54,2025-12-22 12:07:00,2025-12-22 12:03:00,0.2766843667702072,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38759834,after,2025-12-22 12:07:54,2025-12-22 12:07:00,2025-12-22 12:09:00,0.14408884167755698,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38786971,before,2025-12-23 11:53:01,2025-12-23 11:53:00,2025-12-23 11:51:00,0.17836263804939353,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38786971,after,2025-12-23 11:53:01,2025-12-23 11:53:00,2025-12-23 11:55:00,0.0658810490205095,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38800885,before,2025-12-23 17:38:24,2025-12-23 17:38:00,2025-12-23 17:23:00,0.3658463740635703,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38800885,after,2025-12-23 17:38:24,2025-12-23 17:38:00,2025-12-23 17:41:00,0.16739632706844979,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81950224,before,2025-12-29 06:11:17,2025-12-29 06:11:00,2025-12-29 06:02:00,0.17862965820313984,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81950224,after,2025-12-29 06:11:17,2025-12-29 06:11:00,2025-12-29 06:59:00,0.15451260032311895,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81979298,before,2025-12-30 07:20:44,2025-12-30 07:20:00,2025-12-30 07:15:00,0.1592814597174275,0.8235294117647058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
81979298,after,2025-12-30 07:20:44,2025-12-30 07:20:00,2025-12-30 07:24:00,0.047595255976119015,1.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81983513,before,2025-12-30 12:12:46,2025-12-30 12:12:00,2025-12-30 12:08:00,0.12828121877359688,0.7647058823529411,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81983513,after,2025-12-30 12:12:46,2025-12-30 12:12:00,2025-12-30 12:17:00,0.22563324661464912,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82028698,before,2026-01-02 09:31:50,2026-01-02 09:31:00,2026-01-02 09:00:00,0.17128340269688325,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
82028698,after,2026-01-02 09:31:50,2026-01-02 09:31:00,2026-01-02 11:26:00,0.22532406054163961,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82061725,before,2026-01-05 11:12:23,2026-01-05 11:12:00,2026-01-05 11:10:00,0.08783957333755159,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82061725,after,2026-01-05 11:12:23,2026-01-05 11:12:00,2026-01-05 11:39:00,0.11707799720558566,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82095097,before,2026-01-06 08:52:50,2026-01-06 08:52:00,2026-01-06 08:49:00,0.11586920123260555,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82095097,after,2026-01-06 08:52:50,2026-01-06 08:52:00,2026-01-06 08:54:00,0.13045745070648554,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82147110,before,2026-01-07 16:04:17,2026-01-07 16:04:00,2026-01-07 16:02:00,0.08299935901170796,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82147110,after,2026-01-07 16:04:17,2026-01-07 16:04:00,2026-01-07 16:06:00,0.27114236292808075,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82169230,before,2026-01-08 09:05:21,2026-01-08 09:05:00,2026-01-08 08:42:00,0.2653209360692563,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82169230,after,2026-01-08 09:05:21,2026-01-08 09:05:00,2026-01-08 09:07:00,0.4229852617202006,0.8235294117647058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82199073,before,2026-01-09 09:03:58,2026-01-09 09:03:00,2026-01-09 08:55:00,0.19603355886455678,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82199073,after,2026-01-09 09:03:58,2026-01-09 09:03:00,2026-01-09 09:05:00,0.049947310759758994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82241706,before,2026-01-12 07:30:37,2026-01-12 07:30:00,2026-01-12 07:08:00,0.202301571822221,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
82241706,after,2026-01-12 07:30:37,2026-01-12 07:30:00,2026-01-12 07:33:00,0.08566338792799456,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
82462486,before,2026-01-12 11:25:57,2026-01-12 11:25:00,2026-01-12 11:09:00,0.2310986955586757,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82462486,after,2026-01-12 11:25:57,2026-01-12 11:25:00,2026-01-12 11:34:00,0.19367549074862478,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
82465593,before,2026-01-12 14:11:18,2026-01-12 14:11:00,2026-01-12 13:19:00,0.1583528256129932,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82465593,after,2026-01-12 14:11:18,2026-01-12 14:11:00,2026-01-12 14:17:00,0.19741413450762493,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82494965,before,2026-01-13 12:44:06,2026-01-13 12:44:00,2026-01-13 12:07:00,0.1550467660282533,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82494965,after,2026-01-13 12:44:06,2026-01-13 12:44:00,2026-01-13 12:46:00,0.07544467602186741,0.8823529411764706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82523311,before,2026-01-14 06:29:14,2026-01-14 06:29:00,2026-01-14 06:11:00,0.19855377131020807,1.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82523311,after,2026-01-14 06:29:14,2026-01-14 06:29:00,2026-01-14 06:31:00,0.236889813079146,0.8235294117647058,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82564751,before,2026-01-15 09:19:50,2026-01-15 09:19:00,2026-01-15 09:17:00,0.09758289565692778,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82564751,after,2026-01-15 09:19:50,2026-01-15 09:19:00,2026-01-15 09:57:00,0.1439831592556058,0.8235294117647058,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82596177,before,2026-01-16 09:03:56,2026-01-16 09:03:00,2026-01-16 09:01:00,0.301686183432913,0.7647058823529411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82596177,after,2026-01-16 09:03:56,2026-01-16 09:03:00,2026-01-16 09:09:00,0.09403114334397666,0.8235294117647058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82600157,before,2026-01-16 14:48:59,2026-01-16 14:48:00,2026-01-16 14:43:00,0.21738004197270727,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82600157,after,2026-01-16 14:48:59,2026-01-16 14:48:00,2026-01-16 14:57:00,0.2717241647255726,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82667342,before,2026-01-20 09:00:31,2026-01-20 09:00:00,2026-01-20 08:57:00,0.2680391356394108,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
82667342,after,2026-01-20 09:00:31,2026-01-20 09:00:00,2026-01-20 09:07:00,0.2128233589078066,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
82775023,before,2026-01-22 09:25:06,2026-01-22 09:25:00,2026-01-22 09:05:00,0.2300817778028433,0.8235294117647058,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
82775023,after,2026-01-22 09:25:06,2026-01-22 09:25:00,2026-01-22 10:05:00,0.14043605266932946,0.7647058823529411,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
82824133,before,2026-01-23 09:00:21,2026-01-23 09:00:00,2026-01-23 08:36:00,0.19785238419404347,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
82824133,after,2026-01-23 09:00:21,2026-01-23 09:00:00,2026-01-23 09:08:00,0.08058664396169969,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
82913535,before,2026-01-26 11:00:40,2026-01-26 11:00:00,2026-01-26 10:47:00,0.11651439453989726,0.8235294117647058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
82913535,after,2026-01-26 11:00:40,2026-01-26 11:00:00,2026-01-26 11:10:00,0.1517890378440255,0.8235294117647058,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
83084849,before,2026-01-28 09:01:54,2026-01-28 09:01:00,2026-01-28 08:57:00,0.20473313183995095,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83084849,after,2026-01-28 09:01:54,2026-01-28 09:01:00,2026-01-28 10:13:00,0.20414721499268262,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83314376,before,2026-01-30 06:37:54,2026-01-30 06:37:00,2026-01-30 06:05:00,0.6576359727772779,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83314376,after,2026-01-30 06:37:54,2026-01-30 06:37:00,2026-01-30 06:42:00,0.41349196072099287,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83511633,before,2026-02-02 22:25:35,2026-02-02 22:25:00,2026-02-02 21:12:00,0.23186231409568656,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83511633,after,2026-02-02 22:25:35,2026-02-02 22:25:00,2026-02-02 22:36:00,0.21170691986302792,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83541051,before,2026-02-03 14:00:26,2026-02-03 14:00:00,2026-02-03 13:17:00,0.6636443809322969,0.7647058823529411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
83541051,after,2026-02-03 14:00:26,2026-02-03 14:00:00,2026-02-03 14:24:00,0.19326694598655203,1.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
83699779,before,2026-02-04 19:42:53,2026-02-04 19:42:00,2026-02-04 19:26:00,0.42807704281483044,0.8823529411764706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83699779,after,2026-02-04 19:42:53,2026-02-04 19:42:00,2026-02-04 20:47:00,0.21959882645036982,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83821484,before,2026-02-05 17:27:12,2026-02-05 17:27:00,2026-02-05 16:26:00,0.26704126528804417,0.8823529411764706,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83821484,after,2026-02-05 17:27:12,2026-02-05 17:27:00,2026-02-05 17:44:00,0.4428855271302868,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83897665,before,2026-02-06 07:30:33,2026-02-06 07:30:00,2026-02-06 07:28:00,0.31006600591155287,0.8235294117647058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
83897665,after,2026-02-06 07:30:33,2026-02-06 07:30:00,2026-02-06 08:22:00,0.27990177576151093,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
83915642,before,2026-02-06 09:16:42,2026-02-06 09:16:00,2026-02-06 09:13:00,0.3962869977454296,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83915642,after,2026-02-06 09:16:42,2026-02-06 09:16:00,2026-02-06 09:29:00,0.18894561052642278,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83923769,before,2026-02-06 15:34:06,2026-02-06 15:34:00,2026-02-06 14:55:00,0.2341862187660801,0.7647058823529411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83923769,after,2026-02-06 15:34:06,2026-02-06 15:34:00,2026-02-06 15:40:00,0.30213169403304085,0.7647058823529411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83980760,before,2026-02-09 12:04:32,2026-02-09 12:04:00,2026-02-09 11:19:00,0.1826587798713747,0.8235294117647058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83980760,after,2026-02-09 12:04:32,2026-02-09 12:04:00,2026-02-09 12:53:00,0.6246026964761764,0.8235294117647058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84397864,before,2026-02-11 17:40:50,2026-02-11 17:40:00,2026-02-11 15:44:00,0.599785595346087,0.8235294117647058,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84397864,after,2026-02-11 17:40:50,2026-02-11 17:40:00,2026-02-11 17:42:00,0.292371038987992,1.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84448544,before,2026-02-12 07:06:33,2026-02-12 07:06:00,2026-02-12 07:04:00,0.17613243250414948,0.8235294117647058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84448544,after,2026-02-12 07:06:33,2026-02-12 07:06:00,2026-02-12 07:25:00,0.1305585974703317,0.8823529411764706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84480811,before,2026-02-12 11:04:59,2026-02-12 11:04:00,2026-02-12 10:59:00,0.1609349729715121,0.8235294117647058,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84480811,after,2026-02-12 11:04:59,2026-02-12 11:04:00,2026-02-12 11:11:00,0.19768078609320144,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84496990,before,2026-02-12 13:12:51,2026-02-12 13:12:00,2026-02-12 13:07:00,0.3826893814823709,0.9411764705882353,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84496990,after,2026-02-12 13:12:51,2026-02-12 13:12:00,2026-02-12 13:14:00,0.18697733569490707,0.9411764705882353,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84665776,before,2026-02-13 09:18:26,2026-02-13 09:18:00,2026-02-13 09:14:00,0.2248036488296423,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84665776,after,2026-02-13 09:18:26,2026-02-13 09:18:00,2026-02-13 09:25:00,0.16464937316548922,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84675020,before,2026-02-13 13:12:08,2026-02-13 13:12:00,2026-02-13 13:06:00,0.1928610354949931,0.7647058823529411,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84675020,after,2026-02-13 13:12:08,2026-02-13 13:12:00,2026-02-13 13:28:00,0.23482728949987847,0.9411764705882353,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84803733,before,2026-02-17 12:21:33,2026-02-17 12:21:00,2026-02-17 12:00:00,0.08267801495712743,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
84803733,after,2026-02-17 12:21:33,2026-02-17 12:21:00,2026-02-17 12:43:00,0.10125600811686217,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84858142,before,2026-02-18 05:30:40,2026-02-18 05:30:00,2026-02-18 05:18:00,0.1345986276910361,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
84858142,after,2026-02-18 05:30:40,2026-02-18 05:30:00,2026-02-18 05:33:00,0.11755479680861222,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
84960053,before,2026-02-19 22:18:35,2026-02-19 22:18:00,2026-02-19 22:15:00,0.08458778030476422,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
84960053,after,2026-02-19 22:18:35,2026-02-19 22:18:00,2026-02-19 22:25:00,0.12195258470141096,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84971230,before,2026-02-20 05:54:53,2026-02-20 05:54:00,2026-02-20 05:29:00,0.2055292903748135,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84971230,after,2026-02-20 05:54:53,2026-02-20 05:54:00,2026-02-20 06:01:00,0.15168522620435015,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85066329,before,2026-02-23 09:30:45,2026-02-23 09:30:00,2026-02-23 08:06:00,0.4391666726183037,1.0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
85066329,after,2026-02-23 09:30:45,2026-02-23 09:30:00,2026-02-23 09:46:00,0.3006348201629477,0.8823529411764706,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
85084978,before,2026-02-23 11:21:20,2026-02-23 11:21:00,2026-02-23 11:13:00,0.09550623598914074,0.9411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
