ticket,trade_time,control_time,state_similarity,trade_cooldown_log_seconds,trade_seconds_since_last_entry,trade_trades_today_before,trade_trades_prev_hour,trade_trades_session_before,trade_active_positions_before_candidate,trade_m1_atr_ratio,trade_m1_range,trade_m1_return_5,trade_m1_ema20_dist,trade_m15_price_ema20,trade_h1_price_ema20,control_cooldown_log_seconds,control_seconds_since_last_entry,control_trades_today_before,control_trades_prev_hour,control_trades_session_before,control_active_positions_before_candidate,control_m1_atr_ratio,control_m1_range,control_m1_return_5,control_m1_ema20_dist,control_m15_price_ema20,control_h1_price_ema20
38258178,2025-12-03 09:33:51,2025-12-03 09:03:00,0.2982177092054382,11.233066048935585,79250.0,0.0,0.0,0.0,0,0.00041102618,2.6199999,-0.00049184478,-1.1062467,-1.1143688,-0.23784986,11.208964947988772,77450.0,0.0,0.0,0.0,0,0.00049383583,1.443,-0.00014661624,-0.075016245,-1.5599382,-0.23784986
38293895,2025-12-04 13:18:01,2025-12-04 17:18:00,0.9539591317600536,11.489042524506896,99849.0,0.0,0.0,0.0,0,0.00028706531,1.37,-0.00034989379,-0.10006008,1.0088422,0.0034130935,9.340754410698116,14399.0,1.0,0.0,1.0,0,0.00045336952,1.63,2.8537965e-05,1.5674515,1.2722447,-0.025027303
38327555,2025-12-05 15:06:32,2025-12-05 13:06:00,0.7924149673413091,11.406152841646398,92879.0,0.0,0.0,0.0,0,0.00023407802,1.933,0.0010915932,3.9310763,0.34038574,0.9601137,11.322648346447616,85679.0,0.0,0.0,0.0,0,0.00020656819,0.51999998,-0.00013490501,0.63478947,0.5018909,1.054929
38381092,2025-12-08 16:57:55,2025-12-08 16:27:00,0.39354200169776216,12.486620580431293,265828.0,0.0,0.0,0.0,0,0.00050254236,3.0899999,-4.5249031e-05,-1.6864649,-1.1305214,0.26444155,12.479799038920445,264028.0,0.0,0.0,0.0,0,0.00050466415,1.48,-0.00085548381,-1.5087943,0.10360149,0.26444155
38394143,2025-12-09 10:35:42,2025-12-09 08:05:00,0.3506773925068734,10.841128732820934,63425.0,0.0,0.0,0.0,0,0.00035290679,0.73000002,0.00024411462,-0.39332473,-1.2697911,-1.0282476,10.647304082870662,54425.0,0.0,0.0,0.0,0,0.00023381949,0.47999999,-0.00021975003,-1.8412908,-1.2606229,-0.84384739
38422656,2025-12-09 20:33:05,2025-12-09 20:03:00,0.16574146836915535,10.452648882567692,35838.0,1.0,0.0,0.0,0,0.00040973761,1.65,6.1803745e-05,-0.99868435,0.076025985,0.99391818,10.399280753468156,34038.0,1.0,0.0,0.0,0,0.00047730652,1.51,-0.00025394413,-1.0243125,0.68743205,0.99391818
38441014,2025-12-10 12:33:15,2025-12-10 11:03:00,0.14312101168226277,10.927232606524687,57595.0,0.0,0.0,0.0,0,0.00025428279,1.3099999,-2.382731e-05,-0.41347826,-1.4071748,-0.80084974,10.825203541055348,52195.0,0.0,0.0,0.0,0,0.00025477461,1.48,1.1891526e-05,-0.083933637,-1.0847956,-0.33695292
38443239,2025-12-10 14:17:30,2025-12-10 13:47:00,0.42618304621575476,7.75190533307861,6225.0,1.0,0.0,0.0,0,0.00022791653,1.55,0.00034817238,1.2442242,-0.88095993,-1.0789456,6.26530121273771,4425.0,1.0,0.0,0.0,0,0.00027856414,0.50999999,-1.4307636e-05,0.25306261,-1.3277617,-1.0661819
38448404,2025-12-10 16:17:48,2025-12-10 15:47:00,0.4746172834258525,8.662677858158219,7170.0,2.0,0.0,1.0,0,0.00038995143,2.3499999,0.00050759065,1.091117,-0.47662351,-0.6479705,8.289790583181643,5370.0,2.0,0.0,1.0,0,0.0002176206,0.88,-0.00013102397,-0.63579226,-0.032689486,-0.61047113
38449900,2025-12-10 16:31:07,2025-12-10 15:01:00,0.9280412823355885,5.579729825986222,792.0,3.0,1.0,2.0,0,0.00039147001,2.21,-0.00026201364,-0.0057693836,-0.03491015,-0.6479705,7.109062135687172,2610.0,2.0,1.0,1.0,0,0.00018399696,1.1,0.00046637678,2.3687367,-0.22470641,-0.61047113
38487563,2025-12-11 09:32:30,2025-12-11 08:02:00,0.3787173605185529,11.0154273014151,61253.0,0.0,0.0,0.0,0,0.00032445556,0.79000002,0.00013763335,2.3304338,-0.43349868,-0.53305918,10.922425121370425,55853.0,0.0,0.0,0.0,0,0.00026352159,0.92000002,-1.6611159e-05,0.76245058,-1.0777111,-0.11680558
38492680,2025-12-11 13:09:27,2025-12-11 17:09:00,0.7509555801106689,9.4066470133368,12990.0,1.0,0.0,0.0,0,0.00030624063,1.5599999,0.00083844038,3.7412083,0.470658,0.27600557,9.279586544712997,14373.0,2.0,0.0,1.0,0,0.00048196065,2.3199999,0.0016522128,2.4979677,0.73865783,0.40487754
38528027,2025-12-12 11:25:01,2025-12-12 10:25:00,0.29755090042800175,11.244745321014502,80133.0,0.0,0.0,0.0,0,0.00036752335,1.03,0.0004653658,0.72874731,2.6042149,1.9314803,11.196528367530066,76533.0,0.0,0.0,0.0,0,0.00027460841,0.242,-8.867617e-05,-0.1820987,2.046509,1.7466195
38568721,2025-12-15 12:29:18,2025-12-15 10:29:00,0.11307665035847346,12.476256259049796,263039.0,0.0,0.0,0.0,0,0.00031115278,1.164,0.00031755638,0.60397673,1.8247777,1.9081316,12.44839510025349,255839.0,0.0,0.0,0.0,0,0.00028435112,0.83999997,9.207859e-06,0.87760681,1.8307933,1.955073
38570537,2025-12-15 15:00:14,2025-12-15 14:30:00,0.20142404591832133,8.357493812658563,9042.0,1.0,0.0,0.0,0,0.00021921014,0.87,3.9148814e-05,0.87078631,0.40488592,1.325249,7.808729306744399,7242.0,1.0,0.0,0.0,0,0.00026793909,1.8200001,0.00013824709,1.2208219,0.057691127,1.1864359
38612361,2025-12-16 08:41:45,2025-12-16 07:11:00,0.26489900085884593,11.052634514578285,63646.0,0.0,0.0,0.0,0,0.00054575945,1.63,0.00048663453,-0.86624277,-1.9687669,-1.3785182,10.963185747705012,58246.0,0.0,0.0,0.0,0,0.00032729711,1.08,0.00017727746,-0.53283483,-1.1998597,-1.3323808
38648802,2025-12-17 08:21:41,2025-12-17 07:51:00,0.1751783987848172,11.216054638258859,85155.0,0.0,0.0,0.0,0,0.00032637635,1.14,0.00021236054,1.2099009,2.0062256,1.359496,11.191534925648972,83355.0,0.0,0.0,0.0,0,0.00028171454,0.73000002,-0.00029330084,1.5325265,1.858337,1.0583918
38650723,2025-12-17 09:38:06,2025-12-17 12:38:00,0.789257204454467,8.03689677268507,4579.0,1.0,0.0,1.0,0,0.00038496256,2.55,0.00048981042,-0.33959392,0.99477184,1.4935578,8.945202263959297,10794.0,2.0,0.0,2.0,0,0.00028481593,1.34,-0.0002406892,-0.27667418,0.072866045,0.28250763
38683859,2025-12-18 08:05:45,2025-12-18 07:35:00,0.2889244206677376,11.260494699531083,80814.0,0.0,0.0,0.0,0,0.00022090806,1.71,0.00039246512,1.4419639,-0.22787094,0.065255426,11.237053379277805,79014.0,0.0,0.0,0.0,0,0.00021406372,1.0,0.0001501056,0.23813833,-0.58249754,0.1773027
38686016,2025-12-18 10:02:33,2025-12-18 09:32:00,0.41838937913764956,8.74623928838306,6975.0,1.0,0.0,1.0,0,0.00019772173,0.73000002,2.7693895e-05,-0.42147809,0.029895041,0.21722363,8.408939605975984,5175.0,1.0,0.0,1.0,0,0.00025297879,1.29,0.00055161206,1.3617566,-0.059368089,0.17328511
38720385,2025-12-19 10:43:53,2025-12-19 08:13:00,0.20924831045867695,11.328834343419675,88827.0,0.0,0.0,0.0,0,0.00027798189,0.75,-0.00044824969,-0.7224313,0.629731,-0.10108434,11.21433073210802,79827.0,0.0,0.0,0.0,0,0.00023580894,1.24,-0.00031012666,-1.3839072,0.10954586,-0.38875854
38723027,2025-12-19 14:42:44,2025-12-19 13:42:00,0.1534781264197204,9.408699306467762,14287.0,1.0,0.0,0.0,0,0.00019916239,0.88,0.00022885649,0.3516846,0.087018453,0.036647256,9.058819564334941,10687.0,1.0,0.0,0.0,0,0.00031032247,1.55,0.00045021006,0.28933966,0.19115672,0.17346013
38755615,2025-12-22 08:17:51,2025-12-22 07:17:00,0.2556963415277503,12.369156165616683,236056.0,0.0,0.0,0.0,0,0.00028389512,1.88,-1.5230959e-05,0.10322768,3.1232991,3.4483624,12.353746682828453,232456.0,0.0,0.0,0.0,0,0.00026695526,0.85000002,0.00014561655,1.0735795,3.4288139,3.2773736
38759834,2025-12-22 12:07:54,2025-12-22 09:37:00,0.4249318980202852,9.467460138845324,13749.0,1.0,0.0,1.0,0,0.0003048908,0.51700002,0.00049387274,0.81748676,0.57050133,2.7316353,8.276903481267057,4749.0,1.0,0.0,1.0,0,0.00033677681,1.477,0.00011132227,0.076025456,1.6462593,3.2293377
38786971,2025-12-23 11:53:01,2025-12-23 11:23:00,0.25026338071579685,11.242008732184335,85506.0,0.0,0.0,0.0,0,0.00024926363,0.87300003,-0.00038520072,-0.49978092,1.6065457,2.5629017,11.218124781891788,83706.0,0.0,0.0,0.0,0,0.00025594709,1.1900001,-2.0053454e-05,0.49259257,1.2156435,2.5629017
38800885,2025-12-23 17:38:24,2025-12-23 16:38:00,0.876375716757988,9.63469265580283,20699.0,1.0,0.0,0.0,0,0.0010518784,6.54,0.00083998794,-0.9253853,-2.1714053,0.84033525,9.366146823114383,17099.0,1.0,0.0,0.0,0,0.00058560789,2.6500001,-0.0002874514,-0.93518275,0.44855657,1.6137129
81950224,2025-12-29 06:11:17,2025-12-29 05:41:00,0.3039462419640657,13.073759095957634,477156.0,0.0,0.0,0.0,0,0.00044782422,1.21,0.00052288797,1.0635477,-0.034895759,-0.15002823,13.069972638939994,475356.0,0.0,0.0,0.0,0,0.00052425504,2.8900001,0.00014631827,0.48428276,-0.034604136,-0.91427135
81979298,2025-12-30 07:20:44,2025-12-30 10:20:00,0.9068621426561322,11.386579622903268,90523.0,0.0,0.0,0.0,0,0.00029782968,0.63999999,0.00027286974,1.1564153,0.83765799,-0.99409389,9.274253697719836,10756.0,1.0,0.0,1.0,0,0.0004885486,1.24,0.00059288967,2.2122226,0.57730734,-0.64766204
81983513,2025-12-30 12:12:46,2025-12-30 10:42:00,0.26506127140116775,9.763075398819383,17476.0,1.0,0.0,1.0,0,0.00043216345,2.6600001,0.00085633592,2.3723886,0.024647739,-0.54306942,9.39099387166944,12076.0,1.0,0.0,1.0,0,0.00040967891,0.98000002,0.0007734262,1.8306854,0.47227156,-0.64766204
82028698,2026-01-02 09:31:50,2026-01-02 08:31:00,0.17098706430098257,12.425553497342479,249494.0,0.0,0.0,0.0,0,0.00032955426,2.0699999,0.00025814262,0.80422026,1.8375069,1.7928995,12.410995198114062,245894.0,0.0,0.0,0.0,0,0.00031397204,0.94,0.00019873609,0.84751189,2.2483456,1.5385743
82061725,2026-01-05 11:12:23,2026-01-05 08:42:00,0.20035865377662374,12.484756858383992,265210.0,0.0,0.0,0.0,0,0.0003554002,1.4,0.00015544225,-0.25794536,1.2741221,2.2425342,12.450108426386807,256210.0,0.0,0.0,0.0,0,0.0004169805,2.3399999,-0.00016780598,-0.24219446,1.7274033,1.8239458
82095097,2026-01-06 08:52:50,2026-01-06 07:22:00,0.7746688552667734,11.244326806994714,77977.0,0.0,0.0,0.0,0,0.00052827777,2.803,-0.0011244555,-2.6386383,0.50403374,1.8576924,11.171068758072176,72577.0,0.0,0.0,0.0,0,0.00029061668,0.50999999,-7.1646951e-05,0.2238303,1.5017755,1.9736935
82147110,2026-01-07 16:04:17,2026-01-07 15:04:00,0.31667110440403656,11.615761797556747,112270.0,0.0,0.0,0.0,0,0.00048475328,2.47,0.00013492894,-0.6482259,-1.5064958,-1.1680311,11.582740664919099,108670.0,0.0,0.0,0.0,0,0.00044653588,2.4100001,-0.00027205714,-2.0063999,-1.7964394,-1.1362423
82169230,2026-01-08 09:05:21,2026-01-08 08:35:00,0.42772318564673895,11.008264136172082,61243.0,0.0,0.0,0.0,0,0.00068929832,6.2600002,-0.0016111556,-1.6537579,-1.5870284,-1.5359195,10.977994972525236,59443.0,0.0,0.0,0.0,0,0.00055940246,4.29,-0.00061685086,-0.82661986,-2.2172968,-1.3231257
82199073,2026-01-09 09:03:58,2026-01-09 08:03:00,0.2564710080680519,11.360519928161361,86259.0,0.0,0.0,0.0,0,0.00035894895,1.22,0.00051644264,0.97663635,0.42474958,0.63836414,11.317688866909027,82659.0,0.0,0.0,0.0,0,0.00022896654,0.977,-5.1499013e-05,1.6057085,-0.12365158,0.46491414
82241706,2026-01-12 07:30:37,2026-01-12 07:00:00,0.24906102612548267,12.430575272882015,253562.0,0.0,0.0,0.0,0,0.00031889157,2.6300001,-0.00021447135,-0.65028495,0.51078516,2.563333,12.423359077359986,251762.0,0.0,0.0,0.0,0,0.0004046653,0.90600002,-0.0006013512,-0.91028941,0.7732563,2.563333
82462486,2026-01-12 11:25:57,2026-01-12 09:25:00,0.29847489684339734,9.505320746909074,14063.0,1.0,0.0,1.0,0,0.00040419877,0.5,-0.00014400623,-0.34712505,0.94960374,2.6465726,8.737292112544221,6863.0,1.0,0.0,1.0,0,0.00035792679,1.3099999,0.00044987828,0.19583133,0.42539284,2.6816192
82465593,2026-01-12 14:11:18,2026-01-12 13:11:00,0.31261594995077824,9.165343006045447,9903.0,2.0,0.0,0.0,0,0.00027155949,1.58,1.9598087e-05,-0.14595816,1.0260494,2.3716764,8.692825760059396,6303.0,2.0,0.0,0.0,0,0.00036946614,3.1099999,-0.00045090722,-0.91973269,0.65870363,2.2464659
82494965,2026-01-13 12:44:06,2026-01-13 12:14:00,0.20084891257373116,11.293375449166149,81162.0,0.0,0.0,0.0,0,0.00028967779,1.59,3.2678352e-05,0.47362253,-0.048590422,0.23282549,11.270701025843227,79362.0,0.0,0.0,0.0,0,0.00029785722,0.88,-4.3525524e-05,1.0946269,0.51955295,0.23282549
82523311,2026-01-14 06:29:14,2026-01-14 05:59:00,0.5184570671200833,11.057581850663242,63894.0,0.0,0.0,0.0,0,0.00031114675,1.6799999,-0.00062140112,-2.116574,1.1019826,1.1355932,11.028790456457282,62094.0,0.0,0.0,0.0,0,0.00033109364,0.89999998,0.00025826955,-0.09710408,1.7774178,1.1407955
82564751,2026-01-15 09:19:50,2026-01-15 08:49:00,0.454114283217043,11.47279073423011,96586.0,0.0,0.0,0.0,0,0.00049417809,1.793,0.00043857412,2.2170858,0.63321626,-0.94479573,11.453875852175653,94786.0,0.0,0.0,0.0,0,0.00059531472,2.3800001,0.0013151194,1.3760877,-0.87723893,-1.2076327
82596177,2026-01-16 09:03:56,2026-01-16 08:33:00,0.4154557182795179,11.343974127114445,85390.0,0.0,0.0,0.0,0,0.00039169478,1.76,-0.00050957402,-0.24325055,1.5495347,0.31854466,11.322430597487113,83590.0,0.0,0.0,0.0,0,0.00030089775,2.6800001,-0.00068247144,-1.1820028,0.14200297,-0.37440819
82600157,2026-01-16 14:48:59,2026-01-16 13:48:00,0.2904694706321361,9.710388122570295,20644.0,1.0,0.0,0.0,0,0.00032285345,2.21,3.4682143e-05,0.5161916,1.5124366,-0.34213063,9.464051924856811,17044.0,1.0,0.0,0.0,0,0.00020247849,0.82999998,0.00020619608,0.52442288,0.5368408,-0.33698726
82667342,2026-01-20 09:00:31,2026-01-20 08:00:00,0.3740727429307218,12.68985589818428,324661.0,0.0,0.0,0.0,0,0.00045715927,2.3469999,0.00093699538,2.5700662,4.085382,2.9947436,12.678697835480861,321061.0,0.0,0.0,0.0,0,0.0003477461,2.1900001,0.00041124248,1.9422663,2.9714208,2.0585349
82775023,2026-01-22 09:25:06,2026-01-22 08:55:00,0.5827855776900392,12.036244717317611,174269.0,0.0,0.0,0.0,0,0.00047662068,2.1300001,0.00098285091,2.6261988,1.5493951,0.26234576,12.025521520596442,172469.0,0.0,0.0,0.0,0,0.00048508681,2.6370001,0.0021404035,4.4515138,0.36116761,-0.51416594
82824133,2026-01-23 09:00:21,2026-01-23 08:00:00,0.3339421015020172,11.344565983192329,84894.0,0.0,0.0,0.0,0,0.00032481525,1.77,-0.00068495568,-1.4402623,1.0342226,2.204324,11.301030905833908,81294.0,0.0,0.0,0.0,0,0.00021956893,0.40000001,-0.00032474703,-0.21859081,0.80903518,2.1705377
82913535,2026-01-26 11:00:40,2026-01-26 07:30:00,0.20246717719765714,12.49097335357157,266379.0,0.0,0.0,0.0,0,0.00040846757,1.8099999,-0.00059702725,-0.87277532,0.95572662,2.4912531,12.442432475807,253779.0,0.0,0.0,0.0,0,0.00035978531,1.35,-0.00011236874,-0.75109339,0.91196895,3.124624
83084849,2026-01-28 09:01:54,2026-01-28 07:01:00,0.294373311863345,12.008475001183703,165620.0,0.0,0.0,0.0,0,0.0005799525,4.1599998,0.00071123149,0.35894877,2.3001339,3.440907,11.963618845681465,158420.0,0.0,0.0,0.0,0,0.00061425043,3.52,-0.00027111059,-0.023718238,2.1079972,3.1114333
83314376,2026-01-30 06:37:54,2026-01-30 06:07:00,1.0062869899549298,12.006938546676317,164106.0,0.0,0.0,0.0,0,0.0021742329,5.23,-0.0044220486,-0.58871251,-1.7624445,-1.7312912,11.995894676605987,162306.0,0.0,0.0,0.0,0,0.0027072562,10.27,-0.0069046444,-1.9439933,-1.6940882,-1.7312912
83511633,2026-02-02 22:25:35,2026-02-02 19:55:00,0.6290235112589403,12.663266453223287,316026.0,0.0,0.0,0.0,0,0.0015838322,4.5799999,0.0033375295,0.72024536,-0.59347498,-0.65142339,12.634365213277707,307026.0,0.0,0.0,0.0,0,0.0022181433,5.467,0.0019085854,0.063818783,-0.54445851,-1.1182994
83541051,2026-02-03 14:00:26,2026-02-03 13:30:00,0.817469388127959,10.930460614062085,56065.0,0.0,0.0,0.0,0,0.00084011676,5.98,-0.0028965431,-2.9244523,0.22705178,1.1472631,10.897701825157977,54265.0,0.0,0.0,0.0,0,0.00075477938,5.3499999,-0.00039053085,-0.79834199,0.86561602,1.3882616
83699779,2026-02-04 19:42:53,2026-02-04 18:12:00,0.6672427663163957,11.574227504346393,106894.0,0.0,0.0,0.0,0,0.0018351061,5.3530002,-0.0029749407,-1.2802322,-2.0692723,-1.631181,11.522103220235994,101494.0,0.0,0.0,0.0,0,0.0023312813,7.8330002,-0.0014828823,-0.41250321,-2.0244372,-0.65496975
83821484,2026-02-05 17:27:12,2026-02-05 16:27:00,0.5943652319363658,11.259193831887995,78247.0,0.0,0.0,0.0,0,0.0018963036,9.0200005,0.0043149944,1.1773421,-1.3021922,-1.1839464,11.211685227919597,74647.0,0.0,0.0,0.0,0,0.0020585519,8.4899998,0.0021395886,1.5834101,-1.4412841,-1.0064641
83897665,2026-02-06 07:30:33,2026-02-06 07:00:00,0.5862763072919958,10.827428943340806,50568.0,0.0,0.0,0.0,0,0.00084951095,1.71,0.0024384647,1.3668846,0.91374075,-0.11833465,10.791049537577411,48768.0,0.0,0.0,0.0,0,0.00098909321,1.77,0.00026748475,0.91746706,0.94858909,-0.11833465
83915642,2026-02-06 09:16:42,2026-02-06 08:46:00,0.6689956097181423,8.737773460327283,6327.0,1.0,0.0,1.0,0,0.0014754169,5.0700002,-0.0010521404,-0.67044431,1.3457175,0.96442425,8.397057390176256,4527.0,1.0,0.0,1.0,0,0.0013070359,3.6199999,-0.0001746662,1.7700355,1.7852417,-0.27252316
83923769,2026-02-06 15:34:06,2026-02-06 13:04:00,0.4114890776905084,10.015207802146536,22638.0,2.0,0.0,0.0,0,0.00087603723,4.0700002,0.0012134244,0.16915323,0.34595942,0.67725319,9.500319803476646,13638.0,2.0,0.0,0.0,0,0.00083989563,6.013,0.00052571617,1.3261348,0.70368487,0.41079164
83980760,2026-02-09 12:04:32,2026-02-09 09:04:00,0.2753543770132949,12.41508887449574,246594.0,0.0,0.0,0.0,0,0.00065459969,6.6999998,0.0018184007,2.1327648,0.4590556,1.1978528,12.370285389713583,235794.0,0.0,0.0,0.0,0,0.00079883443,7.73,0.001696732,1.6876001,1.1978152,1.729615
84397864,2026-02-11 17:40:50,2026-02-11 15:10:00,1.3716309287526232,12.166624706563063,192928.0,0.0,0.0,0.0,0,0.0012857723,8.0100002,-0.0047205589,-2.9007297,-0.3140552,0.18658023,12.118683015193584,183928.0,0.0,0.0,0.0,0,0.0006842498,5.4899998,-0.0011459724,-2.1314907,3.0226791,2.164046
84448544,2026-02-12 07:06:33,2026-02-12 10:36:00,0.7460784998253157,10.7813492577905,48310.0,0.0,0.0,0.0,0,0.00041663073,1.6900001,0.0003757432,0.22148268,-0.63211799,-0.36812142,9.42197798310419,12567.0,1.0,0.0,1.0,0,0.00038862196,1.449,-0.00015328653,0.32481885,-0.17890202,-0.28898144
84480811,2026-02-12 11:04:59,2026-02-12 10:34:00,0.4585865703048489,9.549451979534325,14247.0,1.0,0.0,1.0,0,0.00037482745,1.6,0.00054315245,2.0704093,0.0014366248,-0.13171013,9.412219427985669,12447.0,1.0,0.0,1.0,0,0.00040078256,1.62,-8.4956817e-05,0.083452024,-0.17890202,-0.28898144
84496990,2026-02-12 13:12:51,2026-02-12 15:12:00,0.8254157702009636,8.859363449152088,7621.0,2.0,0.0,0.0,0,0.00047977976,3.6700001,-0.0011148785,-2.8342361,0.60139543,0.21252373,8.834919385216395,7149.0,3.0,0.0,1.0,0,0.00040500853,1.73,-0.00014622411,-1.2555792,-0.11345386,-0.13340868
84665776,2026-02-13 09:18:26,2026-02-13 08:18:00,0.5909091804191435,11.184837977883408,72309.0,0.0,0.0,0.0,0,0.00078343,2.3199999,2.6224598e-05,0.22686704,-0.64658117,-1.069151,11.133566603946543,68709.0,0.0,0.0,0.0,0,0.00043802042,3.7,-0.00073732017,-1.5075133,0.45968649,-0.31554177
84675020,2026-02-13 13:12:08,2026-02-13 17:12:00,0.814536818691875,9.535823881654714,14014.0,1.0,0.0,0.0,0,0.0006224321,4.77,0.0010198775,1.4727751,-0.086788207,-0.31446502,9.542230699092284,14392.0,2.0,0.0,1.0,0,0.00097976124,3.7,0.00033462138,0.70460916,1.2345791,0.35319495
84803733,2026-02-17 12:21:33,2026-02-17 11:21:00,0.2194013114219346,12.742788213579264,342532.0,0.0,0.0,0.0,0,0.00050352188,2.3800001,-0.00030883355,-0.66423672,-0.050117336,-1.3947061,12.732208467786895,338932.0,0.0,0.0,0.0,0,0.00058412825,1.6569999,-0.00090312143,-0.31863418,0.28194845,-1.6244111
84858142,2026-02-18 05:30:40,2026-02-18 05:00:00,0.32373525066029807,10.928865845995738,61707.0,0.0,0.0,0.0,0,0.00050682807,3.0899999,0.00010815852,0.88456035,1.3566123,-0.281683,10.896053905514576,59907.0,0.0,0.0,0.0,0,0.00049076555,1.5,0.00097034214,1.0660191,0.76233232,-0.281683
84960053,2026-02-19 22:18:35,2026-02-19 20:48:00,0.25983657182139897,11.894808010820785,146840.0,0.0,0.0,0.0,0,0.0003381116,1.38,-0.0004369705,0.54585987,-0.33310404,-0.32907578,11.857252486127962,141440.0,0.0,0.0,0.0,0,0.00048438186,2.4400001,-6.0072987e-05,-0.04255696,-0.35151535,0.25250357
84971230,2026-02-20 05:54:53,2026-02-20 05:24:00,0.23523428462998788,10.200921916430588,27325.0,0.0,0.0,0.0,0,0.00038051521,1.8,6.8069632e-05,-1.1488742,0.2513738,0.25214788,10.131738041218483,25525.0,0.0,0.0,0.0,0,0.0004982744,2.4000001,-6.4036183e-05,-0.23117675,-0.0093091112,0.25214788
85066329,2026-02-23 09:30:45,2026-02-23 07:30:00,0.7553082650488012,12.512961579609712,272107.0,0.0,0.0,0.0,0,0.00033203568,5.3200002,-0.0011128291,-3.3738959,-0.26965356,2.1749878,12.486118133352388,264907.0,0.0,0.0,0.0,0,0.00039857542,1.66,-0.00039519835,-0.83526754,0.61227196,2.7788794
85084978,2026-02-23 11:21:20,2026-02-23 10:51:00,0.1807113713867804,8.77909581088053,6615.0,1.0,0.0,1.0,0,0.00044220619,1.75,-0.00028998737,0.05608983,-0.90116078,1.0358347,8.454679286026995,4815.0,1.0,0.0,1.0,0,0.00058629061,1.39,-0.00034845478,-0.047771852,-1.1743883,1.5354947
85182793,2026-02-23 15:02:41,2026-02-23 14:02:00,0.4477320130998157,9.436280010592395,13240.0,2.0,0.0,0.0,0,0.00034523234,2.75,0.00053980737,0.68934113,0.037925798,1.1251569,9.097731427593528,9640.0,2.0,0.0,0.0,0,0.00039070152,2.5599999,0.00021835593,1.9430166,1.4552931,1.8059642
85342738,2026-02-24 10:04:42,2026-02-24 09:04:00,0.1473036705817081,11.131123171099397,68479.0,0.0,0.0,0.0,0,0.00045135064,1.777,-0.00076537492,-0.34336895,-0.44098401,-0.33607498,11.076944446738864,64879.0,0.0,0.0,0.0,0,0.00048411801,1.6799999,-0.00081050338,-0.10951273,0.097579278,-0.018937334
85385479,2026-02-24 15:11:40,2026-02-24 13:41:00,0.2518202760151414,9.817112336789382,18378.0,1.0,0.0,0.0,0,0.0003413189,3.27,-0.00041772833,-1.830054,-0.20578957,-0.26641846,9.468464892185638,12978.0,1.0,0.0,0.0,0,0.00053638895,1.96,-0.00023089378,-1.4936703,0.12465338,-0.36771521
85396743,2026-02-24 15:21:50,2026-02-24 16:21:00,1.2139231563216077,5.991464547107982,560.0,2.0,1.0,1.0,0,0.00061783835,5.3400002,-0.0023594059,-3.1505501,-0.73087627,-0.26641846,8.11102783819368,3550.0,3.0,1.0,2.0,0,0.00063701149,4.1160002,-9.11608e-05,-0.039666295,-0.94765896,-1.1157732
85640223,2026-02-25 07:59:03,2026-02-25 07:29:00,0.14772692629840212,10.995595399782035,59830.0,0.0,0.0,0.0,0,0.00025668283,0.99000001,0.00023935012,0.29285812,0.77217215,0.72355056,10.964934347972234,58030.0,0.0,0.0,0.0,0,0.00038566111,1.37,0.00040916965,0.68801093,0.57768238,0.72355056
85668110,2026-02-25 11:35:37,2026-02-25 11:05:00,0.3969206634772995,9.457122321855792,12957.0,1.0,0.0,1.0,0,0.00033966097,1.36,0.00036008385,1.9320353,0.70086432,0.51335889,9.305559638557117,11157.0,1.0,0.0,1.0,0,0.00041211033,2.9300001,0.00062687398,0.63302028,-0.19192989,0.51335889
85668988,2026-02-25 12:03:39,2026-02-25 10:03:00,1.3473357004486897,6.71295620067707,1643.0,2.0,1.0,2.0,0,0.00035719803,3.5,-0.00066326745,-2.5498302,-0.248446,0.50343519,8.892748769118258,7437.0,1.0,0.0,1.0,0,0.00038896434,2.6500001,-0.00074975571,-1.6505357,0.85304445,0.96407032
85704475,2026-02-25 16:23:24,2026-02-25 15:53:00,0.33757555018635943,9.645946636996333,15561.0,3.0,0.0,0.0,0,0.00040589689,2.3299999,-0.00011177803,0.65992773,0.58277982,0.26960555,9.522153924002891,13761.0,3.0,0.0,0.0,0,0.00035607209,1.74,-0.00046489781,-0.7975899,0.38168529,0.23342532
85787460,2026-02-26 08:05:35,2026-02-26 07:35:00,0.08017169030651185,10.941323124488626,56496.0,0.0,0.0,0.0,0,0.00027426332,1.76,0.00013481593,0.41100886,0.52233368,0.34107834,10.908924048640696,54696.0,0.0,0.0,0.0,0,0.00027214229,1.24,0.000127073,0.41042915,0.75280917,0.36870611
85827276,2026-02-26 11:31:35,2026-02-26 11:01:00,0.4151613297031918,9.375770061099919,12325.0,1.0,0.0,1.0,0,0.0005417327,5.5500002,-0.0013460132,-1.4817415,-1.3379014,-0.037861858,9.21024036697585,10525.0,1.0,0.0,1.0,0,0.00037338887,3.71,-0.00042620196,-0.81275833,-0.53818524,-0.037861858
85833216,2026-02-26 13:27:11,2026-02-26 15:57:00,0.7056420391517925,8.819665349340653,6925.0,2.0,0.0,0.0,0,0.00031851462,1.8200001,0.00016786666,-0.68380976,0.23968111,0.017584851,9.084323531392696,8989.0,3.0,0.0,1.0,0,0.00033566006,1.01,-0.00011445495,-0.40362653,0.92698103,-0.88949376
